Hybridization REF	TCGA-02-0338-01A-01R-0282-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.07575
CREB3L1	0.12
RPS11	0.0468
PNMA1	1.9484
MMP2	-0.227125
C10orf90	0.3066
ZHX3	0.441375
ERCC5	1.037
GPR98	0.0354444444444445
RXFP3	0.237666666666667
APBB2	1.5064
PRO0478	0.680909090909091
KLHL13	0.579
PRSSL1	-0.833125
PDCL3	0.620125
DECR1	0.00279999999999999
SALL1	2.645125
CADM4	2.351625
RPS18	-0.266578947368421
HNRPD	-0.2468
CFHR5	0.5855
SLC10A7	-0.363727272727273
OR2K2	0.635
LMAN1	-2.16218181818182
SUHW1	-2.093
CHD8	0.168384615384615
SUMO1	0.204538461538462
GP1BA	0.0892307692307692
DDB1	-0.232625
MYO9B	0.281642857142857
MMP7	3.1736
CRNKL1	-0.2269
C9orf45	-0.5415
XAB2	0.4499
RTN1	3.46475
KLHL14	0.4145
TBX10	-0.262666666666667
CENPQ	0.108
UTY	1.43023529411765
ZBTB12	0.597666666666667
DTNBP1	0.2465
KBTBD8	1.052
ZEB1	2.414125
ZG16	-1.744
MIER1	0.422076923076923
ADAM5P	null
CHD9	1.10028571428571
STK16	0.051
KIAA1486	0.363666666666667
TOB2	-0.098625
BANK1	1.5062
OR2V2	0.0768
GRM2	0.08375
PROSC	-0.2944
SPIN2B	-0.239
PIR	-1.01581818181818
IPO9	0.444428571428571
EVC	-0.887125
CXCL13	0.65075
KIAA1199	-1.37053846153846
SORL1	0.96
NAT10	-0.559
CHD1	0.0352
SYN3	1.218
SLC22A2	-0.143
SERPINF1	-1.717
WDR34	-0.4678
OR7A17	-0.0794
C9orf11	0.753666666666667
RNF216L	0.819666666666667
LHB	0.035
STK25	-0.0761
TAOK3	1.1431
LOC152573	0.8124
C3orf39	1.4112
C14orf108	-0.0344615384615385
CDC25B	-0.319
BMP3	-0.000333333333333315
TMEM180	0.0353333333333333
MAP1LC3C	-0.5604
CRYGC	0.073
POU3F1	0.0457692307692308
C20orf32	-1.04666666666667
CCDC95	0.477
HIGD1B	4.4336
USP6NL	0.3367
ABCD4	1.054125
DIMT1L	-0.46225
TEK	0.398818181818182
SLC25A46	-0.2516
LARP7	-0.785071428571428
CD160	0.04025
MT1JP	2.48657142857143
PHF20	-0.781857142857143
CPNE4	3.2574
GTPBP1	-0.0130526315789474
RAB33B	1.26066666666667
ALDOC	0.170909090909091
ZNF212	-0.3138
NUDT1	-0.23075
RFPL2	3.80116666666667
ZNF83	-0.01075
GDPD5	-1.5355
PDCD4	-0.0241538461538462
CEP350	0.273
OR10A2	-0.1354
CST7	-2.092
CIAO1	-1.0896
SELL	-0.824181818181818
OR8J3	-0.349
LTBP4	-0.365375
SIRT6	0.0498
CCL19	0.099
PPIL1	0.153
GBP7	-0.023375
STK17A	0.557384615384615
