Hybridization REF	TCGA-14-1456-01C-01R-0791-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.203
CREB3L1	-0.352333333333333
RPS11	0.9611
PNMA1	2.2776
MMP2	-1.281875
C10orf90	-0.131
ZHX3	1.003375
ERCC5	0.0316
GPR98	1.71116666666667
RXFP3	0.899666666666667
APBB2	1.8116
PRO0478	0.205727272727273
KLHL13	1.37
PRSSL1	-0.84925
PDCL3	-0.37675
DECR1	0.955
SALL1	1.98125
CADM4	1.56025
RPS18	0.661368421052631
HNRPD	-1.16166666666667
CFHR5	-0.107
SLC10A7	0.205909090909091
OR2K2	0.649333333333333
LMAN1	-2.48781818181818
SUHW1	-2.2062
CHD8	-0.872923076923077
SUMO1	0.319615384615385
GP1BA	0.513923076923077
DDB1	-1.2375
MYO9B	-0.321428571428572
MMP7	4.7162
CRNKL1	0.0767999999999999
C9orf45	-0.893125
XAB2	-0.4124
RTN1	3.5005
KLHL14	-0.7759
TBX10	-0.562
CENPQ	-0.5954
UTY	1.03252631578947
ZBTB12	-0.176666666666667
DTNBP1	0.2311
KBTBD8	0.321375
ZEB1	2.82225
ZG16	-1.021
MIER1	0.305307692307692
ADAM5P	-0.086
CHD9	0.65352380952381
STK16	-0.5068
KIAA1486	0.295
TOB2	1.082875
BANK1	0.9592
OR2V2	0.0358
GRM2	-0.00587499999999999
PROSC	0.443
SPIN2B	0.496
PIR	-1.80654545454545
IPO9	-0.0476428571428571
EVC	-1.13525
CXCL13	0.236375
KIAA1199	-1.42823076923077
SORL1	3.131
NAT10	-0.6714
CHD1	-1.2698
SYN3	0.285
SLC22A2	-0.053
SERPINF1	-2.5165
WDR34	-1.6946
OR7A17	0.1452
C9orf11	0.136666666666667
RNF216L	0.472
LHB	0.119
STK25	-0.257
TAOK3	1.8784
LOC152573	-0.293
C3orf39	0.7455
C14orf108	0.0478461538461539
CDC25B	-1.95892857142857
BMP3	-0.014
TMEM180	0.150666666666667
MAP1LC3C	-0.0354
CRYGC	-0.610666666666667
POU3F1	0.114538461538462
C20orf32	-0.425666666666667
CCDC95	0
HIGD1B	5.5538
USP6NL	0.0686
ABCD4	0.757
DIMT1L	-0.286875
TEK	1.86981818181818
SLC25A46	-0.3166
LARP7	-0.988142857142857
CD160	0.12775
MT1JP	0.781
PHF20	-0.249333333333333
CPNE4	0.9436
GTPBP1	-0.655631578947368
RAB33B	1.182375
ALDOC	2.01818181818182
ZNF212	-0.3836
NUDT1	-1.0405
RFPL2	-0.489166666666667
ZNF83	-0.645375
GDPD5	-1.2438
PDCD4	0.789576923076923
CEP350	0.2078
OR10A2	0.5496
CST7	-0.814
CIAO1	-1.1384
SELL	2.698
OR8J3	0.647666666666667
LTBP4	-0.3845
SIRT6	-0.0784
CCL19	2.7272
PPIL1	0.470875
GBP7	0.894375
STK17A	0.385769230769231
ABR	1.0912
OR9G1	0.797
FOXE1	-0.1803
CNGA3	2.50966666666667
GML	-0.160333333333333
CD38	-0.1068
ZDHHC6	0.102375
NEFH	-2.0404
CTDSP2	-0.010625
PGBD5	0.17
CCNY	0.311055555555556
RMND5B	-0.2223125
ZNF257	-2.1134
FLJ22167	1.0659
EXOSC7	-0.976125
ROR2	-0.8511
MAOA	1.33790909090909
TNNT3	-0.027125
GYPC	-1.3235
C7orf33	-0.316333333333333
PLIN	1.032
LOC90826	-0.045
RNF4	-0.238153846153846
F8A1	-0.708375
PLEKHG4	-3.9578
GRB2	-0.186925925925926
HIST1H2AD	-1.432
DUS3L	-0.231625
EIF1	-0.68075
RP5-1077B9.4	-0.672333333333333
FPGT	1.2726
GDF10	1.834875
COQ9	0.0448
GCC2	0.353944444444444
RARRES3	2.20581818181818
PLXNA1	-0.449357142857143
KIAA0100	-0.479214285714286
PMF1	-0.2502
FNDC1	0.7896
HS2ST1	-0.003375
CRELD2	-0.0194
C8G	-2.12466666666667
CD82	0.3592
LIM2	-0.868
UNQ6490	0.1435
MMP16	1.38416666666667
DRD3	-0.0915
C5orf26	0.6564
C11orf73	0.7442
PTP4A2	0.0137
OR4M2	0.625333333333333
HPCA	-1.714625
SEC14L1	-0.355
CHFR	-0.531909090909091
EMILIN1	0.1436
NDUFS4	-0.1714
COL18A1	-0.996
PDZD3	-0.213538461538462
C9orf16	-0.035875
ERBB2IP	1.01214285714286
EMX2	4.0694
FUS	-3.892
TF	-1.19792307692308
CLCN4	0.93675
CXorf56	-0.24
C11orf72	0.337333333333333
ELAC2	-1.40426666666667
NPR1	-1.2918
ASS1	-3.69211111111111
USP42	0.0698
POLR2J	0.377
SEC23IP	-0.23475
UQCRC1	-0.4292
LOC729603	-0.4774
C1orf71	-1.4302
POLG	-2.5705
ADAM23	-2.11266666666667
TFR2	-0.847
RICTOR	0.568384615384615
MGC39606	1.7678
C19orf55	-0.145181818181818
SNAPC1	-0.7265
GNA11	0.188
CCDC52	-0.743625
FSIP1	-0.101
UPF3A	-0.6749
IGSF11	1.674625
LAGE3	0.0946
CHST6	-0.326
UNC13B	0.125363636363636
TTLL4	-1.50827272727273
ZNF687	-0.2633
SDC2	-0.570285714285714
COX7A2	0.7652
LAMB4	0.2664
FAM24A	0.203666666666667
LRRTM3	1.885375
GPHB5	0.4712
OR4C13	0.260666666666667
EIF3EIP	0.860777777777778
HABP4	0.761666666666667
TMEM125	-0.3366
CNTN2	1.46090909090909
ASNSD1	0.9496
FUT4	-0.9109
ACF	-2.5274
LOC158381	-0.0725
CDH8	0.1262
AGPS	-0.94575
C4orf18	1.99554545454545
PECI	1.80771428571429
UNG	-1.41027272727273
GSTP1	-0.747909090909091
DCUN1D5	-1.267125
DKFZP564J0863	-1.9756
SLC9A3R1	-1.03509090909091
BCDO2	0.339
CHMP7	-0.2729
REM2	-0.12
DNHD1	-0.1177
FKBP4	-1.69927272727273
ZNF350	0.8958
MGC11102	-0.264272727272727
BST1	-0.4708
KISS1R	1.10133333333333
NCR2	0.374666666666667
DEFB125	0.436666666666667
UBE2W	1.00472727272727
KRT15	-3.34445454545455
C10orf99	0.114333333333333
SCN11A	0.300181818181818
GFI1	-2.8908
RDHE2	-0.407875
FHL1	2.28875
OSGEP	0.41525
GATA1	-3.215375
SMC6	-1.1428
TTTY14	1.96933333333333
LPIN3	1.4186
RPL4	-0.660357142857143
RBPMS	-1.60142857142857
PRPF3	-0.800125
EMR1	-0.765
SPATA19	0.012
XCR1	0.206666666666667
IRX3	-0.768769230769231
RBM6	-0.0576
KLF4	-0.994461538461539
UNC5CL	-0.8818
SEBOX	-0.349333333333333
BTK	-0.0994
KRCC1	1.6154
C6orf27	0.532
SYTL5	-0.200333333333333
PRND	2.01363636363636
LOC653319	-0.800666666666667
PIGL	-1.42509090909091
HUS1	-0.376
SFRS6	-0.6866875
C17orf77	0.277666666666667
UIMC1	-0.15175
FXYD2	-1.158
LOC283152	-0.7518
ZNF667	0.6482
ZCCHC12	0.6142
TFEC	2.10961538461539
ATP7B	-0.673125
POLD2	-1.5915
RG9MTD1	0.1292
ACOT2	-0.348125
HIST1H4I	-0.145545454545454
PPARGC1A	0.155615384615385
ETFA	-0.632857142857143
POLRMT	-0.7908
ZNF146	-1.72227272727273
MIA2	-0.476
KLHL6	-0.556125
HOXB5	-1.24054545454545
NENF	0.995875
CUGBP1	-0.2386
PRSS22	-0.658875
CASC4	1.22076923076923
CUL4B	-0.0673076923076923
CENPJ	-1.69142857142857
PITX1	-1.57975
FLJ31033	0.0762857142857143
CELSR3	-0.1685
ZNF568	0.521
ITSN1	-0.399666666666667
EHBP1L1	-2.14525
C19orf2	-0.6264
DCTN1	-0.6144
LIN28B	-2.444125
TNKS2	0.2566
C1QBP	-0.4089
CADPS2	-1.0122
SRMS	0.3356
GJA9	0.155625
MGC24975	-0.77325
TRIM45	-1.7455
TSP50	0.0682
TCP1	-1.3768
TMED7	0.37875
CMA1	0.301
CENPL	-1.5225
