Hybridization REF	TCGA-14-1395-01B-11R-1847-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	1.3020625
CREB3L1	1.6725
RPS11	-0.2536
PNMA1	2.0022
MMP2	-0.101875
C10orf90	-1.4624
ZHX3	2.341625
ERCC5	0.255
GPR98	1.81325
RXFP3	0.392333333333333
APBB2	2.9184
PRO0478	-0.397636363636364
KLHL13	1.5778
PRSSL1	-1.38225
PDCL3	0.143625
DECR1	0.3368
SALL1	3.284625
CADM4	2.77675
RPS18	-1.15568421052632
HNRPD	0.5318
CFHR5	-0.178375
SLC10A7	0.126272727272727
OR2K2	0.97
LMAN1	-1.70690909090909
SUHW1	-3.3782
CHD8	0.0706153846153846
SUMO1	-0.0843846153846154
GP1BA	0.0682307692307692
DDB1	0.478875
MYO9B	0.809785714285714
MMP7	-1.313
CRNKL1	1.1181
C9orf45	-1.880875
XAB2	0.0839
RTN1	3.6999
KLHL14	-0.853
TBX10	-2.25
CENPQ	-0.3016
UTY	2.29384210526316
ZBTB12	0.427333333333333
DTNBP1	-0.4304
KBTBD8	-0.17175
ZEB1	2.787625
ZG16	-2.54433333333333
MIER1	-0.118769230769231
ADAM5P	0.587666666666667
CHD9	1.16290476190476
STK16	0.3416
KIAA1486	-0.336333333333333
TOB2	0.483
BANK1	1.72
OR2V2	-0.0138
GRM2	-0.00500000000000002
PROSC	0.9669
SPIN2B	0.3728
PIR	-1.63945454545455
IPO9	0.748230769230769
EVC	0.536125
CXCL13	0.219625
KIAA1199	-0.543384615384615
SORL1	2.7406
NAT10	-0.551
CHD1	0.2288
SYN3	0.1674
SLC22A2	-0.6736
SERPINF1	-3.4095
WDR34	-1.3204
OR7A17	0.6614
C9orf11	1.214
RNF216L	0.2335
LHB	0.254
STK25	0.1708
TAOK3	2.0812
LOC152573	-1.1976
C3orf39	1.7323
C14orf108	1.07430769230769
CDC25B	-0.217785714285714
BMP3	0.147666666666667
TMEM180	0.454
MAP1LC3C	3.1902
CRYGC	-1.22733333333333
POU3F1	0.773923076923077
C20orf32	-1.42766666666667
CCDC95	-0.063
HIGD1B	6.565
USP6NL	0.2128
ABCD4	1.2485
DIMT1L	0.0104375
TEK	1.60081818181818
SLC25A46	-0.4476
LARP7	-1.55842857142857
CD160	-0.117375
MT1JP	2.46014285714286
PHF20	0.318333333333333
CPNE4	7.5722
GTPBP1	-0.0114736842105263
RAB33B	0.876875
ALDOC	1.349
ZNF212	0.7518
NUDT1	0.073
RFPL2	-1.174
ZNF83	1.024625
GDPD5	-2.1421
PDCD4	-0.687461538461538
CEP350	0.5058
OR10A2	0.3268
CST7	-1.7102
CIAO1	-0.3824
SELL	-0.77
OR8J3	-0.0176666666666667
LTBP4	-1.087
SIRT6	-0.4608
CCL19	-0.0866
PPIL1	-0.005625
GBP7	-1.590375
STK17A	2.02830769230769
ABR	0.4564
OR9G1	-0.853
FOXE1	-0.9368
CNGA3	4.89866666666667
GML	-0.134
CD38	-2.6578
ZDHHC6	-0.306
NEFH	-3.473
CTDSP2	0.9511875
PGBD5	2.40911111111111
CCNY	0.0775555555555556
RMND5B	-0.957375
ZNF257	-4.0008
FLJ22167	1.683
EXOSC7	-1.240375
ROR2	-1.6092
MAOA	0.265
TNNT3	-0.878875
GYPC	-1.1305
C7orf33	-1.371
PLIN	0.1985
LOC90826	0.9186
RNF4	0.428615384615385
F8A1	1.195875
PLEKHG4	-4.9424
GRB2	-0.325074074074074
HIST1H2AD	-2.199
DUS3L	0.166625
EIF1	-0.77925
RP5-1077B9.4	-0.915444444444445
FPGT	1.72
GDF10	-0.3235
COQ9	0.6254
GCC2	-0.297611111111111
RARRES3	0.271090909090909
PLXNA1	0.680428571428571
KIAA0100	0.252357142857143
PMF1	-0.09
FNDC1	2.6176
HS2ST1	0.331875
CRELD2	0.8942
C8G	-2.22766666666667
CD82	1.8778
LIM2	-1.64366666666667
UNQ6490	1.111
MMP16	1.87266666666667
DRD3	0.0946666666666667
C5orf26	-2.0144
C11orf73	0.3745
PTP4A2	-0.278
OR4M2	0.336333333333333
HPCA	-1.781375
SEC14L1	1.537
CHFR	0.436181818181818
EMILIN1	0.8157
NDUFS4	-0.00640000000000001
COL18A1	-1.4802
PDZD3	-0.467
C9orf16	-0.8815
ERBB2IP	0.672714285714286
EMX2	6.1366
FUS	-0.1798
TF	-3.97192307692308
CLCN4	1.927
CXorf56	0.9024
C11orf72	0.188833333333333
ELAC2	-0.472066666666667
NPR1	-1.0806
ASS1	-3.07411111111111
USP42	0.8467
POLR2J	1.03633333333333
SEC23IP	-0.265
UQCRC1	0.197
LOC729603	-0.9898
C1orf71	-0.515
POLG	-0.132
ADAM23	-0.989166666666667
TFR2	-1.1232
RICTOR	-0.913846153846154
MGC39606	2.1632
C19orf55	-0.390454545454545
SNAPC1	-0.946375
GNA11	0.939909090909091
CCDC52	-0.4415
FSIP1	1.02
UPF3A	0.814
IGSF11	3.802625
LAGE3	-0.1214
CHST6	2.45833333333333
UNC13B	0.0225454545454545
TTLL4	-0.0849090909090909
ZNF687	0.4967
SDC2	-0.578214285714286
COX7A2	-0.0764
LAMB4	2.336
FAM24A	0.071
LRRTM3	3.661375
GPHB5	-0.636
OR4C13	0.5695
EIF3EIP	-0.0729444444444444
