Hybridization REF	TCGA-06-0743-01A-01R-0340-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.3463125
CREB3L1	0.448333333333333
RPS11	-0.0623
PNMA1	1.2526
MMP2	-1.296375
C10orf90	-1.0286
ZHX3	1.97975
ERCC5	-0.0242
GPR98	1.83375
RXFP3	-0.0726666666666667
APBB2	0.994
PRO0478	0.658090909090909
KLHL13	-0.4284
PRSSL1	-0.296625
PDCL3	-0.18075
DECR1	-0.00139999999999999
SALL1	2.20875
CADM4	1.191375
RPS18	-0.316894736842105
HNRPD	-0.6162
CFHR5	0.401875
SLC10A7	0.204363636363636
OR2K2	0.497
LMAN1	-2.46309090909091
SUHW1	-2.0992
CHD8	-0.536692307692308
SUMO1	-0.643615384615385
GP1BA	0.333076923076923
DDB1	-0.428875
MYO9B	0.547357142857143
MMP7	6.2238
CRNKL1	0.00259999999999999
C9orf45	-0.59875
XAB2	-0.5211
RTN1	2.7014
KLHL14	-0.6554
TBX10	-0.211333333333333
CENPQ	-0.5654
UTY	1.03063157894737
ZBTB12	0.0306666666666667
DTNBP1	0.6612
KBTBD8	-0.311375
ZEB1	1.86175
ZG16	-0.8542
MIER1	-0.0918461538461538
ADAM5P	-0.726333333333333
CHD9	0.550428571428571
STK16	0.4942
KIAA1486	-0.0843333333333333
TOB2	1.0901875
BANK1	1.3024
OR2V2	0.1614
GRM2	0.108375
PROSC	0.2475
SPIN2B	0.3156
PIR	-1.96172727272727
IPO9	0.0380714285714286
EVC	0.137125
CXCL13	0.903625
KIAA1199	-0.409538461538462
SORL1	2.469
NAT10	-0.3094
CHD1	-0.4632
SYN3	0.1062
SLC22A2	0.0248
SERPINF1	-1.05875
WDR34	-0.826
OR7A17	0.0308
C9orf11	0.514666666666667
RNF216L	1.27425
LHB	0.136333333333333
STK25	-0.3617
TAOK3	1.9796
LOC152573	1.2534
C3orf39	1.0316
C14orf108	0.114230769230769
CDC25B	-0.752785714285714
BMP3	-0.209
TMEM180	0.361333333333333
MAP1LC3C	1.1904
CRYGC	-0.0183333333333333
POU3F1	0.206615384615385
C20orf32	-0.244
CCDC95	-0.063
HIGD1B	4.5288
USP6NL	-0.4529
ABCD4	1.86275
DIMT1L	-0.0126875
TEK	0.885727272727273
SLC25A46	-0.7214
LARP7	-0.421214285714286
CD160	0.226
MT1JP	2.23128571428571
PHF20	-0.160809523809524
CPNE4	2.4492
GTPBP1	-0.33121052631579
RAB33B	1.186375
ALDOC	1.95045454545455
ZNF212	0.4958
NUDT1	-0.23625
RFPL2	-0.582
ZNF83	1.8365
GDPD5	-0.7888
PDCD4	-0.726423076923077
CEP350	0.24
OR10A2	0.11
CST7	-0.54
CIAO1	-0.8486
SELL	0.173545454545455
OR8J3	0.129333333333333
LTBP4	0.75775
SIRT6	0.0742
CCL19	0.4018
PPIL1	-0.090125
GBP7	0.69825
STK17A	0.554384615384615
ABR	1.7938
OR9G1	0.072
FOXE1	-0.2333
CNGA3	3.92566666666667
GML	0.257
CD38	0.0186
ZDHHC6	-0.043125
NEFH	-2.0624
CTDSP2	-0.0444375
PGBD5	0.348111111111111
CCNY	-0.241777777777778
RMND5B	-0.4410625
ZNF257	-0.3432
FLJ22167	1.0098
EXOSC7	-1.287
ROR2	-0.8502
MAOA	0.185272727272727
TNNT3	0.159625
GYPC	-1.91016666666667
C7orf33	0.326666666666667
PLIN	1.8995
LOC90826	0.6572
RNF4	0.168461538461538
F8A1	-0.5015
PLEKHG4	-2.3676
GRB2	-0.233703703703704
HIST1H2AD	-2.4096
DUS3L	-0.52175
EIF1	-0.068875
RP5-1077B9.4	-0.481666666666667
FPGT	0.7136
GDF10	0.621125
COQ9	0.192
GCC2	0.310833333333333
RARRES3	2.37754545454545
PLXNA1	-0.0132857142857143
KIAA0100	-0.0744285714285714
PMF1	-0.2514
FNDC1	0.4104
HS2ST1	0.163375
CRELD2	0.3252
C8G	-0.901333333333333
CD82	1.3176
LIM2	-0.133
UNQ6490	-0.239333333333333
MMP16	0.727166666666667
DRD3	-0.122666666666667
C5orf26	-1.4164
C11orf73	0.0571
PTP4A2	-0.3092
OR4M2	0.104
HPCA	-2.162375
SEC14L1	-0.0882500000000001
CHFR	0.631454545454545
EMILIN1	0.6169
NDUFS4	0.614
COL18A1	-1.2167
PDZD3	0.0599230769230769
C9orf16	-0.228125
ERBB2IP	0.939857142857143
EMX2	4.6578
FUS	-2.0608
TF	-2.55507692307692
CLCN4	0.760125
CXorf56	-0.0832
C11orf72	-0.0266666666666667
ELAC2	-0.5054
NPR1	-1.0954
ASS1	-2.76511111111111
USP42	0.8599
POLR2J	1.391
SEC23IP	-0.699375
UQCRC1	-0.3538
