Hybridization REF	TCGA-16-1047-01B-01R-0524-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.3848125
CREB3L1	0.858666666666667
RPS11	-0.3255
PNMA1	1.9994
MMP2	-1.07325
C10orf90	1.3132
ZHX3	1.315625
ERCC5	0.1892
GPR98	2.31733333333333
RXFP3	0.350666666666667
APBB2	2.0994
PRO0478	0.463454545454545
KLHL13	0.4354
PRSSL1	-1.31
PDCL3	-0.282625
DECR1	0.3129
SALL1	3.098375
CADM4	1.94775
RPS18	-1.20163157894737
HNRPD	-0.2342
CFHR5	0.288125
SLC10A7	0.511
OR2K2	0.0813333333333333
LMAN1	-2.378
SUHW1	-3.2478
CHD8	-0.177615384615385
SUMO1	-0.556538461538462
GP1BA	0.533692307692308
DDB1	-0.188
MYO9B	0.774285714285714
MMP7	2.8116
CRNKL1	0.2026
C9orf45	-2.282625
XAB2	-0.3437
RTN1	1.9999
KLHL14	-1.4519
TBX10	-1.171
CENPQ	-0.6518
UTY	-2.08188235294118
ZBTB12	0.245333333333333
DTNBP1	0.6307
KBTBD8	-0.12875
ZEB1	2.2635
ZG16	-2.2956
MIER1	0.116461538461538
ADAM5P	1.853
CHD9	1.03609523809524
STK16	-0.9796
KIAA1486	-0.515333333333333
TOB2	0.8513125
BANK1	0.6766
OR2V2	0.3464
GRM2	0.08975
PROSC	-0.0694
SPIN2B	0.5358
PIR	-0.762545454545455
IPO9	0.375285714285714
EVC	0.49825
CXCL13	0.643125
KIAA1199	0.261
SORL1	2.3104
NAT10	-0.37
CHD1	-0.1388
SYN3	0.5604
SLC22A2	-0.3834
SERPINF1	-1.062875
WDR34	-1.9334
OR7A17	0.1766
C9orf11	0.776
RNF216L	0.933583333333333
LHB	0.213333333333333
STK25	-0.4859
TAOK3	1.412
LOC152573	-1.4982
C3orf39	1.4687
C14orf108	0.292076923076923
CDC25B	-1.45357142857143
BMP3	-0.0836666666666667
TMEM180	0.468666666666667
MAP1LC3C	1.1554
CRYGC	-0.759333333333333
POU3F1	0.764615384615385
C20orf32	-1.011
CCDC95	-0.067
HIGD1B	5.635
USP6NL	-0.3453
ABCD4	1.29875
DIMT1L	-0.292125
TEK	0.146454545454545
SLC25A46	-0.2194
LARP7	-1.08492857142857
CD160	-0.1165
MT1JP	2.68414285714286
PHF20	0.153238095238095
CPNE4	1.567
GTPBP1	0.252368421052632
RAB33B	1.39975
