Hybridization REF	TCGA-06-0192-01B-01R-0340-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.1959375
CREB3L1	0.592166666666667
RPS11	0.2413
PNMA1	0.9258
MMP2	-0.81775
C10orf90	1.0502
ZHX3	1.730625
ERCC5	-0.1838
GPR98	-0.448333333333333
RXFP3	0.258333333333333
APBB2	-0.2608
PRO0478	-0.358090909090909
KLHL13	-0.2486
PRSSL1	-0.393625
PDCL3	-0.1075
DECR1	0.2146
SALL1	2.252625
CADM4	1.227625
RPS18	0.113789473684211
HNRPD	-1.0938
CFHR5	-0.2235
SLC10A7	-0.427818181818182
OR2K2	0.315
LMAN1	-1.30972727272727
SUHW1	-1.9756
CHD8	-0.689846153846154
SUMO1	-0.474846153846154
GP1BA	0.232923076923077
DDB1	-1.1
MYO9B	1.13878571428571
MMP7	6.1924
CRNKL1	0.0763
C9orf45	-1.022375
XAB2	-0.4362
RTN1	1.8718
KLHL14	-0.4778
TBX10	-0.036
CENPQ	-1.1724
UTY	0.875368421052631
ZBTB12	0.157
DTNBP1	0.475
KBTBD8	-0.172
ZEB1	1.412625
ZG16	-0.345
MIER1	-0.410307692307692
ADAM5P	0.067
CHD9	0.099952380952381
STK16	0.601
KIAA1486	0.118333333333333
TOB2	-0.2394375
BANK1	2.7376
OR2V2	0.2656
GRM2	0.223875
PROSC	-0.1982
SPIN2B	0.173
PIR	-1.568
IPO9	-0.306714285714286
EVC	-0.059875
CXCL13	1.151625
KIAA1199	0.359846153846154
SORL1	2.1934
NAT10	-0.5808
CHD1	-0.3616
SYN3	-0.037
SLC22A2	0.21
SERPINF1	-0.034375
WDR34	-1.6178
OR7A17	0.257
C9orf11	1.033
RNF216L	0.419166666666667
LHB	0.433666666666667
STK25	-0.2003
TAOK3	0.6814
LOC152573	0.832
C3orf39	0.6742
C14orf108	-0.726692307692308
CDC25B	0.355214285714286
BMP3	0.483
TMEM180	0.499
MAP1LC3C	0.1768
CRYGC	-0.317
POU3F1	0.113769230769231
C20orf32	0.486666666666667
CCDC95	-0.39
HIGD1B	4.875
USP6NL	-0.03
ABCD4	1.2215
DIMT1L	-0.5049375
TEK	1.67427272727273
SLC25A46	-0.3692
LARP7	-1.27792857142857
CD160	0.00875
MT1JP	3.38728571428571
PHF20	-0.366047619047619
CPNE4	4.8304
GTPBP1	-0.390789473684211
RAB33B	0.4235
ALDOC	-1.49754545454545
ZNF212	-0.193
NUDT1	-0.245
RFPL2	-0.936666666666667
ZNF83	0.730375
GDPD5	-0.6512
PDCD4	-0.656384615384615
CEP350	-0.2404
OR10A2	0.2904
CST7	-0.5936
CIAO1	-0.2602
SELL	0.818636363636363
OR8J3	0.152666666666667
LTBP4	-0.011875
SIRT6	0.0162
CCL19	0.762
PPIL1	-0.27
GBP7	0.076875
STK17A	1.32830769230769
ABR	1.8572
OR9G1	0.1175
FOXE1	0.0129
CNGA3	3.76233333333333
GML	0.281333333333333
CD38	-1.3036
ZDHHC6	0.021875
NEFH	-0.6316
CTDSP2	0.369
PGBD5	0.972777777777778
CCNY	-0.192666666666667
RMND5B	-0.494
ZNF257	-2.2656
FLJ22167	0.5384
EXOSC7	-1.151375
ROR2	-0.3016
MAOA	0.333454545454546
TNNT3	0.07075
GYPC	-1.1925
C7orf33	-0.731333333333333
PLIN	0.1375
LOC90826	-0.1768
RNF4	0.0991538461538461
F8A1	-0.2375
PLEKHG4	-3.0472
GRB2	0.302666666666667
HIST1H2AD	-0.2808
DUS3L	-0.568875
EIF1	0.46725
RP5-1077B9.4	-0.429555555555556
FPGT	0.599
GDF10	-0.95075
COQ9	0.486
GCC2	-0.0217777777777778
RARRES3	2.64709090909091
PLXNA1	1.45914285714286
KIAA0100	-0.645714285714286
PMF1	-0.5218
FNDC1	0.4894
HS2ST1	0.111375
CRELD2	0.5514
C8G	-0.852333333333333
CD82	0.3872
LIM2	-0.219
UNQ6490	0.703666666666667
MMP16	0.418333333333333
DRD3	0.0405
C5orf26	-0.959
C11orf73	-0.4655
PTP4A2	1.2289
OR4M2	0.190666666666667
HPCA	-1.938625
SEC14L1	0.6405
CHFR	1.07672727272727
EMILIN1	0.7676
NDUFS4	0.5386
COL18A1	-0.1396
PDZD3	0.146538461538462
C9orf16	0.0325
ERBB2IP	0.444
EMX2	4.1826
FUS	-2.971
TF	-3.17738461538462
CLCN4	0.641125
CXorf56	-0.1736
C11orf72	0.162
ELAC2	-1.63486666666667
NPR1	-0.8402
ASS1	-3.37777777777778
USP42	0.0927
POLR2J	0.455333333333333
SEC23IP	-0.419125
UQCRC1	-0.1874
LOC729603	-0.3174
C1orf71	-0.9447
POLG	-1.7645
ADAM23	-0.0195
TFR2	-0.1718
RICTOR	-0.675153846153846
MGC39606	1.9388
C19orf55	0.138090909090909
SNAPC1	-0.819
GNA11	0.427818181818182
CCDC52	-0.360375
FSIP1	1.432
UPF3A	-0.7356
IGSF11	1.063875
LAGE3	-0.4242
CHST6	2.18066666666667
UNC13B	0.504090909090909
TTLL4	-1.10309090909091
ZNF687	-0.3254
SDC2	-0.106642857142857
COX7A2	-0.071
LAMB4	1.5418
FAM24A	0.524333333333333
LRRTM3	1.323125
GPHB5	0.3006
OR4C13	-0.274
EIF3EIP	-0.4055
HABP4	0.386333333333333
TMEM125	-2.308
