Hybridization REF	TCGA-06-1087-01A-02R-0524-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.21725
CREB3L1	1.11983333333333
RPS11	0.1136
PNMA1	1.5098
MMP2	-0.738375
C10orf90	-2.1302
ZHX3	-0.06025
ERCC5	0.5896
GPR98	0.155833333333333
RXFP3	0.277666666666667
APBB2	0.389
PRO0478	0.538636363636364
KLHL13	-0.1838
PRSSL1	-0.971625
PDCL3	0.111625
DECR1	-0.9313
SALL1	-3.802125
CADM4	1.119
RPS18	-0.745631578947368
HNRPD	0.498533333333333
CFHR5	0.385
SLC10A7	-0.281818181818182
OR2K2	0.482
LMAN1	-0.794181818181818
SUHW1	-1.063
CHD8	0.217538461538462
SUMO1	0.199076923076923
GP1BA	0.501
DDB1	-0.309125
MYO9B	0.863642857142857
MMP7	1.1818
CRNKL1	0.1069
C9orf45	0.971875
XAB2	-0.4322
RTN1	3.9796
KLHL14	-2.2244
TBX10	-1.07266666666667
CENPQ	-0.5446
UTY	1.14315789473684
ZBTB12	0.0786666666666667
DTNBP1	1.3004
KBTBD8	1.1335
ZEB1	-0.331125
ZG16	-2.0008
MIER1	-0.164461538461538
ADAM5P	-0.205333333333333
CHD9	0.292952380952381
STK16	-0.9668
KIAA1486	3.258
TOB2	-0.0301875
BANK1	-0.0052
OR2V2	0.257
GRM2	0.917125
PROSC	-0.7225
SPIN2B	0.2114
PIR	-3.24627272727273
IPO9	0.432785714285714
EVC	0.143625
CXCL13	4.320875
KIAA1199	-2.83838461538461
SORL1	1.443
NAT10	-1.1378
CHD1	0.0478
SYN3	1.5534
SLC22A2	-0.2178
SERPINF1	0.4995
WDR34	0.1212
OR7A17	0.3994
C9orf11	0.427666666666667
RNF216L	0.471583333333333
LHB	0.0936666666666667
STK25	-0.4353
TAOK3	0.0922
LOC152573	0.7532
C3orf39	0.0495
C14orf108	0.894
CDC25B	0.214928571428571
BMP3	-0.00399999999999999
TMEM180	-0.121666666666667
MAP1LC3C	-0.3038
CRYGC	-0.938
POU3F1	1.222
C20orf32	-1.483
CCDC95	0.1975
HIGD1B	5.074
USP6NL	-0.6187
ABCD4	0.482125
DIMT1L	-0.3835
TEK	1.53572727272727
SLC25A46	0.233
LARP7	-1.43964285714286
CD160	-0.118
MT1JP	-0.488714285714286
PHF20	0.596095238095238
CPNE4	-1.088
GTPBP1	0.743263157894737
RAB33B	1.990875
ALDOC	-0.459727272727273
ZNF212	0.6694
NUDT1	0.36425
RFPL2	-0.172
ZNF83	1.79075
GDPD5	0.6898
PDCD4	-0.605576923076923
CEP350	0.0102
OR10A2	0.1526
CST7	-2.1864
CIAO1	-1.15
SELL	-0.667
OR8J3	0.145333333333333
LTBP4	-0.746625
SIRT6	-0.1132
CCL19	2.7026
PPIL1	-0.897875
GBP7	-0.09175
STK17A	-0.892230769230769
ABR	0.1538
OR9G1	0.091
FOXE1	0.8092
CNGA3	-0.159666666666667
GML	0.131666666666667
CD38	-2.393
ZDHHC6	-0.16125
NEFH	0.2706
CTDSP2	0.2671875
PGBD5	1.84
CCNY	-0.525277777777778
RMND5B	-0.3000625
ZNF257	-4.3006
FLJ22167	-0.6742
EXOSC7	-1.569
ROR2	0.1094
MAOA	-1.62718181818182
TNNT3	0.12775
GYPC	-1.30133333333333
C7orf33	1.13466666666667
PLIN	0.16875
LOC90826	-0.5044
RNF4	0.205307692307692
F8A1	0.1745
PLEKHG4	-0.3834
GRB2	-0.457814814814815
HIST1H2AD	-1.4402
DUS3L	-1.699125
EIF1	-0.164625
RP5-1077B9.4	-1.35544444444444
FPGT	0.4542
GDF10	0.2725
COQ9	-0.946
GCC2	0.0751666666666667
RARRES3	1.23163636363636
PLXNA1	0.356071428571429
KIAA0100	-0.145857142857143
PMF1	-0.2796
FNDC1	3.6618
HS2ST1	-0.0396875
CRELD2	-0.1836
C8G	-2.20466666666667
CD82	-1.0366
LIM2	-1.23333333333333
UNQ6490	-0.415
MMP16	0.829833333333333
DRD3	0.0295
C5orf26	-0.6374
C11orf73	0.6394
PTP4A2	0.3474
OR4M2	1.033
HPCA	-1.2735
SEC14L1	-0.056
CHFR	1.15081818181818
EMILIN1	0.9899
NDUFS4	-0.452
COL18A1	-0.395
PDZD3	0.143
C9orf16	-0.55075
ERBB2IP	-0.127714285714286
EMX2	2.4728
FUS	-0.896
TF	-4.19184615384615
CLCN4	1.503375
CXorf56	-0.6588
C11orf72	0.422166666666667
ELAC2	-1.21853333333333
NPR1	0.0898
ASS1	-3.06111111111111
USP42	0.1845
POLR2J	0.0883333333333333
SEC23IP	-0.22475
UQCRC1	-0.485
LOC729603	-0.906
C1orf71	-0.3717
POLG	0.6045
ADAM23	-1.18783333333333
TFR2	-0.3404
RICTOR	-0.724384615384615
MGC39606	1.4748
C19orf55	-0.119545454545455
SNAPC1	-0.514375
GNA11	0.727181818181818
CCDC52	-0.09
FSIP1	0.566666666666667
UPF3A	0.4797
IGSF11	-1.556875
LAGE3	0.3296
CHST6	0.655
UNC13B	-0.218090909090909
TTLL4	-1.70963636363636
ZNF687	-0.3066
SDC2	0.7065
COX7A2	0.6832
LAMB4	1.3018
FAM24A	0.249333333333333
LRRTM3	-1.793
GPHB5	-0.0648
OR4C13	-0.109333333333333
EIF3EIP	0.431388888888889
HABP4	0.166
TMEM125	-3.8722
CNTN2	4.21
ASNSD1	0.4344
FUT4	-0.0673999999999999
ACF	-4.0728
LOC158381	-0.501
CDH8	-0.1012
AGPS	-0.76875
C4orf18	2.22427272727273
PECI	-0.639857142857143
UNG	0.678272727272727
GSTP1	0.0310909090909091
DCUN1D5	-0.06575
DKFZP564J0863	-0.94
SLC9A3R1	-1.18790909090909
BCDO2	0.206181818181818
CHMP7	-0.5363
REM2	0.185333333333333
DNHD1	-0.6062
FKBP4	-1.56636363636364
ZNF350	1.012
MGC11102	0.215727272727273
BST1	0.7552
KISS1R	-0.610666666666667
NCR2	0.443666666666667
DEFB125	0.215666666666667
UBE2W	-0.100636363636364
KRT15	-3.63509090909091
C10orf99	0.184
SCN11A	0.086
GFI1	-0.3986
RDHE2	-0.683375
FHL1	1.322125
OSGEP	0.435
GATA1	-4.015625
SMC6	0.2584
TTTY14	1.16816666666667
LPIN3	0.3384
RPL4	-1.04714285714286
RBPMS	-1.8435
PRPF3	0.52125
EMR1	-2.5175
SPATA19	0.7378
XCR1	0.573333333333333
IRX3	0.0561538461538461
RBM6	0.5604
KLF4	-1.96330769230769
UNC5CL	-1.1798
SEBOX	0.397666666666667
BTK	-2.1666
KRCC1	0.6242
C6orf27	0.546
SYTL5	-0.592666666666667
PRND	1.0432
LOC653319	0.707
PIGL	-0.527727272727273
HUS1	-0.49225
SFRS6	-0.8920625
C17orf77	0.157666666666667
UIMC1	0.498125
FXYD2	-2.16015384615385
LOC283152	0.4216
ZNF667	1.521
ZCCHC12	3.1214
TFEC	3.20084615384615
ATP7B	-0.689125
POLD2	-1.792375
RG9MTD1	0.6608
ACOT2	-0.328
HIST1H4I	-0.533909090909091
PPARGC1A	-1.50015384615385
ETFA	-0.7735
POLRMT	-1.0892
ZNF146	0.340545454545455
MIA2	-2.56533333333333
KLHL6	-1.93575
HOXB5	-0.594363636363636
NENF	1.067125
CUGBP1	0.305
PRSS22	-1.637125
CASC4	0.575384615384615
CUL4B	0.310769230769231
CENPJ	1.43121428571429
PITX1	-2.417375
FLJ31033	-0.137571428571429
CELSR3	2.3925
ZNF568	1.7868
ITSN1	0.9878
EHBP1L1	-1.219375
C19orf2	0.1348
DCTN1	-0.9534
LIN28B	-2.98775
TNKS2	0.011
C1QBP	-0.5609
CADPS2	0.3744
SRMS	-0.1994
GJA9	0.7935
MGC24975	-1.24125
TRIM45	0.084
TSP50	-0.2496
TCP1	0.2522
TMED7	-0.590416666666667
CMA1	0.257666666666667
CENPL	0.28175
PTCRA	-0.478666666666667
FST	-4.2906
VWCE	0.8878
PAWR	-0.4016
ABCC12	0.381625
LDLR	-1.70330769230769
ASTN2	-0.201571428571429
LOC441212	0.482727272727273
GPATCH8	0.317666666666667
TANC2	-0.7373125
KIF4A	0.7364
C18orf18	0.8052
PGM1	-0.7314
KIAA0258	-0.9388
CPD	-0.211
SNCAIP	0.3482
DCT	-4.40722222222222
HLA-DOA	1.47090322580645
OR11L1	0.765
UPK1B	-0.4895
DNAJB4	0.0157
UGT1A8	-1.1258
HIST1H4L	0.825
PECR	-1.152
HSPA2	1.5184
WFIKKN1	-1.298
SERP1	-0.327
SYDE2	-2.59216666666667
TACR2	0.669333333333333
NUP85	0.5344
CD177	-0.516555555555556
LGR5	-1.584625
PIGG	-0.6483125
PTHR1	0.84975
RAB5A	0.344923076923077
FLJ13224	-0.295
USP9Y	1.4165
C7orf53	2.06933333333333
LRP1B	-0.4774
XAF1	2.30013333333333
ABCG8	-0.843666666666667
ANKDD1A	1.91075
DAND5	1.05266666666667
SPAG6	-0.027375
LINCR	-1.4164
ZDHHC22	2.7431
CCDC60	0.4705
THOC7	-0.64075
TCTA	-0.299923076923077
OR8K3	-0.4088
NY-REN-7	-0.5622
B2M	0.058625
C6orf141	-3.6926
LPPR4	6.42483333333333
SQLE	-0.952272727272727
SEPHS1	-0.3246
BTBD14B	-0.207555555555556
PLRG1	-0.4988
SPG7	-0.866857142857143
ZNF614	-0.304888888888889
PARD6G	1.3125
INPP5B	-0.575538461538462
GRPEL2	0.7423
PPID	-0.345307692307692
TRIM56	-1.7798
UBE2J1	-0.0103636363636364
IL20RA	-0.3346
LOC387856	0.2448
C1orf107	0.2395
UTS2R	-0.5484
C19orf22	-0.0466
SAFB2	0.0657
KIAA0652	-0.3639
KLRG1	0.256875
MS4A8B	0.32275
FRAG1	0.8116
KIAA1546	-0.3944
E2F4	-1.75346153846154
CLEC4M	0.199555555555556
BTBD14A	-2.2288
KIAA0999	0.0333076923076923
GYPA	-4.110125
TAC1	0.260428571428571
TRAIP	-0.048875
KIAA0232	0.754076923076923
ERCC8	-0.2692
GPX4	0.199636363636364
KIAA0368	0.3661
GPR157	-1.511
CTAGE4	-0.5495
C9orf30	0.679125
OR52A1	-0.201
HSP90B3P	-0.2575
ALG9	0.673153846153846
BTBD10	1.353
SDK2	-0.0896666666666667
BAIAP3	-2.4278
RABGGTB	-0.9039
ANKRD40	-0.245375
KRT74	0.533666666666667
CALCOCO2	-0.743277777777778
SNCA	-2.6328
TMSL8	3.87318181818182
C2orf53	0.155666666666667
ESRRB	0.1158
ARHGAP26	-0.188
TDRD9	-2.8948
HRAS	0.3655
KLRC4	-2.8465
JAGN1	-0.628
BSDC1	0.8042
RNF43	-3.90515384615385
NDUFAF1	-0.0874
PHF12	0.489833333333333
OR1L3	-0.0156
FOLR2	2.44186666666667
LYZL6	0.0985
tcag7.1260	0.750666666666667
WSB1	0.86375
PROS1	-1.34692307692308
OSTN	0.564333333333333
PSMB8	-1.2514
SOCS4	1.07172727272727
DDIT4L	2.8276
MAS1	0.308333333333333
MGC34796	-0.6678
CSHL1	-0.121
TBCCD1	0.209125
ZBTB7C	-0.254333333333333
AP2S1	-0.0720909090909091
P15RS	0.631076923076923
VAT1	-0.512384615384615
SHANK3	0.961375
TUFM	-1.39975
THEG	-0.9252
KRT34	-1.7128
SGSM3	-0.9061
TOMM22	-0.2627
SOCS3	0.15825
CPO	0.949
POP4	0.0824
BHLHB3	2.3244
MALL	0.584333333333333
OR1B1	0.127
PARK2	0.246333333333333
GPR124	1.9106
LCE1E	-0.199666666666667
RUVBL2	-1.4576
CGRRF1	0.464461538461538
ACPL2	2.1296
WNT10B	-1.79390909090909
BAIAP2L2	-0.692090909090909
ISCA1	0.225
C1orf125	-0.180363636363636
RPAP1	0.1356
RAI16	-0.1195
RPL27	-0.262818181818182
NLRP9	-0.331
EPN1	0.241666666666667
LOC388610	-1.1418
SLC35A1	0.348538461538462
GAL	-3.6542
SLC14A2	0.725333333333333
RDH11	0.042375
FAM138F	-0.934
AUH	-1.3596
FLJ40243	0.3174
C14orf129	0.125375
MBD2	0.096
ABHD14B	-1.4541
PIGT	-0.0856363636363636
ALS2CR4	1.31027272727273
ALAS1	-0.376846153846154
FOXO1	1.685875
