Hybridization REF	TCGA-19-0962-01B-01R-0524-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0465
CREB3L1	0.311333333333333
RPS11	-0.3255
PNMA1	1.2448
MMP2	-1.30375
C10orf90	0.912
ZHX3	1.26825
ERCC5	0.5428
GPR98	0.816166666666667
RXFP3	0.202333333333333
APBB2	1.2272
PRO0478	-0.0111818181818182
KLHL13	0.168
PRSSL1	-0.98375
PDCL3	-0.068
DECR1	-0.6974
SALL1	2.975
CADM4	2.24975
RPS18	-0.958631578947368
HNRPD	-0.365333333333333
CFHR5	0.020375
SLC10A7	-0.216363636363636
OR2K2	0.066
LMAN1	-2.04454545454545
SUHW1	-3.8036
CHD8	-1.17615384615385
SUMO1	-0.295384615384615
GP1BA	0.323923076923077
DDB1	-0.06925
MYO9B	0.628928571428571
MMP7	2.7296
CRNKL1	0.0678
C9orf45	-1.302875
XAB2	-0.2509
RTN1	3.4171
KLHL14	-1.8437
TBX10	-1.139
CENPQ	-1.407
UTY	-1.92055555555556
ZBTB12	-0.109333333333333
DTNBP1	0.3186
KBTBD8	0.54325
ZEB1	1.618375
ZG16	-2.5688
MIER1	0.101692307692308
ADAM5P	-1.06
CHD9	0.740809523809524
STK16	-0.3058
KIAA1486	0.032
TOB2	0.2415
BANK1	3.1694
OR2V2	0.1366
GRM2	-0.0315
PROSC	0.2639
SPIN2B	0.4392
PIR	-0.965181818181818
IPO9	0.216428571428571
EVC	-0.07025
CXCL13	0.26025
KIAA1199	-0.433923076923077
SORL1	2.9576
NAT10	-0.34
CHD1	-0.7212
SYN3	0.554
SLC22A2	0.1786
SERPINF1	-1.216625
WDR34	-1.269
OR7A17	-0.043
C9orf11	0.482666666666667
RNF216L	0.7255
LHB	0.0486666666666667
STK25	-0.4007
TAOK3	1.4415
LOC152573	-2.0954
C3orf39	1.1857
C14orf108	0.326461538461538
CDC25B	-1.15514285714286
BMP3	-0.628
TMEM180	0.222666666666667
MAP1LC3C	2.4178
CRYGC	-0.964666666666667
POU3F1	0.406461538461538
C20orf32	-1.41466666666667
CCDC95	0.046
HIGD1B	4.8196
USP6NL	-0.3538
ABCD4	0.362625
DIMT1L	-0.2401875
TEK	0.242454545454545
SLC25A46	-0.2982
LARP7	-0.905
CD160	0.308
MT1JP	3.17714285714286
PHF20	-0.314047619047619
CPNE4	2.8464
GTPBP1	-1.16852631578947
RAB33B	1.17675
ALDOC	0.00354545454545454
ZNF212	0.277
NUDT1	-1.066875
RFPL2	1.62733333333333
ZNF83	0.690625
GDPD5	-1.6544
PDCD4	-0.373076923076923
CEP350	0.3488
OR10A2	0.0974
CST7	-0.7396
CIAO1	-1.0036
SELL	0.517454545454546
OR8J3	0.782333333333333
LTBP4	-0.462125
SIRT6	-0.2774
CCL19	0.5692
PPIL1	-0.2425
GBP7	0.450375
STK17A	0.702769230769231
ABR	1.73
OR9G1	-0.8995
FOXE1	-0.1612
CNGA3	3.688
GML	-0.112
CD38	-0.7346
ZDHHC6	-0.354375
NEFH	0.715
CTDSP2	0.25825
PGBD5	0.707777777777778
CCNY	-0.0792222222222222
RMND5B	-0.440375
ZNF257	-1.3386
FLJ22167	1.2585
EXOSC7	-1.21325
ROR2	-1.1707
MAOA	1.47963636363636
TNNT3	0.0245
GYPC	-2.14716666666667
C7orf33	0.552666666666667
PLIN	1.557
LOC90826	0.286
RNF4	0.57
F8A1	0.559875
PLEKHG4	-3.2934
GRB2	-0.0546296296296296
HIST1H2AD	-1.888
DUS3L	-0.602375
EIF1	0.837125
RP5-1077B9.4	-1.37944444444444
FPGT	0.334
GDF10	0.533375
COQ9	-0.018
GCC2	0.0665555555555555
RARRES3	1.70990909090909
PLXNA1	0.688428571428572
KIAA0100	-0.552571428571429
PMF1	-0.6354
FNDC1	4.3638
HS2ST1	0.9765
CRELD2	-0.406
C8G	-1.36333333333333
CD82	0.4728
LIM2	-1.16833333333333
UNQ6490	0.117
MMP16	-0.2565
DRD3	-0.0213333333333333
C5orf26	0.4706
C11orf73	-0.0589
PTP4A2	0.7984
OR4M2	0.227
HPCA	-1.237625
SEC14L1	1.17875
CHFR	-0.0379090909090909
EMILIN1	0.9037
NDUFS4	0.4078
COL18A1	-0.698
PDZD3	0.495692307692308
C9orf16	-0.104125
ERBB2IP	1.56042857142857
EMX2	5.791
FUS	-2.3196
TF	-2.38169230769231
CLCN4	2.068125
CXorf56	0.3114
C11orf72	0.00766666666666667
ELAC2	-0.647133333333333
NPR1	-1.4232
ASS1	-2.62077777777778
USP42	0.4959
POLR2J	0.362
SEC23IP	-0.16675
UQCRC1	0.1122
LOC729603	-0.7418
C1orf71	-0.5009
POLG	-2.673
ADAM23	-1.6635
TFR2	-0.7344
RICTOR	-0.645461538461538
MGC39606	2.0708
C19orf55	-0.254636363636364
SNAPC1	-0.465125
GNA11	0.228363636363636
CCDC52	-0.959875
FSIP1	1.53833333333333
UPF3A	-0.1903
IGSF11	2.012
LAGE3	0.1244
CHST6	2.098
UNC13B	0.229181818181818
TTLL4	-0.00890909090909089
ZNF687	0.0181
SDC2	0.262071428571429
COX7A2	0.2854
LAMB4	1.3694
FAM24A	0.250333333333333
LRRTM3	1.795875
GPHB5	-0.4772
OR4C13	-0.0726666666666667
EIF3EIP	-0.494277777777778
HABP4	1.05333333333333
TMEM125	-0.2134
CNTN2	3.25572727272727
ASNSD1	0.447
FUT4	-0.8717
ACF	-3.8774
LOC158381	0.2485
CDH8	2.2996
AGPS	-0.9855
C4orf18	3.06972727272727
PECI	0.693142857142857
UNG	-0.530272727272727
GSTP1	-1.12681818181818
DCUN1D5	-0.956875
DKFZP564J0863	-1.6712
SLC9A3R1	-1.60590909090909
BCDO2	2.22945454545455
CHMP7	-0.1864
REM2	-0.144333333333333
DNHD1	1.0062
FKBP4	-1.77336363636364
ZNF350	1.202
MGC11102	-0.357272727272727
BST1	0.1588
KISS1R	0.164666666666667
NCR2	-0.0486666666666667
DEFB125	-0.891
UBE2W	0.664545454545455
KRT15	-3.983
C10orf99	-0.147666666666667
SCN11A	0.0861
GFI1	-3.6996
RDHE2	0.01675
FHL1	1.91425
OSGEP	-0.132
GATA1	-3.91825
SMC6	-1.3196
TTTY14	-1.02083333333333
LPIN3	-0.437
RPL4	-1.26871428571429
RBPMS	0.009
PRPF3	0.35625
EMR1	-2.246
SPATA19	0.3946
XCR1	-0.0576666666666667
IRX3	0.298923076923077
RBM6	-0.1002
KLF4	-1.30084615384615
UNC5CL	-0.5604
SEBOX	0.128333333333333
BTK	-0.435
KRCC1	1.2932
C6orf27	0.208
SYTL5	-0.734
PRND	0.730363636363636
LOC653319	0.188666666666667
PIGL	-1.017
HUS1	0.176125
SFRS6	-1.79475
C17orf77	0.246
UIMC1	-0.017375
FXYD2	-1.93869230769231
LOC283152	0.9506
ZNF667	1.2602
ZCCHC12	1.5298
TFEC	3.16553846153846
ATP7B	-1.445875
POLD2	-1.258
RG9MTD1	0.625
ACOT2	-0.39675
HIST1H4I	-1.86409090909091
PPARGC1A	1.52446153846154
ETFA	-0.9415
POLRMT	-0.1166
ZNF146	-0.458909090909091
MIA2	-2.58
KLHL6	-1.060375
HOXB5	1.67145454545455
NENF	0.80775
CUGBP1	-0.071
PRSS22	-1.31675
CASC4	1.86807692307692
CUL4B	0.364153846153846
CENPJ	-1.5775
PITX1	-2.21925
FLJ31033	0.447428571428571
CELSR3	-0.8475
ZNF568	1.7012
ITSN1	-0.5948
EHBP1L1	-1.50725
C19orf2	-0.3624
DCTN1	-0.9702
LIN28B	-4.415875
TNKS2	-0.106
C1QBP	-0.5925
CADPS2	-0.3194
SRMS	-0.0618
GJA9	0.174375
MGC24975	0.041625
TRIM45	-0.31775
TSP50	0.9492
TCP1	-0.2692
TMED7	0.560666666666667
CMA1	0.137666666666667
CENPL	-1.227
PTCRA	0.372666666666667
FST	-4.7068
VWCE	-1.819
PAWR	-2.3876
ABCC12	0.6815
LDLR	-2.63738461538462
ASTN2	1.88042857142857
LOC441212	0.708818181818182
GPATCH8	0.0791666666666667
TANC2	-0.1213125
KIF4A	-2.451
C18orf18	0.3038
PGM1	-0.0192
KIAA0258	-0.1406
CPD	0.2705
SNCAIP	1.706
DCT	-4.22022222222222
HLA-DOA	2.76216129032258
OR11L1	0.223333333333333
UPK1B	1.042875
DNAJB4	0.2743
UGT1A8	-0.4632
HIST1H4L	-1.52133333333333
PECR	-1.609375
HSPA2	1.1258
WFIKKN1	-0.687333333333333
SERP1	0.5414
SYDE2	-0.926666666666667
TACR2	-0.009
NUP85	-0.6456
CD177	-0.697444444444444
LGR5	-2.35275
PIGG	0.2870625
PTHR1	0.10425
RAB5A	1.16584615384615
FLJ13224	-0.829666666666667
USP9Y	-2.242
C7orf53	0.251666666666667
LRP1B	4.9564
XAF1	2.2044
ABCG8	-0.796
ANKDD1A	1.078
DAND5	-0.469
SPAG6	0.552
LINCR	1.3702
ZDHHC22	1.0971
CCDC60	-0.441
THOC7	-1.652625
TCTA	1.08253846153846
OR8K3	-0.5062
NY-REN-7	1.0586
B2M	0.849625
C6orf141	-0.7465
LPPR4	6.71316666666667
SQLE	-2.05081818181818
SEPHS1	-1.3632
BTBD14B	0.206055555555556
PLRG1	0.1606
SPG7	-0.452095238095238
ZNF614	0.103333333333333
PARD6G	-0.19475
INPP5B	-0.509384615384615
GRPEL2	-0.1156
PPID	-0.751615384615385
TRIM56	0.6374
UBE2J1	-0.437272727272727
IL20RA	3.3246
LOC387856	2.347
C1orf107	0.25225
UTS2R	0.2848
C19orf22	-0.4884
SAFB2	0.6486
KIAA0652	0.1472
KLRG1	0.62725
MS4A8B	0.404
FRAG1	0.4118
KIAA1546	0.2592
E2F4	-1.204
CLEC4M	0.183111111111111
BTBD14A	0.3438
KIAA0999	1.04361538461538
GYPA	-3.677625
TAC1	4.75092857142857
TRAIP	-1.9495
KIAA0232	1.57430769230769
ERCC8	-0.9545
GPX4	0.635727272727273
KIAA0368	0.7029
GPR157	-1.30675
CTAGE4	-1.5745
C9orf30	-0.51525
OR52A1	0.284
HSP90B3P	-0.4775
ALG9	0.188538461538462
BTBD10	0.8772
SDK2	0.2015
BAIAP3	0.7738
RABGGTB	-0.996
ANKRD40	0.055625
KRT74	1.32333333333333
CALCOCO2	0.231277777777778
SNCA	-1.3838
TMSL8	-3.38263636363636
C2orf53	0.155666666666667
ESRRB	0.015
ARHGAP26	0.0247
TDRD9	-0.8954
HRAS	0.026875
KLRC4	-2.6365
JAGN1	0.3305
BSDC1	0.7842
RNF43	-2.06115384615385
NDUFAF1	0.8354
PHF12	-0.0106666666666667
OR1L3	0.0744
FOLR2	1.51446666666667
LYZL6	0.12025
tcag7.1260	-0.189
WSB1	0.048625
PROS1	1.51515384615385
OSTN	0.0773333333333333
PSMB8	0.1944
SOCS4	0.370181818181818
DDIT4L	5.708
MAS1	-0.0843333333333333
MGC34796	-0.5994
CSHL1	-0.082
TBCCD1	-0.344875
ZBTB7C	-0.342666666666667
AP2S1	-0.444181818181818
P15RS	-0.145307692307692
VAT1	-0.169076923076923
SHANK3	0.883375
TUFM	-0.10575
THEG	-0.7934
KRT34	-1.556
SGSM3	-1.2509
TOMM22	-0.9653
SOCS3	2.001875
CPO	0.873333333333333
POP4	0.475
BHLHB3	4.2354
MALL	-0.723833333333333
OR1B1	-0.160333333333333
PARK2	1.18188888888889
GPR124	-0.3452
LCE1E	0.07
RUVBL2	-1.2988
CGRRF1	1.86607692307692
ACPL2	1.5522
WNT10B	-1.15854545454545
BAIAP2L2	-1.35754545454545
ISCA1	1.0065
C1orf125	0.776090909090909
RPAP1	-0.3428
RAI16	-0.03625
RPL27	-0.799181818181818
NLRP9	0.0706666666666667
EPN1	-0.12
LOC388610	-0.4305
SLC35A1	0.548230769230769
GAL	-4.1326
SLC14A2	-0.0288333333333333
RDH11	-0.57625
FAM138F	-0.799666666666667
AUH	0.177
FLJ40243	-0.0218
C14orf129	-0.181375
MBD2	-1.236875
ABHD14B	-0.0606
PIGT	0.744090909090909
ALS2CR4	0.629
ALAS1	-0.0146153846153846
FOXO1	2.308375
CRLF3	-1.03490909090909
C20orf107	-0.7
FARS2	-0.0832
CCDC28A	0.553
NPHP3	0.2142
OR13F1	0.311333333333333
TSEN54	-1.6962
DEFB106B	-0.250923076923077
OR8B4	0.176
STH	1.533
ZC3H14	-0.4083
CBX2	-0.330666666666667
TMEM49	-0.7528
C6orf21	0.189
FLJ20920	-0.348545454545455
CRTAP	0.601473684210526
DDX50	-0.6022
STYXL1	-0.3836
BLVRB	-0.530125
LOC147650	1.394625
MMP24	0.264666666666667
GRID1	3.422875
BANF1	-0.737375
CTAGEP	-0.897
HMBS	-1.331
SLC25A24	-1.409625
C14orf50	0.548
MRO	3.164875
SLC25A15	-1.294
FAM84B	-0.892214285714286
TDP1	-1.098
C16orf78	-0.000625000000000016
C11orf57	0.4717
RFK	0.3398
ZFYVE9	0.241454545454545
STCH	0.131692307692308
WIBG	-0.503
LOC283871	-0.84275
GBA2	-0.491785714285714
NDUFB3	0.2672
HSD17B13	-0.223666666666667
GRIN3A	2.02025
FMNL1	-1.163375
SEPT7	1.79215384615385
GNLY	1.84266666666667
GRAMD1C	2.40725
ZNF165	-0.7286
USP38	1.0636
FAM83A	-4.14025
C14orf24	0.5160625
ARMCX3	1.8764
ARHGDIB	-0.668
AK1	0.301545454545455
KIAA1045	4.0778
DNAJB13	-0.029375
NEU2	-0.107333333333333
HIST1H4B	-1.744625
FAM20B	-0.700076923076923
HES2	-0.809368421052631
FAM73B	-0.380076923076923
LOC388381	-0.1182
INTS7	-1.07935714285714
AMPH	2.59583333333333
ZNF775	0.0976
UCKL1	-0.939625
C10orf97	-0.4316
C1orf161	-0.4895
ALDH1L1	4.863
FLJ39378	0.617363636363636
SLC23A1	-2.62066666666667
RBM4B	-0.44
THAP4	-0.11175
OGFRL1	0.974
KIAA0831	0.342909090909091
PPP1R15A	-1.14475
C1orf96	0.269947368421053
C12orf11	-2.0244
BMF	-0.661181818181818
MAN1A1	-1.50772727272727
KIAA1600	0.10825
NLGN4X	3.7912
ALOX12	-1.357
RB1CC1	0.372714285714286
NEIL2	1.42669230769231
EIF4E	0.242
ABHD5	-0.2354
EXOC4	0.608875
CIP29	-0.240875
BATF2	1.7984
SLC29A4	0.222363636363636
HTR4	2.1625
EMB	-1.9736
TRAF6	1.137
LMNB1	-2.9228
FAM19A5	0.929636363636364
SHE	2.155
PIK3C2B	0.5058
C15orf15	-0.7965
USP15	-0.112307692307692
TCEAL2	4.588
C5orf39	1.62814285714286
PTGER2	-2.7082
SLC31A1	-0.948571428571429
IFT172	0.9606
ADAM29	-0.22
GFOD1	0.8296
ST7L	0.6555
C15orf26	-0.4716
PKN3	-2.1234
CNTD1	1.7805
COMMD1	-0.174
NTRK2	5.810625
FOXN3	0.454454545454545
MFGE8	0.765153846153846
