Hybridization REF	TCGA-06-5859-01A-01R-1700-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.451125
CREB3L1	-0.707
RPS11	-0.1494
PNMA1	0.3094
MMP2	-0.82725
C10orf90	0.285
ZHX3	1.212625
ERCC5	-0.3718
GPR98	1.272
RXFP3	0.106
APBB2	0.7502
PRO0478	-0.734090909090909
KLHL13	0.8856
PRSSL1	-1.12625
PDCL3	0.036
DECR1	0.6349
SALL1	1.007625
CADM4	1.422125
RPS18	-0.957052631578947
HNRPD	-0.0581333333333333
CFHR5	0.099875
SLC10A7	0.631454545454545
OR2K2	0.244666666666667
LMAN1	-1.61763636363636
SUHW1	-0.8038
CHD8	-0.642230769230769
SUMO1	0.246538461538462
GP1BA	0.420538461538462
DDB1	-0.13525
MYO9B	-0.0244285714285714
MMP7	1.6956
CRNKL1	0.3201
C9orf45	-0.398125
XAB2	-0.00260000000000001
RTN1	1.62
KLHL14	0.2062
TBX10	-1.22533333333333
CENPQ	-0.0328
UTY	1.14789473684211
ZBTB12	0.207
DTNBP1	-0.1386
KBTBD8	-0.59425
ZEB1	1.17175
ZG16	-1.4246
MIER1	0.0221538461538461
ADAM5P	0.523666666666667
CHD9	-0.25247619047619
STK16	0.527
KIAA1486	-0.0433333333333333
TOB2	0.7040625
BANK1	0.6502
OR2V2	0.1314
GRM2	0.1905
PROSC	0.6541
SPIN2B	0.4836
PIR	-0.204545454545455
IPO9	0.223714285714286
EVC	0.042625
CXCL13	0.693125
KIAA1199	0.333384615384615
SORL1	1.4104
NAT10	-0.2342
CHD1	-1.1616
SYN3	-0.5988
SLC22A2	-0.0178
SERPINF1	-1.4965
WDR34	0.1294
OR7A17	0.3874
C9orf11	0.621
RNF216L	0.748666666666666
LHB	0.0826666666666667
STK25	0.0246
TAOK3	1.011
LOC152573	0.4864
C3orf39	1.0182
C14orf108	-0.0298461538461538
CDC25B	0.0911428571428572
BMP3	0.103
TMEM180	0.274
MAP1LC3C	0.3898
CRYGC	-0.396
POU3F1	0.111923076923077
C20orf32	-0.321333333333333
CCDC95	0.1215
HIGD1B	2.1782
USP6NL	-0.6791
ABCD4	0.1355
DIMT1L	0.3463125
TEK	0.120090909090909
SLC25A46	-0.1258
LARP7	-0.0725000000000001
CD160	0.244875
MT1JP	2.056
PHF20	-0.381380952380952
CPNE4	1.204
GTPBP1	-0.300631578947368
RAB33B	1.077125
ALDOC	0.900636363636363
ZNF212	0.1676
NUDT1	0.250125
RFPL2	-0.698166666666667
ZNF83	-0.25625
GDPD5	-0.8904
PDCD4	0.118230769230769
CEP350	-0.4668
OR10A2	0.0636
CST7	0.2378
CIAO1	-0.4882
SELL	0.662545454545455
OR8J3	-0.203333333333333
LTBP4	-0.760875
SIRT6	0.0706
CCL19	1.9658
PPIL1	0.1175
GBP7	0.717125
STK17A	0.586230769230769
ABR	0.773
OR9G1	0.411
FOXE1	-0.5619
CNGA3	0.768333333333333
GML	-0.0776666666666667
CD38	0.74
ZDHHC6	-0.20775
NEFH	-1.7892
CTDSP2	0.8061875
PGBD5	1.04777777777778
CCNY	0.172444444444444
RMND5B	0.3551875
ZNF257	-2.2536
FLJ22167	0.7183
EXOSC7	-0.3245
ROR2	-0.1386
MAOA	1.783
TNNT3	0.022625
GYPC	-0.478666666666667
C7orf33	0.137666666666667
PLIN	1.175125
LOC90826	-0.004
RNF4	-0.0509230769230769
F8A1	0.065
PLEKHG4	-2.0176
GRB2	0.0522592592592593
HIST1H2AD	-0.7352
DUS3L	-0.258125
EIF1	-0.09075
RP5-1077B9.4	-0.756222222222222
FPGT	1.3078
GDF10	-1.001625
COQ9	0.076
GCC2	-0.153388888888889
RARRES3	1.06518181818182
PLXNA1	-0.400214285714286
KIAA0100	-0.100642857142857
PMF1	0.087
FNDC1	-0.3202
HS2ST1	-0.0844375
CRELD2	0.2174
C8G	-1.15033333333333
CD82	0.4198
LIM2	-0.878666666666667
UNQ6490	-0.1435
MMP16	0.462666666666667
DRD3	0.191166666666667
C5orf26	-0.103
C11orf73	0.4389
PTP4A2	0.2209
OR4M2	0.414
HPCA	-0.70325
SEC14L1	-0.032
CHFR	-0.239090909090909
EMILIN1	0.1891
NDUFS4	-0.1046
COL18A1	-1.3849
PDZD3	0.0190769230769231
C9orf16	0.087625
ERBB2IP	0.748714285714286
EMX2	3.5854
FUS	-0.6336
TF	-1.17792307692308
CLCN4	1.067
CXorf56	0.7166
C11orf72	0.114666666666667
ELAC2	-0.168333333333333
NPR1	-1.4816
ASS1	-1.35733333333333
USP42	0.2885
POLR2J	0.508666666666667
SEC23IP	-0.726125
UQCRC1	-0.4536
LOC729603	-0.6254
C1orf71	-0.542
POLG	-0.7055
ADAM23	-0.135166666666667
TFR2	-0.615
RICTOR	-0.681769230769231
MGC39606	0.9222
C19orf55	-0.112636363636364
SNAPC1	-0.469875
GNA11	0.538636363636364
CCDC52	-0.900625
FSIP1	1.90466666666667
UPF3A	-0.1538
IGSF11	1.266625
LAGE3	0.1176
CHST6	1.821
UNC13B	-0.0717272727272727
TTLL4	-0.219363636363636
ZNF687	-0.00569999999999997
SDC2	0.565928571428571
COX7A2	0.069
LAMB4	0.42
FAM24A	0.208333333333333
LRRTM3	0.329875
GPHB5	-0.4266
OR4C13	0.224333333333333
EIF3EIP	-0.478444444444444
HABP4	0.992666666666667
TMEM125	-1.7274
CNTN2	1.51063636363636
ASNSD1	0.5148
FUT4	0.0805
ACF	-1.15
LOC158381	1.0715
CDH8	0.194
AGPS	-0.854
C4orf18	2.78236363636364
PECI	0.590214285714286
UNG	0.216727272727273
GSTP1	0.129727272727273
DCUN1D5	-0.874375
DKFZP564J0863	-0.6728
SLC9A3R1	-0.889272727272727
BCDO2	0.795363636363636
CHMP7	0.2914
REM2	0.402666666666667
DNHD1	-0.0932
FKBP4	-0.681818181818182
ZNF350	0.3486
MGC11102	0.196818181818182
BST1	0.9588
KISS1R	0.0803333333333333
NCR2	0.517333333333333
DEFB125	0.224666666666667
UBE2W	0.543727272727273
KRT15	-1.58872727272727
C10orf99	-0.0453333333333333
SCN11A	0.4945
GFI1	-1.5356
RDHE2	-1.1705
FHL1	1.335375
OSGEP	0.0395
GATA1	-1.93825
SMC6	-0.7658
TTTY14	1.58
LPIN3	-0.0808
RPL4	-0.834
RBPMS	-0.919142857142857
PRPF3	-0.268125
EMR1	-1.251
SPATA19	0.428
XCR1	0.107
IRX3	-1.042
RBM6	-0.6642
KLF4	-0.583615384615385
UNC5CL	-1.149
SEBOX	0.180333333333333
BTK	0.749
KRCC1	1.5602
C6orf27	0.228666666666667
SYTL5	-0.75
PRND	0.1783
LOC653319	-0.678333333333333
PIGL	-1.27645454545455
HUS1	0.274625
SFRS6	0.0300625
C17orf77	0.043
UIMC1	0.439625
FXYD2	-1.06376923076923
LOC283152	1.0976
ZNF667	-0.2334
