Hybridization REF	TCGA-19-5953-01B-12R-1847-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.5170625
CREB3L1	0.236333333333333
RPS11	0.0301
PNMA1	1.6826
MMP2	-1.588125
C10orf90	2.1952
ZHX3	2.446
ERCC5	0.7972
GPR98	1.35166666666667
RXFP3	0.488
APBB2	1.507
PRO0478	-0.144545454545455
KLHL13	-0.239
PRSSL1	-1.260625
PDCL3	-0.77075
DECR1	0.6343
SALL1	2.19625
CADM4	3.216875
RPS18	-0.787684210526316
HNRPD	-0.71
CFHR5	0.235625
SLC10A7	0.267727272727273
OR2K2	0.468666666666667
LMAN1	-2.99009090909091
SUHW1	-3.5148
CHD8	0.226692307692308
SUMO1	0.144307692307692
GP1BA	0.639153846153846
DDB1	0.215125
MYO9B	0.756
MMP7	-0.1326
CRNKL1	-0.0362
C9orf45	-1.11475
XAB2	0.1226
RTN1	3.0429
KLHL14	-1.4543
TBX10	-1.99466666666667
CENPQ	-0.8666
UTY	1.36905263157895
ZBTB12	-0.174333333333333
DTNBP1	-0.4121
KBTBD8	0.166875
ZEB1	1.229
ZG16	-2.2126
MIER1	-0.476538461538461
ADAM5P	0.210333333333333
CHD9	0.0757142857142857
STK16	0.302
KIAA1486	0.278
TOB2	1.2359375
BANK1	1.2082
OR2V2	0.6032
GRM2	0.219125
PROSC	0.6483
SPIN2B	-0.3084
PIR	-1.21009090909091
IPO9	0.891
EVC	0.825625
CXCL13	0.165875
KIAA1199	-0.927461538461539
SORL1	4.0872
NAT10	-0.4382
CHD1	-0.9916
SYN3	0.7888
SLC22A2	-0.4372
SERPINF1	-0.184375
WDR34	-1.099
OR7A17	0.2304
C9orf11	0.653333333333333
RNF216L	1.24675
LHB	0.355666666666667
STK25	-0.0669
TAOK3	2.4053
LOC152573	-1.1944
C3orf39	1.6386
C14orf108	0.631
CDC25B	-1.56364285714286
BMP3	0.395666666666667
TMEM180	0.827333333333333
MAP1LC3C	0.5178
CRYGC	-1.23166666666667
POU3F1	1.14938461538462
C20orf32	-0.621333333333333
CCDC95	-0.1595
HIGD1B	6.205
USP6NL	0.4745
ABCD4	1.39725
DIMT1L	-0.5530625
TEK	1.21090909090909
SLC25A46	-0.8096
LARP7	-0.733357142857143
CD160	0.0475
MT1JP	3.47257142857143
PHF20	-0.364809523809524
CPNE4	4.2328
GTPBP1	-0.274473684210526
RAB33B	1.184875
ALDOC	3.85272727272727
ZNF212	0.2994
NUDT1	-0.94525
RFPL2	0.487666666666667
ZNF83	-0.0155
GDPD5	-1.5447
PDCD4	0.164115384615385
CEP350	0.9168
OR10A2	0.3798
CST7	-0.473
CIAO1	-1.2662
SELL	1.273
OR8J3	-0.768666666666667
LTBP4	-0.415375
SIRT6	-0.0242
CCL19	2.25
PPIL1	-0.667
GBP7	1.535125
STK17A	0.778384615384615
ABR	2.3218
OR9G1	-0.256
FOXE1	-0.9364
CNGA3	4.01833333333333
GML	0.0616666666666667
CD38	-0.1126
ZDHHC6	-0.2835
NEFH	-1.1208
CTDSP2	1.0931875
PGBD5	0.933
CCNY	0.452444444444444
RMND5B	-0.368375
ZNF257	-3.624
FLJ22167	0.9614
EXOSC7	-1.408375
ROR2	-1.0979
MAOA	3.30127272727273
TNNT3	-0.0825
GYPC	0.0501666666666667
C7orf33	0.343
PLIN	1.886875
LOC90826	0.5086
RNF4	0.711
F8A1	0.80025
PLEKHG4	-4.2078
GRB2	0.0473333333333334
HIST1H2AD	-1.547
DUS3L	-0.84225
EIF1	-0.096125
RP5-1077B9.4	-1.463
FPGT	1.0504
GDF10	-0.672125
COQ9	0.53
GCC2	-0.0532777777777778
RARRES3	2.20718181818182
PLXNA1	0.0876428571428571
KIAA0100	0.535071428571429
PMF1	-0.279
FNDC1	0.1604
HS2ST1	0.656875
CRELD2	-0.0618
C8G	-1.92933333333333
CD82	1.309
LIM2	-1.55133333333333
UNQ6490	0.421666666666667
MMP16	0.8605
DRD3	0.0248333333333333
C5orf26	-0.3764
C11orf73	-0.0912
PTP4A2	0.9935
OR4M2	0.523
HPCA	-1.54525
SEC14L1	1.373875
CHFR	0.251636363636364
EMILIN1	0.7126
NDUFS4	-0.1326
COL18A1	-1.8102
PDZD3	0.129384615384615
C9orf16	0.50425
ERBB2IP	1.89628571428571
EMX2	6.876
FUS	-1.3492
TF	0.405153846153846
CLCN4	2.925375
CXorf56	-0.8592
C11orf72	-0.0441666666666667
ELAC2	-0.239133333333333
NPR1	-2.203
ASS1	-2.458
USP42	0.1003
POLR2J	1.01433333333333
SEC23IP	-0.651
UQCRC1	-0.0328
LOC729603	-1.073
C1orf71	-1.3065
POLG	-2.79
ADAM23	-0.955333333333333
TFR2	-1.6356
RICTOR	-0.5775
MGC39606	2.8976
C19orf55	-0.157
SNAPC1	-1.062625
GNA11	1.07172727272727
CCDC52	-0.786875
FSIP1	1.12333333333333
UPF3A	-0.7823
IGSF11	3.20775
LAGE3	-0.223
CHST6	4.47333333333333
UNC13B	0.803545454545455
TTLL4	0.285090909090909
ZNF687	0.7527
SDC2	0.0809285714285714
COX7A2	0.1788
LAMB4	1.111
FAM24A	-0.121
LRRTM3	1.914
GPHB5	-0.2292
OR4C13	-0.158666666666667
EIF3EIP	0.0302222222222222
HABP4	1.21833333333333
TMEM125	3.7192
CNTN2	4.708
ASNSD1	-0.0086
FUT4	-0.3837
ACF	-3.9018
LOC158381	0.493
CDH8	1.2426
AGPS	-0.67775
C4orf18	3.67945454545455
PECI	0.689071428571429
UNG	-0.358454545454545
GSTP1	0.107272727272727
DCUN1D5	-1.44925
DKFZP564J0863	-2.1446
SLC9A3R1	-1.272
BCDO2	1.89181818181818
CHMP7	-0.1495
REM2	-0.09
DNHD1	-0.0463
FKBP4	-2.06409090909091
ZNF350	1.844
MGC11102	0.306272727272727
BST1	0.2112
KISS1R	0.271333333333333
NCR2	0.491666666666667
DEFB125	-0.352
UBE2W	-0.124545454545455
KRT15	-4.44709090909091
C10orf99	0.066
SCN11A	0.0113636363636364
GFI1	-3.4814
RDHE2	-0.9145
FHL1	2.26
OSGEP	0.527875
GATA1	-4.25325
SMC6	-1.591
TTTY14	1.87566666666667
LPIN3	0.0148
RPL4	-1.53907142857143
RBPMS	-1.09278571428571
PRPF3	-0.875375
EMR1	-2.6035
SPATA19	0.7876
XCR1	0.0433333333333333
IRX3	-1.63192307692308
RBM6	-0.889
KLF4	-1.30415384615385
UNC5CL	-1.0136
SEBOX	0.224
BTK	1.0526
KRCC1	1.418
C6orf27	1.34866666666667
SYTL5	-0.906
PRND	-0.0757
LOC653319	-1.59966666666667
PIGL	-1.67218181818182
HUS1	-0.301625
SFRS6	0.0120625
C17orf77	0.377666666666667
UIMC1	0.06925
FXYD2	-1.87407692307692
LOC283152	1.1454
ZNF667	1.1522
ZCCHC12	1.3154
TFEC	2.59630769230769
ATP7B	-0.469125
POLD2	-1.50425
RG9MTD1	0.2878
ACOT2	0.705625
HIST1H4I	-1.01318181818182
