Hybridization REF	TCGA-12-1099-01A-01R-0524-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.084
CREB3L1	-0.618833333333333
RPS11	0.4253
PNMA1	1.3086
MMP2	-1.181375
C10orf90	1.288
ZHX3	0.910375
ERCC5	0.2018
GPR98	0.489583333333333
RXFP3	0.364666666666667
APBB2	1.7818
PRO0478	-0.0641818181818182
KLHL13	1.1552
PRSSL1	-0.981
PDCL3	-0.06
DECR1	0.4412
SALL1	1.303
CADM4	2.236625
RPS18	-0.304578947368421
HNRPD	-0.3976
CFHR5	-0.00671428571428572
SLC10A7	0.112
OR2K2	0.278333333333333
LMAN1	-2.13172727272727
SUHW1	-3.4382
CHD8	-0.379769230769231
SUMO1	-0.259769230769231
GP1BA	0.395538461538462
DDB1	-0.283375
MYO9B	0.962214285714286
MMP7	1.9124
CRNKL1	-0.2344
C9orf45	-1.15225
XAB2	-0.4646
RTN1	2.5225
KLHL14	-0.9442
TBX10	-1.11666666666667
CENPQ	-1.1104
UTY	-1.41261111111111
ZBTB12	-0.543333333333333
DTNBP1	-0.2658
KBTBD8	0.457375
ZEB1	2.351625
ZG16	-1.679
MIER1	0.328384615384615
ADAM5P	-0.146
CHD9	0.0911904761904762
STK16	-0.2786
KIAA1486	-0.0666666666666667
TOB2	0.5284375
BANK1	0.5574
OR2V2	0.1342
GRM2	0.090625
PROSC	0.4536
SPIN2B	0.5452
PIR	-0.403545454545455
IPO9	0.755142857142857
EVC	-0.650625
CXCL13	1.0075
KIAA1199	-2.38792307692308
SORL1	1.842
NAT10	-0.8956
CHD1	-0.5614
SYN3	2.3852
SLC22A2	-0.3828
SERPINF1	-0.54725
WDR34	-1.3524
OR7A17	0.3084
C9orf11	0.290333333333333
RNF216L	0.601583333333333
LHB	0.0586666666666667
STK25	-0.4077
TAOK3	1.606
LOC152573	0.0064
C3orf39	2.0444
C14orf108	0.0613846153846154
CDC25B	-1.33514285714286
BMP3	0.012
TMEM180	0.943
MAP1LC3C	0.7754
CRYGC	-0.510666666666667
POU3F1	-0.156615384615385
C20orf32	-1.12333333333333
CCDC95	0.1555
HIGD1B	5.5486
USP6NL	-0.1499
ABCD4	0.489
DIMT1L	-0.2251875
TEK	1.09754545454545
SLC25A46	0.0828
LARP7	-1.04157142857143
CD160	0.352857142857143
MT1JP	2.28442857142857
PHF20	-0.520095238095238
CPNE4	0.5918
GTPBP1	-0.516263157894737
RAB33B	1.346625
ALDOC	2.50745454545455
ZNF212	0.0188
NUDT1	0.017125
RFPL2	2.40533333333333
ZNF83	-0.752875
GDPD5	-1.3646
PDCD4	0.591730769230769
CEP350	0.0784
OR10A2	0.035
CST7	-1.0568
CIAO1	-1.2814
SELL	0.693818181818182
OR8J3	-0.049
LTBP4	-0.171375
SIRT6	0.5678
CCL19	0.329
PPIL1	-0.13575
GBP7	0.669
STK17A	0.335307692307692
ABR	1.009
OR9G1	-0.147
FOXE1	-1.0899
CNGA3	3.69333333333333
GML	0.212333333333333
CD38	-1.159
ZDHHC6	0.553625
NEFH	-1.0266
CTDSP2	-0.13075
PGBD5	0.230555555555556
CCNY	0.171444444444444
RMND5B	-0.4359375
ZNF257	-2.9038
FLJ22167	0.107
EXOSC7	-0.7865
ROR2	-0.4558
MAOA	1.37927272727273
TNNT3	-0.0925
GYPC	-2.324
C7orf33	-0.00866666666666664
PLIN	0.512875
LOC90826	0.2936
RNF4	0.430230769230769
F8A1	-0.54
PLEKHG4	-4.5768
GRB2	0.011962962962963
HIST1H2AD	-0.5278
DUS3L	-0.20325
EIF1	0.1425
RP5-1077B9.4	-0.594555555555556
FPGT	0.4888
GDF10	3.1085
COQ9	-0.271
GCC2	-0.508777777777778
RARRES3	1.91390909090909
PLXNA1	-0.0802142857142857
KIAA0100	-0.252285714285714
PMF1	0.0472
FNDC1	0.2832
HS2ST1	0.106375
CRELD2	-0.2762
C8G	-1.87966666666667
CD82	-0.3092
LIM2	-1.02166666666667
UNQ6490	-0.471333333333333
MMP16	2.0225
DRD3	-0.116333333333333
C5orf26	0.17
C11orf73	0.0835
PTP4A2	0.5529
OR4M2	0.158333333333333
HPCA	-1.598875
SEC14L1	-0.267
