Hybridization REF	TCGA-28-5204-01A-01R-1484-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.427125
CREB3L1	0.786333333333333
RPS11	0.1898
PNMA1	1.9882
MMP2	-0.803375
C10orf90	0.6722
ZHX3	1.574
ERCC5	0.2996
GPR98	0.783181818181818
RXFP3	0.554333333333333
APBB2	1.7164
PRO0478	-0.865636363636364
KLHL13	1.115
PRSSL1	-1.095625
PDCL3	0.26825
DECR1	0.7942
SALL1	2.249
CADM4	3.32375
RPS18	-0.387105263157895
HNRPD	-0.206666666666667
CFHR5	0.479
SLC10A7	0.115818181818182
OR2K2	0.7245
LMAN1	-2.36790909090909
SUHW1	-3.2792
CHD8	-0.235384615384615
SUMO1	0.537769230769231
GP1BA	0.284538461538462
DDB1	-0.211375
MYO9B	0.964714285714286
MMP7	5.3392
CRNKL1	0.1123
C9orf45	-2.02125
XAB2	0.00799999999999999
RTN1	3.33175
KLHL14	-1.86011111111111
TBX10	-1.38233333333333
CENPQ	-0.2152
UTY	1.54283333333333
ZBTB12	0.277333333333333
DTNBP1	-0.3305
KBTBD8	0.529375
ZEB1	3.795125
ZG16	-2.257
MIER1	0.424
ADAM5P	-0.243
CHD9	-0.159761904761905
STK16	-0.171
KIAA1486	-0.044
TOB2	0.1145
BANK1	4.1314
OR2V2	-0.09725
GRM2	-0.16725
PROSC	0.1586
SPIN2B	0.2572
PIR	-1.36890909090909
IPO9	0.951571428571429
EVC	0.297625
CXCL13	1.597125
KIAA1199	0.816076923076923
SORL1	1.408
NAT10	-0.2036
CHD1	-0.521
SYN3	1.366
SLC22A2	-0.6596
SERPINF1	-2.515125
WDR34	-0.0936
OR7A17	0.1216
C9orf11	0.332333333333333
RNF216L	1.40066666666667
LHB	0.048
STK25	0.2381
TAOK3	2.1811
LOC152573	-3.6628
C3orf39	1.6013
C14orf108	0.478230769230769
CDC25B	-0.8265
BMP3	0.494
TMEM180	0.881666666666667
MAP1LC3C	2.3216
CRYGC	-1.092
POU3F1	1.27053846153846
C20orf32	-1.142
CCDC95	-0.2205
HIGD1B	6.1382
USP6NL	-0.0141
ABCD4	0.921375
DIMT1L	0.104375
TEK	0.3067
SLC25A46	-0.4366
LARP7	-1.2185
CD160	-0.305142857142857
MT1JP	2.60114285714286
PHF20	-0.557714285714286
CPNE4	3.3794
GTPBP1	-0.194
RAB33B	1.97685714285714
ALDOC	-0.0667272727272727
ZNF212	0.526
NUDT1	0.51775
RFPL2	-1.744
ZNF83	-0.21675
GDPD5	-1.8788
PDCD4	-0.38888
CEP350	-0.4366
OR10A2	1.0316
CST7	-0.3
CIAO1	-0.3028
SELL	1.57
OR8J3	-0.7595
LTBP4	-0.987
SIRT6	0.2766
CCL19	2.2674
PPIL1	0.4635
GBP7	0.5856
STK17A	2.08446153846154
ABR	1.2808
OR9G1	-4.268
FOXE1	-0.9579
CNGA3	4.09
GML	0.107333333333333
CD38	-1.497
ZDHHC6	-0.2405
NEFH	-2.4708
CTDSP2	0.268375
PGBD5	0.0455555555555556
CCNY	0.212
RMND5B	0.2729375
ZNF257	-0.6858
FLJ22167	0.6365
EXOSC7	-1.220375
