Hybridization REF	TCGA-19-1790-01B-01R-1231-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.2745625
CREB3L1	0.032
RPS11	0.6891
PNMA1	1.5208
MMP2	-1.419
C10orf90	0.9124
ZHX3	0.86825
ERCC5	0.165
GPR98	-0.607090909090909
RXFP3	0.595333333333333
APBB2	-0.6724
PRO0478	-0.145454545454545
KLHL13	-0.485
PRSSL1	-0.505
PDCL3	0.649375
DECR1	-0.1351
SALL1	1.5815
CADM4	0.6845
RPS18	-0.0284736842105263
HNRPD	-0.875533333333333
CFHR5	0.00799999999999995
SLC10A7	-0.302818181818182
OR2K2	-0.164666666666667
LMAN1	-0.397636363636364
SUHW1	-2.3998
CHD8	-1.06276923076923
SUMO1	0.092
GP1BA	0.265307692307692
DDB1	-1.059
MYO9B	1.1965
MMP7	5.4526
CRNKL1	-0.2071
C9orf45	-2.015
XAB2	-0.3953
RTN1	1.8207
KLHL14	-0.7201
TBX10	-0.402666666666667
CENPQ	-0.9454
UTY	0.666210526315789
ZBTB12	-0.409
DTNBP1	0.277
KBTBD8	-0.769375
ZEB1	1.167
ZG16	-1.9698
MIER1	-0.195615384615385
ADAM5P	-0.196333333333333
CHD9	-0.0234285714285714
STK16	-1.0404
KIAA1486	0.0273333333333333
TOB2	0.5690625
BANK1	0.3822
OR2V2	0.5336
GRM2	0.23625
PROSC	0.2589
SPIN2B	0.327
PIR	-2.00018181818182
IPO9	-0.306714285714286
EVC	-0.02625
CXCL13	3.043625
KIAA1199	0.841615384615385
SORL1	1.1448
NAT10	-0.4844
CHD1	-0.5824
SYN3	-0.1626
SLC22A2	-0.00660000000000002
SERPINF1	-0.4035
WDR34	-1.9166
OR7A17	0.201
C9orf11	0.214333333333333
RNF216L	0.64275
LHB	0.193333333333333
STK25	-0.3438
TAOK3	1.0419
LOC152573	-0.2954
C3orf39	0.9879
C14orf108	-0.463384615384615
CDC25B	-1.325
BMP3	-0.116666666666667
TMEM180	0.236666666666667
MAP1LC3C	0.5126
CRYGC	-0.588666666666667
POU3F1	-0.528923076923077
C20orf32	-0.553
CCDC95	-0.546
HIGD1B	4.6982
USP6NL	-0.8393
ABCD4	0.5665
DIMT1L	-0.191
TEK	0.406727272727273
SLC25A46	-0.3018
LARP7	-1.42592857142857
CD160	-0.333375
MT1JP	3.18
PHF20	-0.248190476190476
CPNE4	3.2064
GTPBP1	-0.593684210526316
RAB33B	0.222166666666667
ALDOC	-0.455636363636364
ZNF212	-0.429
NUDT1	-1.108875
RFPL2	-0.5775
ZNF83	0.8505
GDPD5	-1.2833
PDCD4	0.0335384615384615
CEP350	-0.1808
OR10A2	0.0334
CST7	0.5988
CIAO1	-1.252
SELL	0.625272727272727
OR8J3	0.275333333333333
LTBP4	-0.19625
SIRT6	-0.1774
CCL19	0.2776
PPIL1	-0.43175
GBP7	0.113714285714286
STK17A	0.713076923076923
ABR	1.2238
OR9G1	0.073
FOXE1	-0.2146
CNGA3	3.80433333333333
GML	0.352666666666667
CD38	-0.1428
ZDHHC6	0.079125
NEFH	-1.2052
CTDSP2	0.37575
PGBD5	0.644555555555556
CCNY	0.373444444444444
RMND5B	-0.42525
ZNF257	-2.7854
FLJ22167	0.3431
EXOSC7	-0.9305
ROR2	-0.5062
MAOA	2.25063636363636
TNNT3	-0.126875
GYPC	-0.5505
C7orf33	-0.815666666666667
PLIN	0.259875
LOC90826	0.2462
RNF4	0.329692307692308
F8A1	-0.031375
PLEKHG4	-3.0514
GRB2	0.437777777777778
HIST1H2AD	-0.7624
DUS3L	-0.434625
EIF1	0.780625
RP5-1077B9.4	-1.27466666666667
FPGT	0.4292
GDF10	-0.149
COQ9	-0.42
GCC2	-0.219777777777778
RARRES3	2.39627272727273
PLXNA1	-0.208357142857143
KIAA0100	-0.479928571428571
PMF1	-0.397
FNDC1	1.5594
HS2ST1	1.16825
CRELD2	0.4884
C8G	-1.606
CD82	0.8392
LIM2	-0.176333333333333
UNQ6490	-0.0603333333333333
MMP16	0.000666666666666667
DRD3	0.518166666666667
C5orf26	0.1778
C11orf73	-0.0124
PTP4A2	1.2037
OR4M2	0.00900000000000001
HPCA	-1.72375
SEC14L1	-0.43425
CHFR	0.246909090909091
EMILIN1	1.8803
NDUFS4	0.1632
COL18A1	-0.5494
PDZD3	0.358692307692308
C9orf16	-0.419625
ERBB2IP	0.958
EMX2	5.4004
FUS	-2.8822
TF	-1.16261538461538
CLCN4	1.162125
CXorf56	-0.2484
C11orf72	0.1245
ELAC2	-1.20246666666667
NPR1	-2.1154
ASS1	-1.206
USP42	0.3643
POLR2J	0.124
SEC23IP	-0.0175
UQCRC1	-0.3336
LOC729603	-0.2142
C1orf71	-0.6882
POLG	-2.303
ADAM23	-0.344333333333333
TFR2	0.0928
RICTOR	-0.417846153846154
MGC39606	1.3868
C19orf55	-0.247
SNAPC1	0.1265
GNA11	0.659727272727273
CCDC52	-0.46825
FSIP1	-0.00633333333333333
UPF3A	0.2336
IGSF11	1.027
LAGE3	-0.09
CHST6	1.46566666666667
UNC13B	-0.039
TTLL4	-1.41709090909091
ZNF687	-0.2752
SDC2	1.68192857142857
COX7A2	-0.1388
LAMB4	-0.536
FAM24A	-0.564
LRRTM3	0.276625
GPHB5	0.1866
OR4C13	-0.553
EIF3EIP	-0.0773333333333333
HABP4	0.869
TMEM125	-1.2096
CNTN2	2.92809090909091
ASNSD1	0.3238
FUT4	-0.1786
ACF	-2.7846
LOC158381	0.114
CDH8	0.0508
AGPS	-0.93475
C4orf18	1.91436363636364
PECI	0.0247857142857143
UNG	-0.787363636363636
GSTP1	-0.780727272727273
DCUN1D5	-1.038375
DKFZP564J0863	-0.767
SLC9A3R1	-1.03536363636364
BCDO2	-0.410090909090909
CHMP7	-0.1788
REM2	0.3095
DNHD1	0.12
FKBP4	-1.86218181818182
ZNF350	0.9842
MGC11102	0.554909090909091
BST1	1.5844
KISS1R	0.364
NCR2	0.281
DEFB125	0.5815
UBE2W	0.590090909090909
KRT15	-4.01154545454545
C10orf99	0.319
SCN11A	-0.1125
GFI1	-3.0976
RDHE2	-0.406875
FHL1	1.153375
OSGEP	0.055625
GATA1	-3.75
SMC6	-1.047
TTTY14	0.031
LPIN3	-0.251
RPL4	-1.23957142857143
RBPMS	-0.847928571428571
PRPF3	-0.78275
EMR1	-1.355
SPATA19	0.1658
XCR1	-0.0693333333333333
IRX3	-1.82107692307692
RBM6	-0.1964
KLF4	-0.724076923076923
UNC5CL	0.2542
SEBOX	0.613666666666667
BTK	0.4566
KRCC1	1.0812
C6orf27	0.634333333333333
SYTL5	0.105
PRND	-0.147090909090909
LOC653319	-0.788333333333333
PIGL	-1.02090909090909
HUS1	0.063
SFRS6	-1.0526875
C17orf77	0.547
UIMC1	0.322
FXYD2	-1.06961538461538
LOC283152	-0.7294
ZNF667	1.1836
ZCCHC12	-0.2272
TFEC	2.26515384615385
ATP7B	-0.8285
POLD2	-1.1115
RG9MTD1	-0.5152
ACOT2	-0.27225
HIST1H4I	-0.708181818181818
PPARGC1A	0.0899230769230769
ETFA	-1.20071428571429
POLRMT	-0.216
ZNF146	-0.609454545454545
MIA2	-0.894
KLHL6	0.443125
HOXB5	-1.153
NENF	0.979125
CUGBP1	0.5142
PRSS22	-0.614625
CASC4	0.318384615384615
CUL4B	0.407307692307692
CENPJ	-1.60235714285714
PITX1	-1.88675
FLJ31033	0.982857142857143
CELSR3	-0.712125
ZNF568	1.5982
ITSN1	-0.440666666666667
EHBP1L1	-1.184375
C19orf2	-0.3988
DCTN1	-1.0692
LIN28B	-3.000625
TNKS2	1.2102
C1QBP	-0.6594
CADPS2	-0.1644
SRMS	0.2086
GJA9	0.111625
MGC24975	-0.69075
TRIM45	-0.774
TSP50	0.3142
TCP1	-0.8734
TMED7	0.967083333333333
CMA1	0.189
CENPL	-1.356875
PTCRA	1.246
FST	-4.3728
VWCE	-2.7226
PAWR	-2.7288
ABCC12	0.328875
LDLR	-1.03507692307692
ASTN2	1.96421428571429
LOC441212	1.20663636363636
GPATCH8	-0.233666666666667
TANC2	0.0456875
KIF4A	-2.9872
C18orf18	-0.5498
PGM1	-0.3536
KIAA0258	0.6518
CPD	2.1898
SNCAIP	1.8752
DCT	-4.20977777777778
HLA-DOA	2.39825806451613
OR11L1	0.315333333333333
UPK1B	-0.45275
DNAJB4	0.3077
UGT1A8	-0.2746
HIST1H4L	-2.28966666666667
PECR	-1.269625
HSPA2	3.7846
WFIKKN1	-1.02033333333333
SERP1	-0.0333
SYDE2	-0.376666666666667
TACR2	0.236333333333333
NUP85	-0.686
CD177	-0.304777777777778
LGR5	-0.91375
PIGG	-0.046375
PTHR1	1.170375
RAB5A	0.930923076923077
FLJ13224	0.198333333333333
USP9Y	0.77375
C7orf53	0.456333333333333
LRP1B	3.5176
XAF1	2.00113333333333
ABCG8	0.055
ANKDD1A	0.02125
DAND5	-0.291666666666667
SPAG6	0.433125
LINCR	1.694
ZDHHC22	-0.3357
CCDC60	0.301
THOC7	-1.46275
TCTA	0.547923076923077
OR8K3	0.321
NY-REN-7	-0.482
B2M	2.146875
C6orf141	0.5641
LPPR4	3.933
