Hybridization REF	TCGA-12-0656-01B-01R-0340-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.179
CREB3L1	0.630166666666667
RPS11	-0.1831
PNMA1	1.5022
MMP2	-1.642125
C10orf90	1.3858
ZHX3	2.34525
ERCC5	-0.5128
GPR98	0.562166666666667
RXFP3	0.194333333333333
APBB2	1.6164
PRO0478	0.0723636363636363
KLHL13	-0.3054
PRSSL1	-0.34525
PDCL3	-0.679875
DECR1	0.2056
SALL1	2.0365
CADM4	1.488
RPS18	0.284894736842105
HNRPD	-1.30866666666667
CFHR5	-0.269875
SLC10A7	-0.445181818181818
OR2K2	0.202666666666667
LMAN1	-1.92627272727273
SUHW1	-1.9614
CHD8	-0.114461538461538
SUMO1	-0.360769230769231
GP1BA	0.180923076923077
DDB1	-0.17125
MYO9B	0.534285714285714
MMP7	5.937
CRNKL1	-0.1981
C9orf45	-0.704125
XAB2	-0.6403
RTN1	1.8681
KLHL14	-0.6033
TBX10	0.200333333333333
CENPQ	-1.5748
UTY	-0.861789473684211
ZBTB12	-0.0206666666666667
DTNBP1	-0.1057
KBTBD8	-0.6545
ZEB1	2.003625
ZG16	-0.5296
MIER1	-0.275692307692308
ADAM5P	-0.777666666666667
CHD9	0.474857142857143
STK16	0.8092
KIAA1486	0.231
TOB2	0.5274375
BANK1	0.9834
OR2V2	0.4254
GRM2	0.381125
PROSC	0.0157
SPIN2B	0.512
PIR	-2.04818181818182
IPO9	0.171714285714286
EVC	0.653
CXCL13	0.25475
KIAA1199	0.817538461538462
SORL1	2.2368
NAT10	0.043
CHD1	-1.0026
SYN3	0.3596
SLC22A2	0.2748
SERPINF1	-1.579875
WDR34	-0.8464
OR7A17	0.332
C9orf11	1.22
RNF216L	1.60983333333333
LHB	0.543666666666667
STK25	-0.2508
TAOK3	1.3627
LOC152573	-1.6544
C3orf39	1.1693
C14orf108	-0.938769230769231
CDC25B	-0.793357142857143
BMP3	-0.053
TMEM180	1.331
MAP1LC3C	0.959
CRYGC	0.0273333333333333
POU3F1	0.104
C20orf32	0.639666666666667
CCDC95	0.305
HIGD1B	4.8812
USP6NL	-0.4593
ABCD4	1.741375
DIMT1L	-0.5141875
TEK	0.964727272727273
SLC25A46	-0.8588
LARP7	-0.719571428571429
CD160	0.144625
MT1JP	3.12885714285714
PHF20	-0.642190476190476
CPNE4	1.9372
GTPBP1	-0.273263157894737
RAB33B	0.642875
ALDOC	2.00672727272727
ZNF212	-0.00860000000000001
NUDT1	-1.153625
RFPL2	0.498166666666667
ZNF83	-0.418625
GDPD5	-0.6341
PDCD4	-0.638730769230769
CEP350	-0.0224
