Hybridization REF	TCGA-08-0529-01A-02R-0282-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.2005625
CREB3L1	0.305833333333333
RPS11	1.1379
PNMA1	2.2352
MMP2	-1.27375
C10orf90	-0.5976
ZHX3	0.598875
ERCC5	-0.4058
GPR98	0.6061
RXFP3	0.292
APBB2	1.3242
PRO0478	-0.114090909090909
KLHL13	0.4282
PRSSL1	-0.2115
PDCL3	-0.1875
DECR1	0.3046
SALL1	3.08825
CADM4	1.867875
RPS18	-0.0654210526315789
HNRPD	-0.3902
CFHR5	0.4352
SLC10A7	0.0998181818181818
OR2K2	-0.261333333333333
LMAN1	-1.86727272727273
SUHW1	-1.587
CHD8	-0.289153846153846
SUMO1	-0.0543846153846154
GP1BA	0.126307692307692
DDB1	-0.5975
MYO9B	0.422214285714286
MMP7	1.0462
CRNKL1	0.1827
C9orf45	-1.64075
XAB2	-0.144
RTN1	1.9392
KLHL14	-0.4714
TBX10	-0.11
CENPQ	-0.5504
UTY	-1.28977777777778
ZBTB12	-0.0353333333333333
DTNBP1	-0.446
KBTBD8	0.6445
ZEB1	2.32025
ZG16	-0.5946
MIER1	0.270230769230769
ADAM5P	-0.265
CHD9	0.24052380952381
STK16	0.2124
KIAA1486	-0.0576666666666667
TOB2	0.4325
BANK1	2.8964
OR2V2	0.358
GRM2	0.200875
PROSC	0.6507
SPIN2B	0.306
PIR	-2.13209090909091
IPO9	0.260857142857143
EVC	-0.3375
CXCL13	0.38
KIAA1199	0.599916666666667
SORL1	1.7656
NAT10	-0.6162
CHD1	-0.593
SYN3	0.1468
SLC22A2	0.1732
SERPINF1	-1.157625
WDR34	-0.3148
OR7A17	0.1298
C9orf11	1.36466666666667
RNF216L	1.38266666666667
LHB	0.270333333333333
STK25	-0.2599
TAOK3	1.3194
LOC152573	-2.6236
C3orf39	1.3528
C14orf108	0.424846153846154
CDC25B	-0.696714285714286
BMP3	0.373666666666667
TMEM180	0.751666666666667
MAP1LC3C	2.1012
CRYGC	-0.267666666666667
POU3F1	0.317846153846154
C20orf32	-0.173333333333333
CCDC95	0.2395
HIGD1B	4.0758
USP6NL	-0.0699
ABCD4	1.393875
DIMT1L	-0.132125
TEK	0.745818181818182
SLC25A46	-0.3054
LARP7	-1.06992857142857
CD160	0.14
MT1JP	2.33757142857143
PHF20	-0.470619047619048
CPNE4	4.5486
GTPBP1	-0.617263157894737
RAB33B	1.10525
ALDOC	0.676
ZNF212	0.5392
NUDT1	0.053
RFPL2	-0.577333333333333
ZNF83	0.7365
GDPD5	-0.6584
PDCD4	-0.773384615384615
CEP350	-0.2504
OR10A2	0.2344
CST7	-1.0938
CIAO1	-1.2302
SELL	0.458555555555556
OR8J3	0.0523333333333333
LTBP4	1.172625
SIRT6	0.3276
CCL19	1.1568
PPIL1	0.22975
GBP7	0.107142857142857
STK17A	1.06530769230769
ABR	0.5272
OR9G1	0.036
FOXE1	-0.1122
CNGA3	2.496
GML	0.117333333333333
CD38	-0.0806
ZDHHC6	-0.370875
NEFH	-1.919
CTDSP2	0.106875
PGBD5	-0.983
CCNY	-0.336222222222222
RMND5B	-0.3605
ZNF257	-1.5548
FLJ22167	1.3865
EXOSC7	-1.478375
ROR2	-0.8384
MAOA	0.509727272727273
TNNT3	-0.09375
GYPC	-1.63616666666667
C7orf33	1.124
PLIN	0.241375
LOC90826	-0.0248
RNF4	-0.0408461538461539
F8A1	0.10525
PLEKHG4	-4.0152
