Hybridization REF	TCGA-16-1045-01B-01R-0524-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.395
CREB3L1	-0.208666666666667
RPS11	0.1951
PNMA1	0.9496
MMP2	-1.062625
C10orf90	1.2238
ZHX3	1.41075
ERCC5	-0.2752
GPR98	-0.7721
RXFP3	0.436333333333333
APBB2	1.394
PRO0478	-0.588545454545455
KLHL13	0.232
PRSSL1	-1.06325
PDCL3	-0.333375
DECR1	0.6315
SALL1	1.98025
CADM4	1.925625
RPS18	-0.346368421052632
HNRPD	-0.715466666666667
CFHR5	0.252375
SLC10A7	0.767818181818182
OR2K2	0.478333333333333
LMAN1	-1.68881818181818
SUHW1	-2.5984
CHD8	-1.34630769230769
SUMO1	-0.00984615384615389
GP1BA	0.208230769230769
DDB1	-0.693125
MYO9B	0.580928571428571
MMP7	6.7916
CRNKL1	0.0887
C9orf45	-1.971625
XAB2	-0.6041
RTN1	2.8614
KLHL14	-0.4845
TBX10	-1.38866666666667
CENPQ	-1.3654
UTY	-1.51157894736842
ZBTB12	-0.952333333333333
DTNBP1	0.2493
KBTBD8	0.730375
ZEB1	1.96
ZG16	-2.1522
MIER1	0.645692307692308
ADAM5P	0.44
CHD9	0.44747619047619
STK16	0.17
KIAA1486	-1.21633333333333
TOB2	1.590375
BANK1	1.7522
OR2V2	0.0874
GRM2	-0.17325
PROSC	0.00700000000000003
SPIN2B	0.1724
PIR	-0.786454545454545
IPO9	0.0544285714285714
EVC	-0.2135
CXCL13	3.799375
KIAA1199	0.00676923076923075
SORL1	2.2906
NAT10	-0.8758
CHD1	-0.722
SYN3	0.4594
SLC22A2	-0.7058
SERPINF1	-0.28575
WDR34	-1.7044
OR7A17	0.2228
C9orf11	-0.037
RNF216L	0.8245
LHB	0.195
STK25	-0.5451
TAOK3	1.4284
LOC152573	-2.5128
C3orf39	1.4413
C14orf108	-0.271769230769231
CDC25B	-1.13242857142857
BMP3	0.629333333333333
TMEM180	0.372333333333333
MAP1LC3C	1.8024
CRYGC	-0.793333333333333
POU3F1	0.141153846153846
C20orf32	-1.15033333333333
CCDC95	-0.0845
HIGD1B	5.6924
USP6NL	0.0317
ABCD4	0.400625
DIMT1L	-0.225875
TEK	1.01209090909091
SLC25A46	0.1554
LARP7	-1.01707142857143
CD160	0.6115
MT1JP	3.52057142857143
PHF20	-0.182761904761905
CPNE4	1.342
GTPBP1	-0.52
RAB33B	1.284125
ALDOC	1.61190909090909
ZNF212	-0.2334
NUDT1	-0.6985
RFPL2	-1.04866666666667
ZNF83	0.683375
GDPD5	-1.7928
PDCD4	0.177192307692308
CEP350	0.224
OR10A2	0.3314
CST7	-0.14
CIAO1	-0.7464
SELL	1.49681818181818
OR8J3	-0.074
LTBP4	-0.404375
SIRT6	-0.5018
CCL19	1.833
PPIL1	-0.05125
GBP7	0.620625
STK17A	0.0617692307692306
ABR	1.645
OR9G1	0.2925
FOXE1	-1.2054
CNGA3	3.90266666666667
GML	0.347666666666667
CD38	0.3314
ZDHHC6	-0.12
NEFH	-0.8422
CTDSP2	0.4481875
PGBD5	0.307777777777778
CCNY	0.170277777777778
RMND5B	-0.135875
ZNF257	-1.607
FLJ22167	0.9106
EXOSC7	-1.291125
ROR2	-0.4748
MAOA	2.152
TNNT3	-0.690875
GYPC	-1.30616666666667
C7orf33	0.652666666666667
PLIN	0.527375
LOC90826	0.2848
RNF4	-0.0805384615384615
F8A1	-0.20525
PLEKHG4	-3.0272
GRB2	0.276925925925926
HIST1H2AD	-0.0354
DUS3L	-1.001375
EIF1	0.236
RP5-1077B9.4	-0.923
FPGT	2.174
GDF10	-0.958125
COQ9	0.4092
GCC2	-0.140833333333333
RARRES3	2.94372727272727
PLXNA1	0.0030714285714286
KIAA0100	-0.2135
PMF1	-0.4938
FNDC1	3.6692
HS2ST1	0.9003125
CRELD2	0.3466
C8G	-2.39333333333333
CD82	-0.0586
LIM2	-1.03933333333333
UNQ6490	0.137666666666667
MMP16	0.734666666666667
DRD3	0.226
C5orf26	-0.3284
C11orf73	-0.062
PTP4A2	0.4374
OR4M2	-0.466666666666667
HPCA	-1.396875
SEC14L1	0.925375
CHFR	0.276545454545455
EMILIN1	0.405
NDUFS4	0.2552
COL18A1	-1.0906
PDZD3	-0.318307692307692
C9orf16	-0.006375
ERBB2IP	1.12728571428571
EMX2	4.4532
FUS	-3.5542
TF	-0.147461538461538
CLCN4	2.09225
CXorf56	0.7364
C11orf72	-0.00733333333333334
ELAC2	-1.10933333333333
NPR1	-1.1616
ASS1	-3.39233333333333
USP42	-0.3308
POLR2J	0.811666666666667
SEC23IP	-0.224625
UQCRC1	-0.2134
LOC729603	-1.1232
C1orf71	-0.7903
POLG	-2.7195
ADAM23	-0.991833333333333
TFR2	-0.6382
RICTOR	-0.800538461538462
MGC39606	1.6244
C19orf55	-0.226272727272727
SNAPC1	-0.574625
GNA11	-0.291636363636364
CCDC52	-0.9275
FSIP1	0.965
UPF3A	-0.5124
IGSF11	2.20075
LAGE3	0.1964
CHST6	2.81833333333333
UNC13B	-0.228454545454545
TTLL4	-1.44945454545455
ZNF687	-0.2156
SDC2	0.0173571428571428
COX7A2	-0.1818
LAMB4	0.7838
FAM24A	0.123333333333333
LRRTM3	1.681
GPHB5	0.1584
OR4C13	-0.0906666666666667
EIF3EIP	0.196222222222222
HABP4	-0.184333333333333
TMEM125	1.731
CNTN2	3.39790909090909
ASNSD1	0.5762
FUT4	-0.4802
ACF	-3.87
LOC158381	0.1875
CDH8	0.2052
AGPS	-0.7375
C4orf18	4.09972727272727
PECI	0.581357142857143
UNG	0.153
GSTP1	-0.301181818181818
DCUN1D5	-1.177125
DKFZP564J0863	-1.3586
SLC9A3R1	-1.31872727272727
BCDO2	0.721818181818182
CHMP7	-0.5384
REM2	-0.303
DNHD1	0.2595
FKBP4	-1.96609090909091
ZNF350	1.29
MGC11102	-0.273272727272727
BST1	1.9776
KISS1R	0.518333333333333
NCR2	0.227666666666667
DEFB125	-0.347666666666667
UBE2W	1.06136363636364
KRT15	-4.08790909090909
C10orf99	-0.0316666666666667
SCN11A	0.2319
GFI1	-2.7374
RDHE2	-1.071375
FHL1	1.5035
OSGEP	0.1665
GATA1	-3.501625
SMC6	-1.1122
TTTY14	-1.15166666666667
LPIN3	-0.063
RPL4	-1.9385
RBPMS	-0.672785714285714
PRPF3	-0.53475
EMR1	0.6395
SPATA19	0.099
XCR1	0.627666666666667
IRX3	0.405769230769231
RBM6	-0.0454
KLF4	-1.51423076923077
UNC5CL	-0.132
SEBOX	-0.0456666666666667
BTK	1.357
KRCC1	1.0608
C6orf27	0.459333333333333
SYTL5	-0.914333333333333
PRND	2.39109090909091
LOC653319	-0.269333333333333
PIGL	-0.918818181818182
HUS1	0.47875
SFRS6	-1.2599375
C17orf77	0.332
UIMC1	-0.268875
FXYD2	-1.65630769230769
LOC283152	0.5922
ZNF667	1.004
ZCCHC12	1.2096
TFEC	4.78584615384615
ATP7B	-1.22175
POLD2	-1.63475
RG9MTD1	-0.1942
ACOT2	-0.894625
HIST1H4I	-0.574545454545454
PPARGC1A	2.95861538461538
ETFA	-1.39614285714286
POLRMT	-1.0272
ZNF146	-0.987727272727273
MIA2	-1.971
KLHL6	0.787875
HOXB5	-1.96409090909091
NENF	0.826625
CUGBP1	-0.3146
PRSS22	-1.096125
CASC4	2.15784615384615
CUL4B	0.169384615384615
CENPJ	-2.40957142857143
PITX1	-2.116875
FLJ31033	0.504428571428571
CELSR3	-1.148625
ZNF568	1.5082
ITSN1	0.5236
EHBP1L1	-1.15675
C19orf2	-1.1062
DCTN1	-0.6694
LIN28B	-3.798125
TNKS2	-0.6028
C1QBP	-0.3128
CADPS2	1.8642
SRMS	-0.0448
GJA9	0.121125
MGC24975	-0.857125
TRIM45	-1.851875
TSP50	-0.0154
TCP1	-2.085
TMED7	0.645416666666667
CMA1	0.664333333333333
CENPL	-1.654625
PTCRA	2.76833333333333
FST	-4.9308
VWCE	-2.3414
PAWR	-2.06
ABCC12	0.299714285714286
LDLR	-2.88292307692308
ASTN2	2.53314285714286
LOC441212	-0.358090909090909
GPATCH8	0.0606666666666667
TANC2	-0.1135
KIF4A	-2.2058
C18orf18	-0.2542
PGM1	0.2666
KIAA0258	-0.2102
CPD	1.4984
SNCAIP	1.8476
