Hybridization REF	TCGA-12-0670-01B-01R-0388-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.5110625
CREB3L1	0.183833333333333
RPS11	1.6492
PNMA1	2.004
MMP2	-0.786375
C10orf90	-0.1914
ZHX3	1.8135
ERCC5	-0.3136
GPR98	0.938083333333333
RXFP3	0.465
APBB2	0.7
PRO0478	-0.245090909090909
KLHL13	-0.6944
PRSSL1	-0.328625
PDCL3	-0.352625
DECR1	0.3275
SALL1	1.76625
CADM4	1.693
RPS18	0.633894736842105
HNRPD	-0.7848
CFHR5	0.181375
SLC10A7	-0.0798181818181818
OR2K2	0.296333333333333
LMAN1	-2.10163636363636
SUHW1	-1.4932
CHD8	-0.752230769230769
SUMO1	-0.0113846153846154
GP1BA	0.0527692307692308
DDB1	-1.59725
MYO9B	0.184714285714286
MMP7	0.6276
CRNKL1	-0.0127
C9orf45	-1.2425
XAB2	0.2874
RTN1	3.399
KLHL14	-0.3537
TBX10	0.264333333333333
CENPQ	0.7062
UTY	0.706315789473684
ZBTB12	-0.12
DTNBP1	-0.3766
KBTBD8	-0.4935
ZEB1	1.6295
ZG16	-0.732
MIER1	-0.0616923076923077
ADAM5P	-0.0623333333333333
CHD9	-0.109095238095238
STK16	0.8502
KIAA1486	0.182666666666667
TOB2	1.12025
BANK1	0.0654
OR2V2	0.2394
GRM2	0.57425
PROSC	0.0418
SPIN2B	1.1026
PIR	-1.11027272727273
IPO9	-0.180142857142857
EVC	-1.4215
CXCL13	1.0595
KIAA1199	-0.453692307692308
SORL1	2.2656
NAT10	-0.3422
CHD1	-2.2434
SYN3	0.19
SLC22A2	0.1018
SERPINF1	-1.166
WDR34	-0.3478
OR7A17	0.2492
C9orf11	0.855333333333333
RNF216L	0.876916666666667
LHB	0.935333333333333
STK25	0.0595
TAOK3	1.366
LOC152573	-1.4876
C3orf39	1.1384
C14orf108	-0.389076923076923
CDC25B	-0.770642857142857
BMP3	0.093
TMEM180	1.15666666666667
MAP1LC3C	1.3026
CRYGC	-0.026
POU3F1	0.509923076923077
C20orf32	-0.08
CCDC95	0.8505
HIGD1B	4.9654
USP6NL	-1.2672
ABCD4	1.208125
DIMT1L	0.228
TEK	1.15936363636364
SLC25A46	-0.6474
LARP7	-0.353642857142857
CD160	0.0375
MT1JP	3.40171428571429
PHF20	-0.666142857142857
CPNE4	1.6132
GTPBP1	-0.570736842105263
RAB33B	0.940375
ALDOC	1.992
ZNF212	-0.1472
NUDT1	0.109
RFPL2	0.497
ZNF83	-0.433375
GDPD5	-0.7773
PDCD4	0.0635
CEP350	-0.904
OR10A2	0.511
CST7	-0.9554
CIAO1	-0.2358
SELL	0.686454545454545
OR8J3	0.282333333333333
LTBP4	-0.125125
SIRT6	0.5642
CCL19	2.1606
PPIL1	0.594125
GBP7	0.7215
STK17A	0.0828461538461538
ABR	1.2394
OR9G1	0.44
FOXE1	0.1204
CNGA3	3.953
GML	0.555666666666667
CD38	-0.5916
ZDHHC6	-0.3595
NEFH	0.8252
CTDSP2	0.0358125
PGBD5	0.0424444444444444
CCNY	0.0637777777777778
RMND5B	-0.173375
ZNF257	-2.687
FLJ22167	1.6347
EXOSC7	-0.66975
ROR2	-0.3463
MAOA	1.57027272727273
TNNT3	0.1955
GYPC	-0.5215
C7orf33	0.472
PLIN	0.643625
LOC90826	-0.328
RNF4	-0.601769230769231
F8A1	-0.901375
PLEKHG4	-2.4066
GRB2	-0.423703703703704
HIST1H2AD	-1.0488
DUS3L	0.643625
EIF1	-0.51925
RP5-1077B9.4	-0.338777777777778
FPGT	1.3006
GDF10	0.508125
COQ9	0.8686
GCC2	-1.055
RARRES3	1.80281818181818
PLXNA1	-0.270928571428571
KIAA0100	-0.713285714285714
PMF1	1.0088
FNDC1	0.7434
HS2ST1	0.627
CRELD2	-0.2372
C8G	-0.583333333333333
CD82	0.1606
LIM2	-0.189
UNQ6490	0.345666666666667
MMP16	0.1445
DRD3	0.0745
C5orf26	0.3392
C11orf73	0.9136
PTP4A2	0.1316
OR4M2	0.274333333333333
HPCA	-0.882125
SEC14L1	-0.303
CHFR	-0.714363636363636
EMILIN1	0.365
NDUFS4	0.653
COL18A1	-1.0251
PDZD3	0.0522307692307692
C9orf16	0.706875
ERBB2IP	0.655
EMX2	4.6862
FUS	-1.9902
TF	-2.081
CLCN4	0.93325
CXorf56	-0.2494
C11orf72	0.3515
ELAC2	-0.717933333333333
NPR1	-0.6194
ASS1	-2.35533333333333
USP42	0.3386
POLR2J	0.825333333333333
SEC23IP	-1.04925
UQCRC1	0.6948
LOC729603	-0.1462
C1orf71	-1.131
POLG	-1.6715
ADAM23	-1.6245
TFR2	-0.2248
RICTOR	-1.04515384615385
MGC39606	1.7282
C19orf55	0.0401818181818182
SNAPC1	-1.17725
GNA11	0.614090909090909
CCDC52	-0.625375
FSIP1	0.456333333333333
UPF3A	-0.569
IGSF11	1.474
LAGE3	0.4062
CHST6	3.17866666666667
UNC13B	-0.421545454545455
TTLL4	-1.148
ZNF687	-0.3275
SDC2	0.560928571428571
COX7A2	1.3528
LAMB4	-0.3006
FAM24A	0.416333333333333
LRRTM3	1.177375
GPHB5	0.3924
OR4C13	-0.416333333333333
EIF3EIP	-0.3705
HABP4	1.29066666666667
TMEM125	-1.5548
CNTN2	0.966181818181818
ASNSD1	0.4798
FUT4	-1.015
ACF	-1.8774
LOC158381	0.2435
CDH8	0.4538
AGPS	-1.548625
C4orf18	1.60454545454545
PECI	0.975428571428571
UNG	-0.0909090909090909
GSTP1	0.162545454545455
DCUN1D5	-0.940875
DKFZP564J0863	-1.7288
SLC9A3R1	-1.72918181818182
BCDO2	0.124636363636364
CHMP7	-0.4276
REM2	0.403666666666667
DNHD1	-0.0606
FKBP4	-1.526
ZNF350	1.3402
MGC11102	-0.303090909090909
BST1	0.551
KISS1R	2.20333333333333
NCR2	0.758333333333333
DEFB125	0.297
UBE2W	0.341272727272727
KRT15	-2.55945454545455
C10orf99	0.212666666666667
SCN11A	0.18
GFI1	-1.5878
RDHE2	0.259625
FHL1	2.207875
OSGEP	1.1805
GATA1	-2.330875
SMC6	-1.5008
TTTY14	1.54416666666667
LPIN3	0.4586
RPL4	-1.26778571428571
RBPMS	-0.0713571428571429
PRPF3	-0.41225
EMR1	-0.4135
SPATA19	0.2426
XCR1	0.412333333333333
IRX3	-0.602076923076923
RBM6	-0.1944
KLF4	-0.500461538461539
UNC5CL	0.1812
SEBOX	0.161666666666667
BTK	0.661
KRCC1	1.3204
C6orf27	1.08033333333333
SYTL5	0.0683333333333333
PRND	0.255363636363636
LOC653319	-0.355666666666667
PIGL	-1.13227272727273
HUS1	-0.40325
SFRS6	-1.5915
C17orf77	0.607
UIMC1	0.458625
FXYD2	-0.436076923076923
LOC283152	0.2118
ZNF667	0.202
ZCCHC12	1.5688
TFEC	1.31815384615385
ATP7B	-0.8535
POLD2	-0.86525
RG9MTD1	0.5048
ACOT2	0.261625
HIST1H4I	-0.0213636363636363
PPARGC1A	1.484
ETFA	-0.687357142857143
POLRMT	0.2836
ZNF146	-1.08463636363636
MIA2	-0.478
KLHL6	-1.33
HOXB5	-0.182909090909091
NENF	1.147125
CUGBP1	-0.4686
PRSS22	-0.412125
CASC4	1.68953846153846
CUL4B	-0.512384615384615
CENPJ	-1.53571428571429
PITX1	-0.699125
FLJ31033	0.0188571428571429
CELSR3	-0.434125
ZNF568	0.8216
ITSN1	-0.7284
EHBP1L1	-1.665625
C19orf2	-0.9698
DCTN1	-0.2994
LIN28B	-2.200375
TNKS2	-0.7024
C1QBP	0.1923
CADPS2	0.1684
SRMS	0.3396
GJA9	0.235625
MGC24975	-0.179875
TRIM45	-1.04975
TSP50	0.4988
TCP1	-1.4468
TMED7	-0.0719166666666666
CMA1	0.749
CENPL	-0.581125
PTCRA	0.763
FST	-3.0342
VWCE	-0.9656
PAWR	-2.0288
ABCC12	0.444875
LDLR	-1.89369230769231
ASTN2	1.40685714285714
LOC441212	0.694272727272727
GPATCH8	-0.176833333333333
TANC2	-0.6389375
KIF4A	-1.1876
C18orf18	1.082
PGM1	0.0634
KIAA0258	-0.9322
CPD	-0.8889
SNCAIP	0.9128
DCT	-2.54311111111111
HLA-DOA	1.628
OR11L1	0.996
UPK1B	-0.104
DNAJB4	0.0865
UGT1A8	-0.132
HIST1H4L	2.38833333333333
PECR	-0.936375
HSPA2	3.0106
WFIKKN1	-1.103
SERP1	-0.2725
SYDE2	-1.35016666666667
TACR2	0.394
NUP85	-0.2186
CD177	0.0447777777777778
LGR5	-0.4975
PIGG	0.089625
PTHR1	0.6655
RAB5A	0.139615384615385
FLJ13224	0.254333333333333
USP9Y	-0.138125
C7orf53	-1.03666666666667
LRP1B	2.8358
XAF1	0.931066666666667
ABCG8	-0.324666666666667
ANKDD1A	-0.130125
DAND5	-0.193333333333333
SPAG6	0.327
LINCR	1.5778
ZDHHC22	2.276
CCDC60	-0.131333333333333
THOC7	-1.877375
TCTA	0.543615384615385
OR8K3	0.0644
NY-REN-7	-0.091
B2M	1.037625
C6orf141	-1.2359
LPPR4	5.34433333333333
SQLE	-2.34363636363636
SEPHS1	-0.778
BTBD14B	0.489722222222222
PLRG1	-0.0368
SPG7	-0.313333333333333
ZNF614	0.00566666666666668
PARD6G	0.67225
INPP5B	-0.758538461538462
GRPEL2	-0.3385
PPID	-0.849538461538462
TRIM56	-0.8766
UBE2J1	-0.907090909090909
IL20RA	3.6782
LOC387856	0.7768
C1orf107	-0.7113125
UTS2R	2.1226
C19orf22	0.3558
SAFB2	1.2796
KIAA0652	-0.0029
KLRG1	0.1765
MS4A8B	0.50925
