Hybridization REF	TCGA-26-1438-01A-01R-0524-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.151
CREB3L1	-0.704166666666667
RPS11	-0.0165
PNMA1	1.3766
MMP2	-1.1055
C10orf90	-1.2564
ZHX3	1.1175
ERCC5	0.6766
GPR98	0.1785
RXFP3	0.301333333333333
APBB2	0.8996
PRO0478	-0.0516363636363636
KLHL13	0.2984
PRSSL1	-1.141625
PDCL3	-0.38775
DECR1	0.5305
SALL1	2.27925
CADM4	2.042
RPS18	-0.39021052631579
HNRPD	-0.831
CFHR5	-0.098
SLC10A7	0.184727272727273
OR2K2	-0.271666666666667
LMAN1	-2.12645454545455
SUHW1	-3.2238
CHD8	0.0716923076923077
SUMO1	-0.322
GP1BA	0.496846153846154
DDB1	-0.031125
MYO9B	0.52
MMP7	6.0054
CRNKL1	0.1436
C9orf45	-1.0725
XAB2	-0.8763
RTN1	3.0495
KLHL14	-0.8888
TBX10	-1.20466666666667
CENPQ	-1.0096
UTY	1.36010526315789
ZBTB12	-0.415666666666667
DTNBP1	0.1883
KBTBD8	1.102625
ZEB1	2.902125
ZG16	-2.206
MIER1	0.367692307692308
ADAM5P	1.354
CHD9	0.745428571428571
STK16	-0.3304
KIAA1486	1.71566666666667
TOB2	0.8338125
BANK1	4.7434
OR2V2	0.1564
GRM2	0.016125
PROSC	0.3371
SPIN2B	-0.1686
PIR	-2.24318181818182
IPO9	-0.265142857142857
EVC	-0.360125
CXCL13	4.1215
KIAA1199	0.202461538461538
SORL1	3.602
NAT10	-0.4532
CHD1	-0.2928
SYN3	1.4336
SLC22A2	-1.0026
SERPINF1	-0.23
WDR34	-1.1322
OR7A17	0.365
C9orf11	-0.011
RNF216L	0.928666666666667
LHB	-0.0306666666666667
STK25	-0.817
TAOK3	1.5305
LOC152573	-1.0582
C3orf39	0.4755
C14orf108	-0.279923076923077
CDC25B	-1.24514285714286
BMP3	-0.146666666666667
TMEM180	-0.0416666666666667
MAP1LC3C	1.9956
CRYGC	-0.689666666666667
POU3F1	-0.417076923076923
C20orf32	-0.222
CCDC95	-0.0525
HIGD1B	4.9128
USP6NL	0.0781
ABCD4	0.815875
DIMT1L	-0.888625
TEK	0.198
SLC25A46	-0.1268
LARP7	-0.6555
CD160	0.00574999999999999
MT1JP	2.26314285714286
PHF20	-0.130095238095238
CPNE4	3.0446
GTPBP1	-0.668631578947368
RAB33B	0.98175
ALDOC	-0.524090909090909
ZNF212	0.1258
NUDT1	-0.215
RFPL2	-0.766166666666667
ZNF83	-0.08575
GDPD5	-0.7057
PDCD4	-0.297423076923077
CEP350	1.0716
OR10A2	0.231
CST7	1.1374
CIAO1	-1.1008
SELL	2.08772727272727
OR8J3	-0.110333333333333
LTBP4	-0.649
SIRT6	-0.3206
CCL19	2.4836
PPIL1	0.263625
GBP7	0.942
STK17A	0.826846153846154
ABR	1.7652
OR9G1	-0.211
FOXE1	-1.1028
CNGA3	3.32266666666667
GML	-0.274
CD38	1.9224
ZDHHC6	-0.273625
NEFH	-0.9722
CTDSP2	0.656875
PGBD5	0.475555555555556
CCNY	0.154444444444444
RMND5B	-0.747125
ZNF257	-1.7968
FLJ22167	0.5927
EXOSC7	-1.635625
ROR2	-0.5047
MAOA	1.46772727272727
TNNT3	-0.046875
GYPC	-2.08333333333333
C7orf33	1.47333333333333
PLIN	0.131875
LOC90826	0.0452
RNF4	0.439846153846154
F8A1	0.302125
PLEKHG4	-5.0826
GRB2	0.600074074074074
HIST1H2AD	-0.1524
DUS3L	-1.068625
EIF1	0.12
RP5-1077B9.4	-1.39944444444444
FPGT	1.5374
GDF10	-0.770875
COQ9	-0.4116
GCC2	0.307166666666667
RARRES3	3.516
PLXNA1	-0.0788571428571428
KIAA0100	0.349
PMF1	-0.6022
FNDC1	4.0658
HS2ST1	0.34575
CRELD2	0.136
C8G	-2.679
CD82	1.1422
LIM2	-1.38333333333333
UNQ6490	0.207666666666667
MMP16	1.13633333333333
DRD3	-0.2555
C5orf26	-0.585
C11orf73	-0.5212
PTP4A2	0.8526
OR4M2	-0.0173333333333333
HPCA	-2.0985
SEC14L1	1.32
CHFR	0.451272727272727
EMILIN1	0.7893
NDUFS4	-0.2958
COL18A1	-0.8239
PDZD3	-0.237230769230769
C9orf16	-0.283125
ERBB2IP	0.488714285714286
EMX2	4.3088
FUS	-2.5436
TF	-3.29815384615385
CLCN4	1.29625
CXorf56	0.0892
C11orf72	-0.0625
ELAC2	-1.12
NPR1	-1.5414
ASS1	-3.14355555555555
USP42	0.507
POLR2J	0.612666666666667
SEC23IP	0.00812500000000001
UQCRC1	-0.5356
LOC729603	-0.7374
C1orf71	-0.7554
POLG	-2.006
ADAM23	0.145666666666667
TFR2	-0.91
RICTOR	-0.115076923076923
MGC39606	1.2768
C19orf55	-0.227818181818182
SNAPC1	-0.941625
GNA11	-0.274818181818182
CCDC52	-0.9095
FSIP1	1.49733333333333
UPF3A	-0.7552
IGSF11	1.181375
LAGE3	-0.247
CHST6	3.455
UNC13B	0.0276363636363636
TTLL4	-1.04009090909091
ZNF687	-0.1979
SDC2	-0.1405
COX7A2	-0.3282
LAMB4	2.6714
FAM24A	0.211333333333333
LRRTM3	1.681375
GPHB5	0.1088
OR4C13	0.456666666666667
EIF3EIP	-0.0908888888888889
HABP4	0.462333333333333
TMEM125	-3.5596
CNTN2	2.28981818181818
ASNSD1	0.6176
FUT4	-0.2302
ACF	-4.0346
LOC158381	-0.3845
CDH8	0.8998
AGPS	-0.384375
C4orf18	3.30209090909091
PECI	0.207214285714286
UNG	-1.14981818181818
GSTP1	-0.210818181818182
DCUN1D5	-1.675
DKFZP564J0863	-0.8206
SLC9A3R1	-1.86936363636364
BCDO2	1.98427272727273
CHMP7	-0.5122
REM2	-0.855666666666667
DNHD1	-0.3499
FKBP4	-1.784
ZNF350	1.2714
MGC11102	-0.237454545454545
BST1	1.2574
KISS1R	-0.304
NCR2	0.299666666666667
DEFB125	-0.136666666666667
UBE2W	1.36845454545455
KRT15	-4.39954545454545
C10orf99	-0.253666666666667
SCN11A	0.377454545454545
GFI1	-2.0352
RDHE2	-1.035375
FHL1	1.749875
OSGEP	-0.154625
GATA1	-3.638625
SMC6	-0.6018
TTTY14	1.494
LPIN3	-0.7614
RPL4	-2.01935714285714
RBPMS	-0.7395
PRPF3	-0.5985
EMR1	2.351
SPATA19	0.2746
XCR1	0.678333333333333
IRX3	-1.56523076923077
RBM6	-1.014
