Hybridization REF	TCGA-26-5136-01B-01R-1484-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.1248125
CREB3L1	-1.25983333333333
RPS11	-0.3982
PNMA1	1.6122
MMP2	-1.528625
C10orf90	0.2952
ZHX3	1.5265
ERCC5	0.3936
GPR98	0.99275
RXFP3	0.616666666666667
APBB2	2.122
PRO0478	0.436090909090909
KLHL13	0.0706
PRSSL1	-0.889375
PDCL3	0.3095
DECR1	-0.3231
SALL1	1.877375
CADM4	1.756625
RPS18	-0.350947368421053
HNRPD	-0.755933333333333
CFHR5	-0.194333333333333
SLC10A7	-0.1584
OR2K2	-0.134333333333333
LMAN1	-2.80936363636364
SUHW1	-3.0546
CHD8	0.370384615384615
SUMO1	0.283230769230769
GP1BA	0.771615384615385
DDB1	0.03725
MYO9B	0.246714285714286
MMP7	4.2786
CRNKL1	-0.2148
C9orf45	-0.94775
XAB2	-0.6265
RTN1	1.9991
KLHL14	-0.9847
TBX10	-1.30333333333333
CENPQ	-0.2902
UTY	-1.57794736842105
ZBTB12	0.114333333333333
DTNBP1	0.5157
KBTBD8	-0.387125
ZEB1	2.457375
ZG16	-2.3092
MIER1	0.0258461538461538
ADAM5P	-0.283333333333333
CHD9	0.90252380952381
STK16	-0.111
KIAA1486	-0.300666666666667
TOB2	0.7565
BANK1	2.3062
OR2V2	0.66
GRM2	0.359375
PROSC	0.339
SPIN2B	0.6754
PIR	0.232909090909091
IPO9	0.3205
EVC	-0.021
CXCL13	2.066375
KIAA1199	-2.08223076923077
SORL1	3.0734
NAT10	-0.3152
CHD1	-0.378
SYN3	-0.1526
SLC22A2	-0.3424
SERPINF1	-0.2945
WDR34	0.2884
OR7A17	0.1032
C9orf11	-0.569333333333333
RNF216L	0.7045
LHB	0.0943333333333333
STK25	-0.3173
TAOK3	1.2803
LOC152573	-1.306
C3orf39	0.9682
C14orf108	-0.0859230769230769
CDC25B	0.441
BMP3	-0.0636666666666667
TMEM180	0.318
MAP1LC3C	0.7558
CRYGC	-1.27966666666667
POU3F1	0.489692307692308
C20orf32	-1.17233333333333
CCDC95	0.498
HIGD1B	5.4534
USP6NL	-0.3126
ABCD4	1.543625
DIMT1L	-0.900625
TEK	0.512
SLC25A46	-0.6068
LARP7	-0.684928571428572
CD160	0.0715
MT1JP	2.39457142857143
PHF20	-0.27952380952381
CPNE4	0.2562
GTPBP1	-0.390894736842105
RAB33B	0.00875000000000002
ALDOC	1.41281818181818
ZNF212	0.2264
NUDT1	-0.144125
RFPL2	0.463166666666667
ZNF83	0.082125
GDPD5	-1.6518
PDCD4	-0.279384615384615
CEP350	-0.3582
OR10A2	0.8258
CST7	-0.0122
CIAO1	-0.4824
SELL	1.06254545454545
OR8J3	1.15133333333333
LTBP4	-0.57775
SIRT6	-0.2402
CCL19	2.3946
PPIL1	-0.112875
GBP7	1.812125
STK17A	-0.426307692307692
ABR	1.9468
OR9G1	-0.49
FOXE1	-0.8477
CNGA3	4.62633333333333
GML	0.112
CD38	0.3856
ZDHHC6	0.086375
NEFH	-1.6258
CTDSP2	-0.2325
PGBD5	0.0908888888888889
CCNY	-0.0591666666666666
RMND5B	-0.329625
ZNF257	-2.8826
FLJ22167	1.1531
EXOSC7	-1.03225
ROR2	-0.949
MAOA	0.501818181818182
TNNT3	0.049125
GYPC	-0.237333333333333
C7orf33	0.272333333333333
PLIN	0.46475
LOC90826	0.2474
