Hybridization REF	TCGA-06-0673-11A-01R-0344-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.6816875
CREB3L1	0.3715
RPS11	0.0134
PNMA1	2.7268
MMP2	-2.1235
C10orf90	1.2982
ZHX3	0.48175
ERCC5	-0.2344
GPR98	0.79825
RXFP3	0.0543333333333333
APBB2	0.2636
PRO0478	-0.00909090909090906
KLHL13	-0.2012
PRSSL1	-0.841
PDCL3	-0.675375
DECR1	-0.6655
SALL1	1.27325
CADM4	1.155625
RPS18	-0.028578947368421
HNRPD	-0.920066666666667
CFHR5	0.555125
SLC10A7	-0.734272727272727
OR2K2	1.45133333333333
LMAN1	-2.89
SUHW1	-1.7306
CHD8	-0.579
SUMO1	1.00946153846154
GP1BA	0.202538461538462
DDB1	-0.92825
MYO9B	-0.624214285714286
MMP7	-0.87
CRNKL1	-0.6905
C9orf45	0.73125
XAB2	-0.5967
RTN1	4.654
KLHL14	0.5708
TBX10	-0.0593333333333333
CENPQ	-1.4924
UTY	-1.21717647058824
ZBTB12	0.369333333333333
DTNBP1	0.5748
KBTBD8	1.305
ZEB1	1.666875
ZG16	-0.6752
MIER1	0.335923076923077
ADAM5P	0.104
CHD9	0.0681428571428572
STK16	0.8538
KIAA1486	1.09266666666667
TOB2	-0.3063125
BANK1	2.8808
OR2V2	0.305
GRM2	0.654125
PROSC	0.6002
SPIN2B	1.3202
PIR	-0.753545454545455
IPO9	-0.205928571428571
EVC	-1.234125
CXCL13	0.197625
KIAA1199	-0.293230769230769
SORL1	2.4592
NAT10	-0.7086
CHD1	-2.0202
SYN3	1.8966
SLC22A2	0.1266
SERPINF1	0.21875
WDR34	-1.9156
OR7A17	0.1778
C9orf11	0.552
RNF216L	0.257666666666667
LHB	0.917
STK25	0.2661
TAOK3	1.1119
LOC152573	-2.0578
C3orf39	1.6488
C14orf108	0.319923076923077
CDC25B	-1.73678571428571
BMP3	0.181666666666667
TMEM180	0.910666666666667
MAP1LC3C	0.1652
CRYGC	-0.291
POU3F1	0.245384615384615
C20orf32	0.0406666666666667
CCDC95	-0.0035
HIGD1B	4.9534
USP6NL	-0.8229
ABCD4	0.057875
DIMT1L	0.0510625
TEK	1.79945454545455
SLC25A46	0.0552
LARP7	-1.34314285714286
CD160	0.653875
MT1JP	2.43442857142857
PHF20	-0.537904761904762
CPNE4	5.9418
GTPBP1	-0.723263157894737
RAB33B	1.353625
ALDOC	2.676
ZNF212	-1.0076
NUDT1	-2.10375
RFPL2	5.04066666666667
ZNF83	-0.339875
GDPD5	-0.015
PDCD4	0.0221538461538462
CEP350	-0.4104
OR10A2	0.5292
CST7	-1.8508
CIAO1	-0.6832
SELL	-0.131363636363636
OR8J3	-0.092
LTBP4	-0.355375
SIRT6	-0.2296
CCL19	1.1294
PPIL1	0.386375
GBP7	0.155375
STK17A	-0.674461538461538
ABR	2.817
OR9G1	0.273
FOXE1	-0.4369
CNGA3	2.01166666666667
GML	0.199333333333333
CD38	-2.3226
ZDHHC6	-0.17425
NEFH	2.3366
CTDSP2	-0.95625
PGBD5	2.64122222222222
CCNY	1.06911111111111
RMND5B	0.1533125
ZNF257	-1.7486
FLJ22167	0.7472
EXOSC7	-1.09
ROR2	-0.4416
MAOA	1.61427272727273
TNNT3	0.5655
GYPC	-1.69383333333333
C7orf33	-0.491666666666667
PLIN	1.1215
LOC90826	0.1922
RNF4	0.120692307692308
F8A1	0.79375
PLEKHG4	-2.3732
GRB2	0.251888888888889
HIST1H2AD	-2.0886
DUS3L	-1.323375
EIF1	-0.577
RP5-1077B9.4	-0.697888888888889
FPGT	0.018
GDF10	3.711375
COQ9	0.4098
GCC2	0.762333333333333
RARRES3	1.32263636363636
PLXNA1	0.500785714285714
KIAA0100	-0.9115
PMF1	-0.0588
FNDC1	1.4952
HS2ST1	0.343
CRELD2	-0.488
C8G	-1.18266666666667
CD82	-0.6658
LIM2	-0.252
UNQ6490	0.482
MMP16	0.640833333333333
DRD3	-0.126333333333333
C5orf26	0.7828
C11orf73	0.4264
PTP4A2	0.2531
OR4M2	0.064
HPCA	0.780875
SEC14L1	-0.671125
CHFR	-0.173181818181818
EMILIN1	-0.4983
NDUFS4	1.1274
COL18A1	-2.0804
PDZD3	0.172230769230769
C9orf16	2.074875
ERBB2IP	-0.224142857142857
EMX2	6.1066
FUS	-3.1764
TF	0.109
CLCN4	3.349375
CXorf56	-0.3092
C11orf72	0.175
ELAC2	-1.2666
NPR1	-0.9968
ASS1	-1.70366666666667
USP42	-0.2446
POLR2J	-0.154666666666667
SEC23IP	-0.09125
UQCRC1	0.5792
LOC729603	-0.0364
C1orf71	0.508
POLG	-2.858
ADAM23	0.083
TFR2	-0.6338
RICTOR	-0.106230769230769
MGC39606	4.1226
C19orf55	-0.246545454545455
SNAPC1	-1.853875
GNA11	0.631090909090909
CCDC52	-1.49725
FSIP1	1.20633333333333
UPF3A	-0.6126
IGSF11	1.519
LAGE3	1.0094
CHST6	1.864
UNC13B	0.597909090909091
TTLL4	-1.92127272727273
ZNF687	-0.3868
SDC2	-0.209
COX7A2	1.716
LAMB4	-0.0085
FAM24A	0.526333333333333
LRRTM3	3.212875
GPHB5	0.1182
OR4C13	-0.156666666666667
EIF3EIP	0.238888888888889
HABP4	2.19
TMEM125	3.389
CNTN2	3.44309090909091
ASNSD1	0.6122
FUT4	-1.0741
ACF	-2.402
LOC158381	-0.3335
CDH8	4.8208
AGPS	-1.92575
C4orf18	2.36809090909091
PECI	-0.208928571428571
UNG	-1.23563636363636
GSTP1	-0.931090909090909
DCUN1D5	-1.09775
DKFZP564J0863	-3.0184
SLC9A3R1	-0.567818181818182
BCDO2	1.63336363636364
CHMP7	-0.325
REM2	0.275666666666667
DNHD1	-0.1274
FKBP4	-1.37372727272727
ZNF350	0.3968
MGC11102	0.420909090909091
BST1	-0.7542
KISS1R	0.207
NCR2	0.348333333333333
DEFB125	0.271
UBE2W	1.69054545454545
KRT15	-3.47345454545455
C10orf99	-0.0683333333333333
SCN11A	0.772818181818182
GFI1	-2.5946
RDHE2	2.679375
FHL1	1.9245
OSGEP	0.0975
GATA1	-3.17125
SMC6	-1.9098
TTTY14	-0.584333333333333
LPIN3	0.1396
RPL4	-1.49542857142857
RBPMS	-2.45428571428571
PRPF3	-0.582
EMR1	-1.063
SPATA19	1.1646
XCR1	0.482333333333333
IRX3	-2.75576923076923
RBM6	-0.56
KLF4	-1.65723076923077
UNC5CL	-1.0274
SEBOX	-0.045
BTK	-2.0404
KRCC1	0.118
C6orf27	0.862333333333333
SYTL5	0.0973333333333333
PRND	0.901909090909091
LOC653319	0.979333333333333
PIGL	-0.691636363636364
HUS1	-1.07125
SFRS6	-1.4168125
C17orf77	0.524333333333333
UIMC1	-0.4795
FXYD2	-1.49346153846154
LOC283152	-0.6974
ZNF667	2.1512
ZCCHC12	4.53
TFEC	1.21184615384615
ATP7B	-0.137375
POLD2	-1.6415
RG9MTD1	0.334
ACOT2	1.3455
HIST1H4I	-1.03472727272727
PPARGC1A	1.59769230769231
ETFA	-0.961785714285714
POLRMT	-0.1898
ZNF146	-2.00845454545455
MIA2	-1.49566666666667
KLHL6	-2.816375
HOXB5	-1.17072727272727
NENF	1.383875
CUGBP1	-0.983
PRSS22	-0.792
CASC4	1.58446153846154
CUL4B	-0.144384615384615
CENPJ	-1.78621428571429
PITX1	-2.080625
FLJ31033	-0.937285714285714
CELSR3	1.004375
ZNF568	0.6346
ITSN1	-0.123933333333333
EHBP1L1	-0.306
C19orf2	-0.747
DCTN1	0.3278
LIN28B	-2.067875
TNKS2	-0.2254
C1QBP	-0.309
CADPS2	2.089
SRMS	0.1296
GJA9	0.3325
MGC24975	-0.5665
TRIM45	-1.273375
TSP50	0.0946
TCP1	-0.9176
TMED7	-0.104916666666667
CMA1	0.506
CENPL	-1.79075
PTCRA	0.115333333333333
FST	-4.2082
VWCE	-1.4152
PAWR	-2.4856
ABCC12	3.93375
LDLR	-2.33092307692308
ASTN2	1.93907142857143
LOC441212	-0.0630909090909092
GPATCH8	0.0725
TANC2	-0.152625
KIF4A	-3.2184
C18orf18	-0.1218
PGM1	-0.4314
KIAA0258	-0.2286
CPD	-0.1003
SNCAIP	0.667
DCT	-3.34322222222222
HLA-DOA	1.1231935483871
OR11L1	0.654333333333333
UPK1B	-0.031625
DNAJB4	1.006
UGT1A8	-0.489
HIST1H4L	1.52066666666667
PECR	-1.572875
HSPA2	3.6132
WFIKKN1	0.384666666666667
SERP1	0.0396
SYDE2	-0.515833333333333
TACR2	0.282333333333333
NUP85	-0.9754
CD177	-0.162666666666667
LGR5	-0.709875
PIGG	-0.7608125
PTHR1	0.651125
RAB5A	0.617307692307692
FLJ13224	0.00966666666666667
USP9Y	-2.06
C7orf53	-1.36366666666667
LRP1B	5.7006
XAF1	0.469266666666667
ABCG8	-1.92233333333333
ANKDD1A	0.28625
DAND5	-0.968
SPAG6	2.332875
LINCR	-0.4164
ZDHHC22	2.6147
CCDC60	0.0253333333333333
THOC7	-0.544625
TCTA	1.01069230769231
OR8K3	-0.4406
NY-REN-7	3.076
B2M	-0.181625
C6orf141	-2.1426
LPPR4	7.42966666666667
SQLE	-1.33745454545455
SEPHS1	-0.9788
BTBD14B	0.307166666666667
PLRG1	-0.1312
