Hybridization REF	TCGA-14-0862-01B-01R-1847-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	-0.587625
CREB3L1	0.278
RPS11	0.8064
PNMA1	-0.6142
MMP2	-2.191125
C10orf90	0.1388
ZHX3	0.901875
ERCC5	-1.6448
GPR98	1.6535
RXFP3	1.42366666666667
APBB2	1.5152
PRO0478	-1.215
KLHL13	1.977
PRSSL1	-0.129
PDCL3	-0.4315
DECR1	0.7878
SALL1	1.13575
CADM4	-0.097
RPS18	1.30563157894737
HNRPD	-2.46613333333333
CFHR5	1.33175
SLC10A7	-0.1007
OR2K2	0.108
LMAN1	-1.54354545454545
SUHW1	-2.4532
CHD8	-1.26038461538462
SUMO1	1.70376923076923
GP1BA	-0.576583333333333
DDB1	-0.00825
MYO9B	-1.07464285714286
MMP7	4.7286
CRNKL1	0.5814
C9orf45	-2.31128571428571
XAB2	-1.2135
RTN1	3.384
KLHL14	-0.994625
TBX10	-1.61566666666667
CENPQ	0.9606
UTY	1.17168421052632
ZBTB12	-0.496666666666667
DTNBP1	0.5344
KBTBD8	0.1795
ZEB1	1.604375
ZG16	-1.32375
MIER1	0.806076923076923
ADAM5P	-1.194
CHD9	-0.500421052631579
STK16	2.608
KIAA1486	-0.0653333333333333
TOB2	-1.0446875
BANK1	1.066
OR2V2	-0.232
GRM2	0.18425
PROSC	-0.5525
SPIN2B	0.7912
PIR	-0.163181818181818
IPO9	-0.802583333333333
EVC	-1.66125
CXCL13	1.919125
KIAA1199	-1.32953846153846
SORL1	2.0062
NAT10	-1.0482
CHD1	-0.894
SYN3	1.5726
SLC22A2	0.10325
SERPINF1	-1.456
WDR34	-2.1568
OR7A17	0.4482
C9orf11	0.032
RNF216L	0.86325
LHB	1.539
STK25	-1.1866
TAOK3	0.1583
LOC152573	-0.8454
C3orf39	0.574
C14orf108	-1.31269230769231
CDC25B	-0.721928571428571
BMP3	1.2705
TMEM180	1.046
MAP1LC3C	1.26
CRYGC	-2.429
POU3F1	-0.598384615384615
C20orf32	-0.0363333333333333
CCDC95	-0.3375
HIGD1B	7.7558
USP6NL	-0.6213
ABCD4	0.582875
DIMT1L	0.28
TEK	-0.755090909090909
SLC25A46	1.7062
LARP7	-1.92478571428571
CD160	1.851125
MT1JP	3.10385714285714
PHF20	-1.443
CPNE4	-0.744
GTPBP1	-1.49115789473684
RAB33B	2.238
ALDOC	-0.319636363636364
ZNF212	-1.1818
NUDT1	-0.553
RFPL2	-1.2052
ZNF83	-0.31
GDPD5	-1.7079
PDCD4	0.305423076923077
CEP350	-0.7764
OR10A2	0.9538
CST7	0.2182
CIAO1	0.696
SELL	2.3709
OR8J3	1.292
LTBP4	-1.58025
SIRT6	-0.029
CCL19	1.5656
PPIL1	1.315
GBP7	0.6014
STK17A	2.14692307692308
ABR	0.0744
OR9G1	-2.558
