Hybridization REF	TCGA-12-0818-01A-01R-0388-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.5358125
CREB3L1	-0.813166666666667
RPS11	0.8984
PNMA1	2.471
MMP2	-1.388875
C10orf90	-0.707
ZHX3	1.599
ERCC5	0.6892
GPR98	0.134
RXFP3	0.278
APBB2	0.6374
PRO0478	0.781636363636364
KLHL13	0.6718
PRSSL1	-0.739875
PDCL3	-0.796
DECR1	0.2187
SALL1	1.3075
CADM4	1.0075
RPS18	-0.216894736842105
HNRPD	-0.737533333333333
CFHR5	0.1195
SLC10A7	0.314
OR2K2	0.174
LMAN1	-2.08454545454545
SUHW1	-1.352
CHD8	-0.103
SUMO1	-0.533692307692308
GP1BA	0.330307692307692
DDB1	-0.366625
MYO9B	0.0864285714285714
MMP7	0.8686
CRNKL1	-0.3858
C9orf45	-1.490875
XAB2	-0.1694
RTN1	3.0277
KLHL14	-0.7587
TBX10	0.0406666666666667
CENPQ	-0.7214
UTY	-0.759315789473684
ZBTB12	0.155
DTNBP1	-0.5264
KBTBD8	-1.22825
ZEB1	2.393
ZG16	-0.7458
MIER1	0.0309230769230769
ADAM5P	-0.257666666666667
CHD9	1.17795238095238
STK16	0.008
KIAA1486	0.264333333333333
TOB2	1.4745
BANK1	0.0994
OR2V2	0.2732
GRM2	0.183
PROSC	0.4877
SPIN2B	0.5774
PIR	-3.68309090909091
IPO9	0.140571428571429
EVC	-1.5155
CXCL13	0.194
KIAA1199	-0.370538461538461
SORL1	3.8514
NAT10	-0.398
CHD1	-1.6062
SYN3	0.0404
SLC22A2	0.0104
SERPINF1	-2.4705
WDR34	-1.7652
OR7A17	0.1068
C9orf11	0.451
RNF216L	-0.2535
LHB	0.327666666666667
STK25	-0.0587
TAOK3	2.1077
LOC152573	-0.0498
C3orf39	1.5068
C14orf108	-0.426538461538461
CDC25B	-1.43207142857143
BMP3	0.148
TMEM180	0.0416666666666667
MAP1LC3C	-0.0206
CRYGC	-0.117333333333333
POU3F1	-0.0253076923076923
C20orf32	-0.250333333333333
CCDC95	-0.1375
HIGD1B	3.9976
USP6NL	-0.17
ABCD4	0.4075
DIMT1L	0.4258125
TEK	1.28063636363636
SLC25A46	-1.0236
LARP7	-0.826285714285714
CD160	0.220125
MT1JP	1.64828571428571
PHF20	0.170904761904762
CPNE4	-0.4602
GTPBP1	0.132052631578947
RAB33B	-0.74525
ALDOC	3.14681818181818
ZNF212	0.1324
NUDT1	-1.034875
RFPL2	1.52083333333333
ZNF83	0.238625
GDPD5	-0.9192
PDCD4	0.975192307692307
CEP350	0.542
OR10A2	0.28
CST7	-1.3142
CIAO1	-1.3496
SELL	0.753090909090909
OR8J3	0.202333333333333
LTBP4	0.117125
SIRT6	-0.0818
CCL19	1.5128
PPIL1	-0.639625
GBP7	0.447375
STK17A	-0.803538461538462
ABR	1.8544
OR9G1	0.349
FOXE1	0.0165
CNGA3	1.96233333333333
GML	0.394333333333333
CD38	-2.2414
ZDHHC6	-0.42925
NEFH	-3.538
CTDSP2	0.058125
PGBD5	-0.208777777777778
CCNY	0.396166666666667
RMND5B	-0.27125
ZNF257	-2.1876
FLJ22167	0.3901
EXOSC7	-0.367625
ROR2	-0.3612
MAOA	1.78181818181818
TNNT3	-0.01675
GYPC	-1.422
C7orf33	0.0636666666666667
PLIN	0.445125
LOC90826	-0.1116
RNF4	0.0102307692307692
F8A1	-0.45225
PLEKHG4	-3.8234
GRB2	0.246
HIST1H2AD	-1.245
DUS3L	-0.752
EIF1	-0.038375
RP5-1077B9.4	-0.315888888888889
FPGT	-0.2826
GDF10	4.235625
COQ9	0.6292
GCC2	0.145555555555556
RARRES3	1.02809090909091
PLXNA1	-0.271857142857143
KIAA0100	-0.120214285714286
PMF1	-0.2284
FNDC1	0.4408
HS2ST1	0.361625
CRELD2	-0.2096
C8G	-1.25733333333333
CD82	0.872
LIM2	-0.27
UNQ6490	0.00266666666666666
MMP16	0.592333333333333
DRD3	-0.0253333333333333
C5orf26	-0.206
C11orf73	0.087
PTP4A2	-0.0178
OR4M2	0.226
HPCA	-1.68825
SEC14L1	0.363375
CHFR	-0.218272727272727
EMILIN1	-0.3338
NDUFS4	-0.2632
COL18A1	-1.0286
PDZD3	0.120846153846154
C9orf16	0.049875
ERBB2IP	1.30857142857143
EMX2	2.4476
FUS	-2.159
TF	-2.36469230769231
CLCN4	0.847875
CXorf56	-0.1702
C11orf72	0.158833333333333
ELAC2	-0.841266666666666
NPR1	-0.4502
ASS1	-2.94266666666667
USP42	0.6653
POLR2J	1.25233333333333
SEC23IP	-0.366625
UQCRC1	0.0654
LOC729603	-0.0286
C1orf71	-0.3997
POLG	-2.7165
ADAM23	-1.5985
TFR2	-0.828
RICTOR	0.892846153846154
MGC39606	1.0594
C19orf55	-0.156909090909091
SNAPC1	-1.118125
GNA11	0.690727272727273
CCDC52	-0.74075
FSIP1	-0.322666666666667
UPF3A	0.7859
IGSF11	1.606625
LAGE3	-0.3918
CHST6	-1.967
UNC13B	-0.0252727272727273
TTLL4	-1.10772727272727
ZNF687	-0.0506
SDC2	-1.91892857142857
COX7A2	0.552
LAMB4	0.7072
FAM24A	0.485
LRRTM3	2.26875
GPHB5	-0.1136
OR4C13	0.0986666666666667
EIF3EIP	0.453833333333333
HABP4	2.098
TMEM125	-2.1652
CNTN2	0.514
ASNSD1	0.6822
FUT4	-1.0618
ACF	-1.8514
LOC158381	-0.688
CDH8	0.016
AGPS	-1.8225
C4orf18	0.377181818181818
PECI	0.704928571428571
UNG	-0.801909090909091
GSTP1	0.0174545454545454
DCUN1D5	-1.29025
DKFZP564J0863	-2.595
SLC9A3R1	-1.00918181818182
BCDO2	0.126
CHMP7	-0.3232
REM2	0.137
DNHD1	0.3757
FKBP4	-1.55436363636364
ZNF350	1.076
MGC11102	0.106636363636364
BST1	-0.8024
KISS1R	0.671666666666667
NCR2	0.309
DEFB125	0.097
UBE2W	0.516454545454545
KRT15	-2.96927272727273
C10orf99	0.178333333333333
SCN11A	0.326454545454545
GFI1	-1.7662
RDHE2	-0.436
FHL1	2.543125
OSGEP	-0.437625
GATA1	-2.513
SMC6	-1.4114
TTTY14	-0.306833333333333
LPIN3	0.0994
RPL4	-0.385642857142857
RBPMS	-1.38842857142857
PRPF3	0.1705
EMR1	-0.627
SPATA19	0.2308
XCR1	0.336333333333333
IRX3	-1.28838461538462
RBM6	1.109
KLF4	-0.543615384615385
UNC5CL	1.1018
SEBOX	0.0736666666666667
BTK	-1.2592
KRCC1	1.237
C6orf27	0.665333333333333
SYTL5	-0.011
PRND	0.245454545454545
LOC653319	0.329
PIGL	-1.66227272727273
HUS1	-1.549625
SFRS6	-1.2390625
C17orf77	0.256666666666667
UIMC1	0.05375
FXYD2	-1.05161538461538
LOC283152	-1.6632
ZNF667	1.3122
ZCCHC12	0.2866
TFEC	0.738692307692308
ATP7B	-0.0685
POLD2	-1.323625
RG9MTD1	-0.1306
ACOT2	-0.79475
HIST1H4I	-0.909636363636364
PPARGC1A	2.01007692307692
ETFA	-0.666785714285714
POLRMT	-0.054
ZNF146	-0.833727272727273
MIA2	-0.426333333333333
KLHL6	-1.344625
HOXB5	-0.524909090909091
NENF	0.490875
CUGBP1	-0.419
PRSS22	-0.70825
CASC4	1.67823076923077
CUL4B	-0.188153846153846
CENPJ	-1.04021428571429
PITX1	-1.19925
FLJ31033	-0.155857142857143
CELSR3	0.685375
ZNF568	0.9598
ITSN1	0.0456666666666666
EHBP1L1	-1.591875
C19orf2	-0.7114
DCTN1	-0.0702
LIN28B	-2.09825
TNKS2	0.6774
C1QBP	-0.3123
CADPS2	0.0858
SRMS	0.0216
GJA9	0.146125
MGC24975	-1.001625
TRIM45	-1.581125
TSP50	0.1456
TCP1	-1.3292
TMED7	-0.198666666666667
CMA1	0.432
CENPL	-1.602625
PTCRA	0.067
FST	-3.6764
VWCE	-0.613
PAWR	-2.0308
ABCC12	-0.071875
LDLR	-2.65823076923077
ASTN2	2.05442857142857
LOC441212	0.126090909090909
GPATCH8	0.252166666666667
TANC2	1.403625
KIF4A	-2.2832
C18orf18	0.4678
PGM1	-0.0266
KIAA0258	-1.1636
CPD	-0.5845
SNCAIP	1.759
DCT	-2.80655555555556
HLA-DOA	0.870161290322581
OR11L1	0.466
UPK1B	-0.098875
DNAJB4	1.1554
UGT1A8	-0.0524
HIST1H4L	0.0336666666666667
PECR	-1.6515
HSPA2	1.3508
WFIKKN1	0.290666666666667
SERP1	-0.00110000000000002
SYDE2	-1.31483333333333
TACR2	0.364333333333333
NUP85	-0.5472
CD177	-0.0916666666666667
LGR5	-0.518375
PIGG	-0.1236875
PTHR1	0.4495
RAB5A	0.623076923076923
FLJ13224	0.190333333333333
USP9Y	-1.174
C7orf53	0.688333333333333
LRP1B	4.3136
XAF1	0.0768666666666667
ABCG8	-0.190333333333333
ANKDD1A	0.57875
DAND5	-0.772333333333333
SPAG6	0.034125
LINCR	-1.4094
ZDHHC22	2.478
CCDC60	0.110666666666667
THOC7	-2.312625
TCTA	-0.0985384615384615
OR8K3	0.0026
NY-REN-7	-0.179
B2M	0.140875
C6orf141	-1.5221
LPPR4	3.89033333333333
SQLE	-2.82063636363636
SEPHS1	-0.907
BTBD14B	0.328222222222222
PLRG1	-0.1988
SPG7	-0.379238095238095
ZNF614	-0.126444444444444
PARD6G	0.54575
INPP5B	-0.399846153846154
GRPEL2	-0.9551
PPID	-0.502230769230769
TRIM56	0.1154
UBE2J1	-0.978909090909091
IL20RA	-0.3402
LOC387856	0.6716
C1orf107	-1.153875
UTS2R	1.0242
C19orf22	-0.1112
SAFB2	1.1544
KIAA0652	0.4305
KLRG1	-0.4545
MS4A8B	0.21325
FRAG1	-0.644
KIAA1546	0.953
E2F4	-1.00892307692308
CLEC4M	0.151666666666667
BTBD14A	-1.0386
KIAA0999	1.43823076923077
GYPA	-2.575625
TAC1	-0.153428571428571
TRAIP	-1.9455
KIAA0232	0.766384615384615
ERCC8	-1.7216
GPX4	0.507909090909091
KIAA0368	0.179
GPR157	-0.160375
CTAGE4	-1.2435
C9orf30	-0.816375
OR52A1	0.272666666666667
HSP90B3P	-1.339
ALG9	0.028076923076923
BTBD10	0.3122
SDK2	0.219166666666667
BAIAP3	0.2894
RABGGTB	0.2412
ANKRD40	0.31825
KRT74	0.561666666666667
CALCOCO2	0.770944444444444
SNCA	-2.8042
TMSL8	-2.53127272727273
C2orf53	0.341
ESRRB	0.0028
ARHGAP26	0.3272
TDRD9	-0.5556
HRAS	-1.1945
KLRC4	0.2385
JAGN1	-0.3435
BSDC1	1.2958
RNF43	-1.94346153846154
NDUFAF1	0.2618
PHF12	0.253666666666667
OR1L3	0.1748
FOLR2	0.8372
LYZL6	0.15575
tcag7.1260	-0.381666666666667
WSB1	1.44125
PROS1	-0.676692307692308
OSTN	0.292333333333333
PSMB8	-0.9542
SOCS4	0.0429090909090909
DDIT4L	-0.5738
MAS1	0.027
MGC34796	-0.4618
CSHL1	0.210375
TBCCD1	-0.227625
ZBTB7C	0.01
AP2S1	-1.21245454545455
P15RS	0.644538461538462
VAT1	-0.687692307692308
SHANK3	1.025625
TUFM	-0.22
THEG	0.00359999999999999
KRT34	-0.5418
SGSM3	-1.0416
TOMM22	-0.5543
SOCS3	-0.4965
CPO	0.175333333333333
POP4	-0.3846
BHLHB3	2.5376
MALL	-0.646333333333333
OR1B1	0.232333333333333
PARK2	0.350444444444445
GPR124	-0.2088
LCE1E	0.089
RUVBL2	-0.8726
CGRRF1	0.983769230769231
ACPL2	-1.0926
WNT10B	-1.69009090909091
BAIAP2L2	-0.949272727272727
ISCA1	1.435
C1orf125	0.511
RPAP1	-0.0536
RAI16	0.201625
RPL27	0.113272727272727
NLRP9	0.225
EPN1	-0.0913333333333333
LOC388610	-1.1318
SLC35A1	-0.0883076923076923
GAL	-2.7322
SLC14A2	0.320166666666667
RDH11	0.231
FAM138F	0.064
AUH	0.0474
FLJ40243	0.0306
C14orf129	-1.13
MBD2	-1.29325
ABHD14B	-0.5505
PIGT	-0.923636363636364
ALS2CR4	-0.294181818181818
ALAS1	-0.210692307692308
FOXO1	2.20025
CRLF3	-1.181
C20orf107	-0.051
FARS2	-0.459
CCDC28A	0.7198
NPHP3	0.1016
OR13F1	0.219
TSEN54	-0.5726
DEFB106B	0.127461538461538
OR8B4	0.345
STH	2.7262
ZC3H14	-0.6779
CBX2	-0.022
TMEM49	-1.3694
C6orf21	0.455666666666667
FLJ20920	-1.66736363636364
CRTAP	0.228947368421053
DDX50	-0.0954
STYXL1	-0.1692
BLVRB	-0.97925
LOC147650	0.36075
MMP24	-0.367333333333333
GRID1	3.004625
BANF1	0.17425
CTAGEP	-0.714
HMBS	-1.2888
SLC25A24	-3.626375
C14orf50	-0.413
MRO	1.238
SLC25A15	-0.8678
FAM84B	0.642
TDP1	-2.31866666666667
C16orf78	0.2465
C11orf57	1.0272
RFK	-1.0151
ZFYVE9	-0.259363636363636
STCH	-0.316
WIBG	-1.1844
LOC283871	-0.537375
GBA2	-0.930857142857143
NDUFB3	-0.4212
HSD17B13	0.0413333333333333
GRIN3A	0.74575
FMNL1	-1.788375
SEPT7	0.644846153846154
GNLY	0.549
GRAMD1C	-0.740875
ZNF165	-2.1192
USP38	0.3246
FAM83A	-1.3255
C14orf24	0.2775
ARMCX3	1.2119
ARHGDIB	-1.49025
AK1	0.610727272727273
KIAA1045	0.7886
DNAJB13	0.1145
NEU2	0.233333333333333
HIST1H4B	-0.636875
FAM20B	-0.904230769230769
HES2	-0.437263157894737
FAM73B	-0.0492307692307692
LOC388381	-0.0478
INTS7	-1.85692857142857
AMPH	1.13266666666667
ZNF775	0.8881
UCKL1	-0.38975
C10orf97	0.4378
C1orf161	0.135
ALDH1L1	3.6196
FLJ39378	0.821636363636364
SLC23A1	-1.242
RBM4B	0.8746
THAP4	-0.231875
OGFRL1	-0.351
KIAA0831	0.9
PPP1R15A	-1.349
C1orf96	1.27226315789474
C12orf11	-1.638
BMF	0.0486363636363636
MAN1A1	-2.20390909090909
KIAA1600	0.9345
NLGN4X	2.7416
ALOX12	-0.24125
RB1CC1	0.587214285714286
NEIL2	0.659076923076923
EIF4E	0.0368620689655172
ABHD5	-1.3902
EXOC4	0.65
CIP29	-0.134625
BATF2	0.4702
SLC29A4	0.594272727272727
HTR4	1.067
EMB	-3.6504
TRAF6	0.2344
LMNB1	-1.4588
FAM19A5	2.33009090909091
SHE	1.3912
PIK3C2B	-0.3416
C15orf15	-0.0779285714285714
USP15	-0.0553076923076923
TCEAL2	4.4078
C5orf39	-0.117428571428571
PTGER2	-2.021
SLC31A1	-1.29480952380952
IFT172	0.0718
ADAM29	0.2278
GFOD1	1.3276
ST7L	0.345875
C15orf26	-1.081
PKN3	-1.0424
CNTD1	0.37925
COMMD1	-0.3571
NTRK2	4.6815625
FOXN3	1.60581818181818
MFGE8	-0.534769230769231
PFKFB2	1.836
TAS2R4	0.5352
ENTHD1	-0.26675
PRMT5	-0.5422
MGC16384	0.172454545454545
LOC442229	-0.7704
TSKU	-0.435636363636364
KRTCAP3	-1.89863636363636
PDLIM1	-0.914846153846154
KCNS2	0.299333333333333
RNF126	-0.279125
CEP63	-0.2905
CLIC4	0.6389
hCG_1990170	-0.2036
ACR	0.653384615384615
KLK7	-0.019
ALOX5AP	1.65218181818182
RIPK3	0.5504
TAS2R9	0.168333333333333
C19orf18	1.416
BIRC6	-0.10978947368421
ZNF16	0.758
RFT1	-1.6186
SLC8A2	0.5438
TACC1	1.37
ITGAD	0.320333333333333
SAMHD1	1.944
SH3PXD2B	0.480307692307692
EPC2	1.1624
C20orf85	0.3315
ATP13A2	-0.344875
KRT4	0.282090909090909
CAPNS1	-0.7272
MDM2	-0.4819375
PCDH20	2.9404
KCNK9	0.226
OR2C1	-0.0193333333333333
KLHDC3	-0.1985
IPPK	-0.0943333333333333
EFHD2	-0.5636
GALR3	0.8194
NBEA	1.835
ABCA6	1.40423076923077
CLDN3	-2.464
AKT2	-0.772157894736842
EGFR	1.581
RBM16	0.6394
ZDHHC3	-0.791538461538462
SLC25A4	1.170875
CYB5B	-1.397625
CPXM1	-0.2962
NDRG1	-1.488625
FLJ43826	0.2344
OR5L2	0.3255
FARP2	-0.0225384615384615
MRPL46	-0.0235625
LDHAL6B	-0.07375
MAPKAPK3	-1.219875
NCAM2	1.1914
PRKD2	-0.330625
ZFP36L1	0.950307692307692
CYSLTR1	-0.9024
OR4C3	0.08
HIST1H2AJ	-1.91566666666667
CCNB2	-3.49654545454545
ZNF10	0.8172
TMEM175	0.694666666666667
FAM134A	0.896875
TIGD4	0.586666666666667
PCNP	0.5524
MGC39715	1.06533333333333
LQK1	-2.8158
CREB1	0.014923076923077
TMPRSS3	-2.70366666666667
C4orf32	-2.5274
LAT	-1.51666666666667
KCNA3	-0.395
SKIV2L2	-1.0498
ROPN1B	-3.4948
tcag7.23	0.2915
CDT1	-2.9947
ZHX2	2.53618181818182
CD28	-3.7142
ZNF624	0.682
SEPT2	0.0924666666666666
SOHLH2	-0.974363636363636
MCOLN3	-0.287454545454545
UNQ1945	0.308
MASP2	-0.289333333333333
ZNRF3	1.58107692307692
GPATCH3	-0.0808
AGL	-0.214909090909091
QRICH2	-0.101
PSD4	-2.1265
CCNB1IP1	-0.009
ENPP7	0.0382
OBFC1	-1.2578
KCNG3	-0.496666666666667
C14orf79	-0.628066666666667
ENPEP	1.398875
SCT	0.19
SKI	0.639454545454545
SEC61G	-1.7548
CAPN11	-0.2746
ATXN7L3	-0.336
DBNDD1	-0.6205
FAIM	-0.5066
ANKRD36	-0.160333333333333
GABRP	-0.436888888888889
TACSTD2	-3.323
EIF3J	-0.1266
PPP2R2A	-0.251
TEKT4	0.281375
PVALB	-3.016625
F10	-2.27625
FAM134C	0.00338461538461537
COMP	0.4394
EFCBP1	-2.64631818181818
SCLT1	1.1097
TAL1	-0.39
ACSL1	-0.7364
ABCC5	-0.415533333333333
ABL1	0.021
RBBP7	-0.39775
PTPRG	1.1496
NCOR1	-0.260846153846154
SPINK4	-1.364
TXNRD1	-1.48361538461538
TNRC15	0.571
C9orf138	0.153818181818182
UBE2H	0.022625
BRDT	0.049125
C8orf31	0.652
CCNE2	-1.29757142857143
SLC6A8	0.6404
CALCR	-3.9406
PPP1CB	1.2872
ABHD8	-0.3796
ARF5	-1.09469230769231
SLC24A4	1.1186
CCT3	-0.5
ZNF121	-0.358363636363636
SLC3A2	0.602357142857143
OR13A1	0.226666666666667
SLC5A10	-0.0968
RAD50	-0.4481
IER5	-0.1015
MTHFD1L	-2.12727272727273
MBTPS2	-0.401333333333333
MVK	-0.988181818181818
NCL	-0.635846153846154
PSMD10	-0.6608
MOBP	0.672636363636364
FLJ32894	0.585
HRH1	-0.12875
C5orf30	-0.9708
NUDT16L1	0.676461538461538
RASGRP3	1.719125
PRKRIP1	-0.017076923076923
CCDC75	1.258
LOC253970	0.4022
KIAA1239	0.1952
MED21	-1.1394
SYT11	3.3091875
NTSR2	0.936666666666667
EGFL11	0.211666666666667
CXorf59	0.313
OR2A25	-0.045
SPTBN2	0.0406
LRMP	-0.446
RNF111	1.058
PTH	0.00866666666666666
LOC619208	1.361875
KIAA0895	-0.1166
RANBP5	-0.5257
P2RY10	-0.5075
NME5	1.0835
DDX21	-0.804833333333333
LRSAM1	0.0243333333333333
HDAC11	-0.27625
VMO1	1.6954
NOLA2	-0.829
ADAR	-0.185533333333333
MTO1	-0.94925
SF4	-0.186375
P2RX1	0.482875
HBM	0.4798
EN2	1.18733333333333
C14orf172	-0.0235
TM9SF2	-0.572
INHBE	-0.06025
TCTE3	0.0899333333333334
TOX2	-1.7792
CTAGE3	-0.4267
HBB	4.41215384615385
MED15	-0.64425
CASR	0.2328
C6orf66	-1.385
MTPN	0.9568
UNC50	0.5138
C21orf33	0.2459
IRF2	1.0829
PGR	-2.943125
GPR84	0.1894
CROCCL1	-0.7264
SRPX	0.689
BRE	0.0915
FGF10	0.2445
SDC3	1.152375
ZRSR1	0.426125
DKFZP434P211	0.0648
SOX6	2.08933333333333
RPUSD2	-0.2788
C14orf173	-1.00253333333333
MAPK11	0.289875
TBC1D22A	-0.479666666666667
FAM123A	4.48933333333333
COL4A6	-1.901
TOMM70A	0.103
NAB1	0.6985
MGC16385	-0.967
TSPAN18	0.05125
MED31	-0.1088
PLG	0.1342
CAPSL	-0.0743333333333333
ZNF532	1.66415384615385
ASB14	0.2885
CA8	-0.3622
NUDT16P	-0.3645
SLFN11	-2.2605
LRRIQ2	0.1641
NOL7	-0.406875
BRMS1L	-0.174
JARID1A	0.485714285714286
PANK2	-0.489
ICAM3	-1.7958
MDS1	0.130666666666667
TAF8	-0.0602
RNF139	0.7716
ZNF594	0.3915
ADAM8	0.246909090909091
SFTPC	0.616454545454545
MAN2B2	0.631
RGS12	0.915666666666666
EIF1AY	-3.850375
LRRIQ1	-0.81475
GPR150	1.3878
CCDC21	-1.206125
PRRG3	0.1346
SAA4	-4.0392
RAPGEF5	0.6039
ZCCHC2	-0.2430625
MGC39372	0.153
PPP4R2	-1.20211111111111
CDCA2	-2.37728571428571
OR4D5	0.18775
PTGFRN	-0.574076923076923
SIGLEC5	0.263875
C19orf61	-0.4315
NMUR2	0.0903333333333333
KIAA1586	-1.13125
DAGLA	1.805875
CHCHD6	-0.2632
GPR32	-0.016
NEUROD6	0.179875
SLC2A4RG	-0.35895
CA5B	0.0733333333333333
FBXL3	1.3596
MPHOSPH9	-1.0118
HMG2L1	-0.1056
HCN4	0.93475
CEACAM19	0.852166666666667
SH2D4B	0.215375
HFE2	0.268333333333333
TGM4	0.2785
LYPD2	0.053
TBC1D15	0.1434
MRPS21	-0.079
NONO	-0.748142857142857
CLEC5A	0.175909090909091
ITCH	-0.532571428571429
MGAT3	1.13025
MBP	-0.1052
RPP25	-2.23
SOSTDC1	-1.7298
HRC	-0.0084
TRIM48	0.211333333333333
TMEM133	1.7712
ECEL1P2	-0.5832
HOXC11	-0.122666666666667
DOK5	1.8886
HELZ	1.813625
LOC348180	-0.4702
MGC33894	0.1124
ADRB3	0.058
DMD	0.4973125
PTRH2	-0.1942
MPEG1	1.7155
NDUFA12	-0.035875
KRTAP2-4	0.6042
STAMBPL1	-1.2035
ADCY2	3.1105
UNQ6125	0.441333333333333
KLHL20	0.8175
SRM	-1.2508
OTC	-0.0492
TMIE	1.138875
SNX8	-0.851
LIPK	0.048
CHURC1	0.0205
KLC2	0.478
HDAC1	-0.9085
FAM128A	-0.205375
FNDC3B	-1.22742857142857
MTCP1	-0.379125
WFDC10B	0.325153846153846
PCDHGB3	-0.08
ATRNL1	1.194
CAV2	-1.19418181818182
MED26	0.365
DUS1L	-0.9074
CHRM3	-0.5859
NEK9	-0.2775
WARS2	-1.2578
TBX22	0.210666666666667
TOMM40	-1.1646
RP6-213H19.1	-4.8775
TUBGCP5	-0.2604
IGSF6	1.8448
TPPP	0.856625
UNQ6190	0.328333333333333
GSTM5	0.300454545454545
BTD	-0.4905
PDCD1LG2	-0.099875
SNRPB2	-0.7765
ERICH1	-0.2639
APOA4	-0.9156
HOXA11	-1.1362
NARG1	-0.195
MKX	1.0725
RAB28	0.464722222222222
PKP3	-3.2468
SH3GL2	4.0042
CTSO	1.1918
RPN2	-0.9009
IL28RA	-0.854375
SFMBT1	-0.416
WDR57	-0.803636363636364
FER1L3	-2.24486666666667
HSF5	0.233125
TTC9B	2.301
C4BPA	-3.081
ALB	-2.23888888888889
SORBS3	0.919727272727273
UPF2	0.925333333333333
JPH1	-0.119666666666667
AGBL2	-0.8906
DOPEY1	1.89966666666667
TERF1	-0.01925
KIF22	-1.802125
NINJ1	-0.0298
SEC61A2	1.31766666666667
HIST1H1D	-2.631
SFXN4	-0.914636363636363
UCP3	0.519769230769231
ZNF703	0.41025
MYL6B	1.365
TREM1	0.1126
OR52E6	0.413666666666667
CKMT2	1.9154
HLA-C	0.689
SLC13A3	-1.86025
TIMP4	4.28283333333333
SLIT2	-1.5256
RSF1	1.21286956521739
LONRF1	0.252555555555556
MON1A	-0.1555
CACNG6	0.58325
DPPA4	-4.96775
ZSWIM3	0.0868
ZNF804A	1.184625
CCIN	0.1218
SLC25A31	0.287
KCNMB4	2.6646
RABL5	0.587
GALNS	-0.146538461538462
STX6	0.4457
HIST1H1C	-2.52044444444444
CIDEB	-0.483363636363636
CASP4	-1.25122222222222
PDK3	-1.61585714285714
KCNJ11	0.410333333333333
TPR	-0.0706
ZSCAN20	-0.874666666666667
MTX2	-0.3066
HIST1H2BH	-1.8346
LOC283767	0.0882
LYRM7	-0.480652173913043
BRD3	-0.325125
HIST1H2BO	-1.6486
MAGEB10	-0.0373333333333333
SLC45A1	0.586
SERPINA3	-0.486653846153846
KIAA0143	0.2874
KCNJ16	2.39225
KRT79	-0.063
FABP2	-0.0735
NUT	0.2208
ZNF57	-1.5172
FBXL4	-0.1532
CLEC9A	0.500333333333333
UGT8	2.351125
BMP2K	0.831333333333333
MAPK4	2.7738
SLC25A23	1.11823076923077
HINT1	-0.451428571428571
KRTAP13-1	0.228
SFXN5	0.657615384615385
CHCHD2	-0.00326666666666663
FAM3D	0.112333333333333
NDP	1.49390909090909
RHOBTB1	-0.01
SLC4A4	3.62354545454545
RPL38	1.1644
HTF9C	-0.858125
AP2A2	0.808909090909091
ZBTB46	0.019
MAP7D1	0.6585
AOX1	-1.68642857142857
CYR61	-0.551058823529412
DTNA	1.70283333333333
JRKL	1.2552
TMOD3	-1.8956
EEA1	0.216076923076923
ADCK5	-0.9292
IL1R1	-0.490125
KLK3	0.360210526315789
HRSP12	3.0406
KTN1	-0.1756
LOH11CR2A	-0.612384615384615
RELL2	-1.01316666666667
MAB21L1	0.5745
C20orf59	0.02175
PHKB	-0.0668
ADAM2	-1.05425
TBC1D8B	-2.01975
FAM13A1	0.669809523809524
LAPTM4B	-0.8065625
LCN8	0.08
TMEM147	-0.196333333333333
SYT4	1.395875
XPO7	0.100666666666667
C9orf62	1.559
GPR75	0.606666666666667
TRIM5	-0.6583
APOC1	-0.55275
RNASE4	-2.068125
PARD6B	-2.8938
ARID1A	0.4608125
