Hybridization REF	TCGA-12-1095-01A-01R-0524-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.468375
CREB3L1	0.415166666666667
RPS11	-0.6854
PNMA1	1.9892
MMP2	-0.353375
C10orf90	0.109
ZHX3	1.354125
ERCC5	0.6532
GPR98	0.687
RXFP3	0.075
APBB2	1.3246
PRO0478	-0.391181818181818
KLHL13	1.183
PRSSL1	-0.95625
PDCL3	-0.045
DECR1	0.7373
SALL1	2.241125
CADM4	1.647625
RPS18	-0.889105263157895
HNRPD	-0.3524
CFHR5	0.726625
SLC10A7	0.0381818181818182
OR2K2	0.250666666666667
LMAN1	-1.73590909090909
SUHW1	-3.4958
CHD8	-0.194384615384615
SUMO1	0.0808461538461538
GP1BA	0.311846153846154
DDB1	-0.274125
MYO9B	0.784357142857143
MMP7	4.8806
CRNKL1	0.6516
C9orf45	-1.19825
XAB2	-0.9817
RTN1	3.1876
KLHL14	-1.4859
TBX10	-1.35666666666667
CENPQ	-1.3192
UTY	-1.45742105263158
ZBTB12	-0.163
DTNBP1	0.144
KBTBD8	0.330875
ZEB1	1.896875
ZG16	-2.361
MIER1	-0.200230769230769
ADAM5P	-0.488
CHD9	0.881714285714286
STK16	-0.2444
KIAA1486	-0.621
TOB2	0.3831875
BANK1	2.3964
OR2V2	0.5584
GRM2	-0.098625
PROSC	-0.3511
SPIN2B	0.125
PIR	-1.30572727272727
IPO9	0.3075
EVC	-0.16025
CXCL13	2.020875
KIAA1199	1.27015384615385
SORL1	2.6514
NAT10	-0.7766
CHD1	-0.112
SYN3	2.3756
SLC22A2	1.3076
SERPINF1	0.116
WDR34	-1.7376
OR7A17	0.198
C9orf11	0.303
RNF216L	0.682916666666667
LHB	0.139333333333333
STK25	-0.7506
TAOK3	1.8957
LOC152573	-1.1006
C3orf39	1.1914
C14orf108	0.464923076923077
CDC25B	-0.3745
BMP3	-0.209666666666667
TMEM180	0.278
MAP1LC3C	1.0824
CRYGC	-1.06666666666667
POU3F1	-0.00776923076923075
C20orf32	-0.264
