Hybridization REF	TCGA-06-0216-01B-01R-0340-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0705625
CREB3L1	-0.254666666666667
RPS11	0.5524
PNMA1	1.2122
MMP2	-2.071125
C10orf90	-1.2284
ZHX3	0.549
ERCC5	-0.539
GPR98	-0.226916666666667
RXFP3	-0.0233333333333333
APBB2	0.5862
PRO0478	-0.562727272727273
KLHL13	0.7694
PRSSL1	-0.273375
PDCL3	0.0445
DECR1	-0.5507
SALL1	3.28275
CADM4	1.777375
RPS18	-0.500473684210526
HNRPD	-0.623466666666667
CFHR5	-0.134875
SLC10A7	0.139636363636364
OR2K2	0.585
LMAN1	-2.02681818181818
SUHW1	-1.8198
CHD8	-0.688923076923077
SUMO1	0.294846153846154
GP1BA	0.246307692307692
DDB1	-0.618625
MYO9B	0.185357142857143
MMP7	2.1486
CRNKL1	0.2208
C9orf45	-0.469125
XAB2	-0.7497
RTN1	1.7783
KLHL14	-0.3006
TBX10	-0.185
CENPQ	-0.8612
UTY	-1.16136842105263
ZBTB12	-0.0556666666666667
DTNBP1	-0.5567
KBTBD8	0.47325
ZEB1	2.2795
ZG16	-0.7554
MIER1	0.235923076923077
ADAM5P	-0.933333333333333
CHD9	0.0294285714285715
STK16	1.3668
KIAA1486	0.147
TOB2	0.62
BANK1	0.9682
OR2V2	0.2622
GRM2	0.09875
PROSC	-0.3199
SPIN2B	0.7356
PIR	-0.696909090909091
IPO9	-0.0529285714285714
EVC	0.163875
CXCL13	0.75425
KIAA1199	0.225307692307692
SORL1	2.3482
NAT10	-0.5824
CHD1	-0.5284
SYN3	-0.0246
SLC22A2	0.0754
SERPINF1	-0.917375
WDR34	-0.0662
OR7A17	0.1756
C9orf11	0.820333333333333
RNF216L	1.51833333333333
LHB	0.189666666666667
STK25	-0.8277
TAOK3	1.064
LOC152573	-0.7352
C3orf39	1.2056
C14orf108	-0.166538461538461
CDC25B	-0.920642857142857
BMP3	0.477666666666667
TMEM180	0.747
MAP1LC3C	3.2994
CRYGC	0.031
POU3F1	0.224846153846154
C20orf32	0.073
CCDC95	-0.465
HIGD1B	4.2118
USP6NL	0.45
ABCD4	0.725625
DIMT1L	0.383
TEK	0.678090909090909
SLC25A46	-0.0846
LARP7	-0.583571428571429
CD160	0.0795
MT1JP	2.16914285714286
PHF20	-0.528952380952381
CPNE4	0.9662
GTPBP1	-0.642947368421053
RAB33B	1.40075
ALDOC	1.46072727272727
ZNF212	0.0164
NUDT1	0.414125
RFPL2	-0.233
ZNF83	0.293
GDPD5	-1.2287
PDCD4	-0.504076923076923
CEP350	0.2544
OR10A2	0.1456
CST7	-1.2952
CIAO1	-0.5938
SELL	0.217181818181818
OR8J3	-0.00066666666666667
LTBP4	-0.168875
SIRT6	-0.3134
CCL19	1.2726
PPIL1	-0.375875
GBP7	0.673375
STK17A	0.513
ABR	1.9816
OR9G1	0.2225
FOXE1	-0.036
CNGA3	3.52566666666667
GML	0.083
CD38	-0.4124
ZDHHC6	-0.007625
NEFH	-1.8084
CTDSP2	-0.239625
PGBD5	-0.282444444444444
CCNY	-0.217055555555556
RMND5B	-0.60075
ZNF257	-2.2962
FLJ22167	1.7792
EXOSC7	-0.861
ROR2	0.4484
MAOA	0.779
TNNT3	0.4
GYPC	-1.469
C7orf33	0.319666666666667
PLIN	1.136375
LOC90826	0.2644
RNF4	0.226923076923077
F8A1	0.366625
PLEKHG4	-4.1986
GRB2	-0.473074074074074
HIST1H2AD	-0.4286
DUS3L	-1.006125
EIF1	-0.38625
RP5-1077B9.4	-0.504888888888889
FPGT	2.1136
GDF10	-1.4585
COQ9	0.3864
GCC2	0.0442222222222222
RARRES3	2.876
PLXNA1	0.2445
KIAA0100	-0.534571428571429
PMF1	0.1748
FNDC1	2.8926
HS2ST1	0.649
CRELD2	-0.2918
C8G	-1.0125
CD82	-0.8166
LIM2	-0.312666666666667
UNQ6490	0.0436666666666667
MMP16	0.181666666666667
DRD3	-0.160833333333333
C5orf26	-0.7826
C11orf73	-0.0103
PTP4A2	0.0764
OR4M2	0.127333333333333
HPCA	-1.906375
SEC14L1	-0.4135
CHFR	0.492454545454545
EMILIN1	-0.1083
NDUFS4	0.7212
COL18A1	-1.5883
PDZD3	0.118692307692308
C9orf16	0.147125
ERBB2IP	0.838142857142857
EMX2	4.897
FUS	-2.5716
TF	-2.74161538461539
CLCN4	1.041375
CXorf56	-0.6072
C11orf72	0.082
ELAC2	-0.930933333333333
NPR1	-0.8356
ASS1	-3.20266666666667
USP42	0.9601
POLR2J	1.11633333333333
SEC23IP	-0.33575
UQCRC1	-0.2788
LOC729603	-0.6594
C1orf71	-0.5261
POLG	-0.975
ADAM23	-1.5535
TFR2	-0.2948
RICTOR	-0.853076923076923
MGC39606	1.9322
C19orf55	-0.0936363636363636
SNAPC1	-0.99175
GNA11	0.153727272727273
CCDC52	-0.088875
FSIP1	2.07633333333333
UPF3A	0.1413
IGSF11	1.17225
LAGE3	0.6672
CHST6	2.70366666666667
UNC13B	0.00872727272727273
TTLL4	-0.246
ZNF687	-0.0575
SDC2	-1.04657142857143
COX7A2	-0.1728
LAMB4	1.2928
FAM24A	0.444666666666667
LRRTM3	1.285875
GPHB5	0.1686
OR4C13	-0.088
EIF3EIP	-0.703944444444444
HABP4	0.738666666666667
TMEM125	-1.4918
CNTN2	1.31027272727273
ASNSD1	0.6622
FUT4	-0.4281
ACF	-2.0394
LOC158381	0.786
CDH8	1.632
AGPS	-0.935625
C4orf18	2.18236363636364
PECI	0.161214285714286
UNG	-0.908909090909091
GSTP1	0.504181818181818
DCUN1D5	-1.14725
DKFZP564J0863	-1.6196
SLC9A3R1	-0.681181818181818
BCDO2	1.37581818181818
CHMP7	-1.07
REM2	0.075
DNHD1	0.2239
FKBP4	-1.87318181818182
ZNF350	0.9172
MGC11102	0.142090909090909
BST1	0.6208
KISS1R	-0.194333333333333
NCR2	0.273
DEFB125	0.209333333333333
UBE2W	0.308909090909091
KRT15	-3.52072727272727
C10orf99	-0.101333333333333
SCN11A	0.128545454545455
GFI1	-2.2026
RDHE2	-0.324875
FHL1	2.60875
OSGEP	-0.115375
GATA1	-3.320875
SMC6	-0.6552
TTTY14	-0.813333333333333
LPIN3	0.0402
RPL4	-1.40328571428571
RBPMS	-2.28114285714286
PRPF3	-0.61625
EMR1	-0.363
SPATA19	0.2036
XCR1	0.136
IRX3	-0.561615384615385
RBM6	-0.6602
KLF4	-1.68015384615385
UNC5CL	-0.9578
SEBOX	0.173
BTK	-1.092
KRCC1	1.3964
C6orf27	0.362
SYTL5	-0.430333333333333
PRND	0.391
LOC653319	0.09
PIGL	-1.00009090909091
HUS1	0.0695
SFRS6	-0.9019375
C17orf77	0.294666666666667
UIMC1	0.14525
FXYD2	-1.403
LOC283152	3.0456
ZNF667	1.4056
ZCCHC12	2.13
TFEC	1.88130769230769
ATP7B	-0.92375
