Hybridization REF	TCGA-06-0177-01A-01R-0282-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0175625
CREB3L1	-0.5395
RPS11	1.1033
PNMA1	1.1648
MMP2	-0.51125
C10orf90	0.2598
ZHX3	1.020625
ERCC5	-0.0464
GPR98	0.37675
RXFP3	0.222333333333333
APBB2	0.653
PRO0478	0.533454545454545
KLHL13	-0.2336
PRSSL1	-0.358875
PDCL3	0.177625
DECR1	-0.034
SALL1	0.14725
CADM4	0.77025
RPS18	0.580105263157895
HNRPD	-0.643533333333333
CFHR5	-0.201375
SLC10A7	-0.548818181818182
OR2K2	0.152333333333333
LMAN1	-2.15645454545455
SUHW1	-1.4076
CHD8	-0.263
SUMO1	-0.158
GP1BA	0.225769230769231
DDB1	-0.77375
MYO9B	0.362357142857143
MMP7	4.9852
CRNKL1	-0.4888
C9orf45	-0.434
XAB2	0.3533
RTN1	3.5287
KLHL14	-0.478
TBX10	-0.0143333333333333
CENPQ	0.0076
UTY	0.925578947368421
ZBTB12	-0.0653333333333333
DTNBP1	0.5829
KBTBD8	-0.04775
ZEB1	0.190375
ZG16	-0.7872
MIER1	-0.602307692307692
ADAM5P	0.272
CHD9	-0.0765238095238095
STK16	-0.4544
KIAA1486	0.804
TOB2	0.3296875
BANK1	0.8724
OR2V2	0.175
GRM2	0.230375
PROSC	0.0744
SPIN2B	0.6232
PIR	-1.59890909090909
IPO9	0.538642857142857
EVC	-0.150125
CXCL13	1.403
KIAA1199	-1.18746153846154
SORL1	0.7874
NAT10	-0.5938
CHD1	-0.8248
SYN3	0.5202
SLC22A2	0.00179999999999998
SERPINF1	-0.69375
WDR34	-1.383
OR7A17	0.0704
C9orf11	0.251
RNF216L	0.431916666666667
LHB	0.347666666666667
STK25	0.2657
TAOK3	0.9286
LOC152573	-1.172
C3orf39	0.8685
C14orf108	-0.596923076923077
CDC25B	-0.603142857142857
BMP3	-0.07
TMEM180	0.058
MAP1LC3C	0.1346
CRYGC	-0.195333333333333
POU3F1	-0.268692307692308
C20orf32	-0.259
CCDC95	0.0765
HIGD1B	3.961
USP6NL	-0.9823
ABCD4	1.107
DIMT1L	-0.227375
TEK	0.512636363636364
SLC25A46	-0.5364
LARP7	-0.9585
CD160	0.224375
MT1JP	1.819
PHF20	-0.132809523809524
CPNE4	1.1712
GTPBP1	-0.33978947368421
RAB33B	0.637
ALDOC	0.394909090909091
ZNF212	0.7248
NUDT1	0.524125
RFPL2	0.171833333333333
ZNF83	-0.123625
GDPD5	-0.1989
PDCD4	-0.241230769230769
CEP350	-0.2266
OR10A2	0.2016
CST7	-0.5984
CIAO1	-1.084
SELL	0.194636363636364
OR8J3	0.159666666666667
LTBP4	0.380375
SIRT6	0.2898
CCL19	1.3308
