Hybridization REF	TCGA-19-5951-01A-11R-1700-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.0761875
CREB3L1	0.0463333333333333
RPS11	0.2614
PNMA1	0.7604
MMP2	-0.07025
C10orf90	-1.091
ZHX3	1.134875
ERCC5	0.275
GPR98	0.645333333333333
RXFP3	0.465666666666667
APBB2	0.7132
PRO0478	-0.0226363636363636
KLHL13	-0.2766
PRSSL1	-1.003625
PDCL3	-0.089875
DECR1	0.0442
SALL1	1.3315
CADM4	1.605875
RPS18	-0.24921052631579
HNRPD	-0.1622
CFHR5	0.34825
SLC10A7	0.139727272727273
OR2K2	-0.329
LMAN1	-1.63209090909091
SUHW1	-1.0382
CHD8	0.630538461538461
SUMO1	-0.153538461538462
GP1BA	0.444307692307692
DDB1	0.328875
MYO9B	0.769142857142857
MMP7	-0.8704
CRNKL1	0.596
C9orf45	-0.757
XAB2	0.3805
RTN1	1.4031
KLHL14	-1.3137
TBX10	-0.946333333333333
CENPQ	-1.2198
UTY	-1.35147368421053
ZBTB12	0.261
DTNBP1	0.0664
KBTBD8	-1.30475
ZEB1	2.288125
ZG16	-1.53875
MIER1	0.587615384615385
ADAM5P	-0.6965
CHD9	0.580523809523809
STK16	0.1556
KIAA1486	-1.11066666666667
TOB2	1.212625
BANK1	2.5672
OR2V2	-0.3672
GRM2	0.0685
PROSC	0.3879
SPIN2B	0.0076
PIR	-1.42481818181818
IPO9	0.4905
EVC	0.086875
CXCL13	0.394285714285714
KIAA1199	-1.34546153846154
SORL1	1.0778
NAT10	-0.434
CHD1	-0.038
SYN3	-0.1806
SLC22A2	-0.318
SERPINF1	-1.3725
WDR34	-0.2436
OR7A17	-0.2468
C9orf11	0.835333333333333
RNF216L	0.757583333333333
LHB	-0.0333333333333333
STK25	-0.0616
TAOK3	0.9176
LOC152573	-0.1582
C3orf39	0.8123
C14orf108	-0.129461538461538
CDC25B	-0.299642857142857
BMP3	-0.244333333333333
TMEM180	-1.126
MAP1LC3C	0.769
CRYGC	-1.34433333333333
POU3F1	0.632615384615385
C20orf32	-0.786666666666667
CCDC95	0.014
HIGD1B	2.4588
USP6NL	0.0826
ABCD4	0.834875
DIMT1L	-0.5004375
TEK	-0.035
SLC25A46	-1.242
LARP7	-0.0744285714285713
CD160	0.4665
MT1JP	1.84771428571429
PHF20	0.0280952380952381
CPNE4	3.4148
GTPBP1	0.124631578947368
RAB33B	0.598
ALDOC	-0.226
ZNF212	0.0324
NUDT1	-0.495125
RFPL2	-1.02116666666667
ZNF83	0.24575
GDPD5	-1.0666
PDCD4	-0.512961538461538
CEP350	0.1898
OR10A2	-0.086
CST7	0.1062
CIAO1	-0.8674
SELL	-0.444727272727273
OR8J3	0.21
LTBP4	0.75775
SIRT6	0.4552
CCL19	0.3944
PPIL1	-0.5725
GBP7	0.373625
STK17A	0.293076923076923
ABR	0.6818
OR9G1	0.343
FOXE1	-1.0737
CNGA3	1.335
GML	-0.499
CD38	-2.185
ZDHHC6	-0.108375
NEFH	-2.0808
CTDSP2	0.3376875
PGBD5	-0.670333333333333
CCNY	-0.00555555555555555
RMND5B	-0.2978125
ZNF257	-2.5336
FLJ22167	0.687
EXOSC7	-0.33875
ROR2	-0.9889
MAOA	-0.09
TNNT3	0.231125
GYPC	-0.1785
C7orf33	0.106666666666667
PLIN	0.136125
LOC90826	-0.2536
RNF4	-0.104
F8A1	-0.58225
PLEKHG4	-2.2342
GRB2	-0.194407407407407
HIST1H2AD	-1.595
DUS3L	-0.49025
EIF1	-0.3225
RP5-1077B9.4	-0.440666666666667
FPGT	0.46
GDF10	-1.159
COQ9	0.381
GCC2	-0.275333333333333
RARRES3	1.32954545454545
PLXNA1	-0.0797142857142857
KIAA0100	-0.348571428571429
PMF1	-0.0218
FNDC1	-0.3194
HS2ST1	0.6500625
CRELD2	0.3744
C8G	-1.08133333333333
CD82	1.4944
LIM2	-0.684
UNQ6490	0.684
MMP16	1.25866666666667
DRD3	0.0906666666666667
C5orf26	0.1354
C11orf73	-0.35
PTP4A2	0.3784
OR4M2	0.680666666666667
HPCA	-1.290625
SEC14L1	0.182875
CHFR	0.136090909090909
EMILIN1	1.1693
NDUFS4	-0.0448
COL18A1	-0.2783
PDZD3	-0.00492307692307692
C9orf16	0.1205
ERBB2IP	1.69928571428571
EMX2	2.7636
FUS	-0.533
TF	-1.29961538461538
CLCN4	1.046125
CXorf56	-0.5372
C11orf72	0.147833333333333
ELAC2	-0.302266666666667
NPR1	-0.9518
ASS1	-0.706222222222222
USP42	0.1769
POLR2J	0.151
SEC23IP	-0.995
UQCRC1	0.0346
LOC729603	-0.5654
C1orf71	-1.291
POLG	-1.004
ADAM23	-0.821666666666667
TFR2	-0.5186
RICTOR	-0.521384615384615
MGC39606	1.156
C19orf55	-0.0179090909090909
SNAPC1	-0.701125
GNA11	0.675090909090909
CCDC52	-0.195
FSIP1	0.627666666666667
UPF3A	0.0301
IGSF11	1.530875
LAGE3	-0.5804
CHST6	0.891
UNC13B	0.160454545454545
TTLL4	-0.285909090909091
ZNF687	0.1657
SDC2	-1.13464285714286
COX7A2	-0.0436
LAMB4	-0.0424
FAM24A	0.189666666666667
LRRTM3	1.198875
GPHB5	-0.0886
OR4C13	-2.594
EIF3EIP	0.113277777777778
HABP4	0.623
TMEM125	-2.8404
CNTN2	0.932818181818182
ASNSD1	0.1636
FUT4	-0.1194
ACF	-1.2464
LOC158381	-0.308
CDH8	-0.0784
AGPS	-1.05375
C4orf18	0.46
PECI	0.560142857142857
UNG	-0.528181818181818
GSTP1	-0.131545454545455
DCUN1D5	-1.818375
DKFZP564J0863	-1.187
