Hybridization REF	TCGA-19-5954-01A-11R-1700-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.9976875
CREB3L1	-0.687666666666667
RPS11	-0.7248
PNMA1	2.0238
MMP2	-0.999
C10orf90	0.1182
ZHX3	1.300875
ERCC5	-0.05
GPR98	1.2102
RXFP3	0.379666666666667
APBB2	0.8434
PRO0478	-0.931454545454546
KLHL13	0.7242
PRSSL1	-1.25775
PDCL3	0.233625
DECR1	0.3319
SALL1	3.37825
CADM4	2.784
RPS18	-0.763684210526316
HNRPD	-0.0729333333333333
CFHR5	0.024125
SLC10A7	-0.116545454545455
OR2K2	0.392333333333333
LMAN1	-1.44709090909091
SUHW1	-3.2438
CHD8	-0.199461538461538
SUMO1	-0.174538461538462
GP1BA	0.0036923076923077
DDB1	-0.01225
MYO9B	0.702928571428571
MMP7	5.0266
CRNKL1	0.8688
C9orf45	-1.367375
XAB2	-0.311
RTN1	1.9725
KLHL14	-1.7694
TBX10	-0.837
CENPQ	-0.0128
UTY	-1.80044444444444
ZBTB12	0.00566666666666667
DTNBP1	-0.6454
KBTBD8	-0.063375
ZEB1	1.95375
ZG16	-1.249
MIER1	-0.0473076923076923
ADAM5P	-0.0283333333333333
CHD9	0.37552380952381
STK16	0.0766
KIAA1486	0.00133333333333333
TOB2	0.401625
BANK1	3.8892
OR2V2	0.4442
GRM2	0.1085
PROSC	0.8342
SPIN2B	-0.266
PIR	-1.86309090909091
IPO9	0.410857142857143
EVC	-0.11475
CXCL13	0.501125
KIAA1199	0.248692307692308
SORL1	2.855
NAT10	-0.5446
CHD1	-0.6124
SYN3	-0.00799999999999998
SLC22A2	-0.655
SERPINF1	-1.701875
WDR34	-0.2912
OR7A17	-0.0432
C9orf11	0.963666666666667
RNF216L	0.720916666666667
LHB	0.0456666666666667
STK25	-0.0594
TAOK3	1.4812
LOC152573	-2.481
C3orf39	0.9808
C14orf108	0.528384615384615
CDC25B	0.419428571428571
BMP3	0.273
TMEM180	0.483666666666667
MAP1LC3C	1.0208
CRYGC	-1.427
POU3F1	1.00330769230769
C20orf32	-0.571666666666667
CCDC95	-0.2695
HIGD1B	3.8586
USP6NL	0.0717
ABCD4	0.824875
DIMT1L	-0.28875
TEK	0.369
SLC25A46	-0.1844
LARP7	-0.947142857142858
CD160	0.498125
MT1JP	2.97857142857143
PHF20	-0.0243333333333333
CPNE4	5.0116
GTPBP1	-0.334157894736842
