Hybridization REF	TCGA-19-1385-01A-02R-0598-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.6685
CREB3L1	0.874
RPS11	-0.4031
PNMA1	1.4304
MMP2	0.107625
C10orf90	1.3148
ZHX3	1.670625
ERCC5	0.0328
GPR98	0.104416666666667
RXFP3	-0.00666666666666667
APBB2	0.8634
PRO0478	0.215727272727273
KLHL13	-0.412
PRSSL1	-1.255
PDCL3	-0.184375
DECR1	-0.0812
SALL1	1.39025
CADM4	2.591875
RPS18	-0.888894736842105
HNRPD	-0.495333333333333
CFHR5	0.710714285714286
SLC10A7	-0.510272727272727
OR2K2	0.188666666666667
LMAN1	-1.78736363636364
SUHW1	-4.1876
CHD8	-0.508461538461538
SUMO1	-0.385615384615385
GP1BA	0.556538461538462
DDB1	0.100125
MYO9B	0.761428571428571
MMP7	4.7708
CRNKL1	-0.4625
C9orf45	-1.18975
XAB2	-1.0038
RTN1	2.61933333333333
KLHL14	-0.5716
TBX10	-2.142
CENPQ	-1.6884
UTY	1.34742105263158
ZBTB12	-0.596333333333333
DTNBP1	0.0209
KBTBD8	-0.139125
ZEB1	1.981125
ZG16	-3.1662
MIER1	-0.330461538461538
ADAM5P	0.789333333333333
CHD9	0.705571428571429
STK16	0.4522
KIAA1486	-1.461
TOB2	0.0770625
BANK1	4.0972
OR2V2	0.0534
GRM2	-0.268625
PROSC	0.2881
SPIN2B	-0.0362
PIR	-1.18281818181818
IPO9	0.305142857142857
EVC	1.091875
CXCL13	1.980375
KIAA1199	3.931
SORL1	2.4548
NAT10	-0.2544
CHD1	-0.7466
SYN3	-0.577
SLC22A2	4.7942
SERPINF1	3.182
WDR34	-1.3028
OR7A17	0.1498
C9orf11	0.0186666666666667
RNF216L	0.380583333333333
LHB	0.0886666666666667
STK25	0.2527
TAOK3	1.4757
LOC152573	-2.1608
C3orf39	1.1396
C14orf108	0.0936153846153846
CDC25B	-0.587071428571429
BMP3	0.603
TMEM180	0.402
MAP1LC3C	2.0422
CRYGC	-2.20066666666667
