Hybridization REF	TCGA-28-1751-01A-02R-0598-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.4905
CREB3L1	0.092
RPS11	0.409
PNMA1	1.5532
MMP2	-0.945
C10orf90	1.0372
ZHX3	1.736625
ERCC5	0.1052
GPR98	0.247636363636364
RXFP3	0.172666666666667
APBB2	0.6702
PRO0478	-1.10545454545455
KLHL13	0.1026
PRSSL1	-0.671125
PDCL3	0.0345
DECR1	-0.2455
SALL1	2.522375
CADM4	1.522125
RPS18	-0.341052631578947
HNRPD	-0.5886
CFHR5	0.6545
SLC10A7	-0.108454545454545
OR2K2	1.175
LMAN1	-1.36863636363636
SUHW1	-3.7392
CHD8	-0.701461538461539
SUMO1	-0.0282307692307692
GP1BA	0.265230769230769
DDB1	-0.324875
MYO9B	1.48264285714286
MMP7	8.2612
CRNKL1	0.811
C9orf45	-1.58025
XAB2	-0.527
RTN1	3.9898
KLHL14	-1.021
TBX10	-1.143
CENPQ	-0.7744
UTY	-2.00647058823529
ZBTB12	-0.488333333333333
DTNBP1	0.2921
KBTBD8	0.23175
ZEB1	2.151375
ZG16	-2.44
MIER1	-0.322615384615385
ADAM5P	-0.547666666666667
CHD9	0.378238095238095
STK16	0.0488
KIAA1486	-0.639333333333333
TOB2	0.31675
BANK1	1.1132
OR2V2	-0.1948
GRM2	-0.0335
PROSC	0.3187
SPIN2B	0.4274
PIR	-1.44818181818182
IPO9	-0.366357142857143
EVC	0.64225
CXCL13	0.750375
KIAA1199	0.209846153846154
SORL1	2.1032
NAT10	-0.3626
CHD1	-0.158
SYN3	-0.1644
SLC22A2	-0.4144
SERPINF1	-0.493375
WDR34	-1.0172
OR7A17	0.305
C9orf11	-1.244
RNF216L	0.631833333333333
LHB	0.189666666666667
STK25	-0.2425
TAOK3	1.4827
LOC152573	-1.8966
C3orf39	0.9224
C14orf108	-0.318538461538461
CDC25B	-0.225642857142857
BMP3	0.570666666666667
TMEM180	-0.118333333333333
MAP1LC3C	1.9782
CRYGC	-1.21766666666667
POU3F1	-0.0839230769230769
C20orf32	-1.157
CCDC95	-0.299
HIGD1B	6.5294
USP6NL	-0.1279
ABCD4	1.063375
DIMT1L	-0.560875
TEK	0.888909090909091
SLC25A46	-0.364
LARP7	-1.24421428571429
CD160	0.004875
