Hybridization REF	TCGA-76-6661-01B-11R-1847-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.399
CREB3L1	0.4375
RPS11	0.7204
PNMA1	1.2562
MMP2	-0.5775
C10orf90	1.5324
ZHX3	1.98575
ERCC5	-0.1596
GPR98	0.857454545454545
RXFP3	0.616333333333333
APBB2	0.7022
PRO0478	-0.308909090909091
KLHL13	0.01
PRSSL1	-1.204125
PDCL3	-0.275625
DECR1	-0.1256
SALL1	2.5285
CADM4	2.996
RPS18	-0.479947368421053
HNRPD	-1.1024
CFHR5	0.649666666666667
SLC10A7	-0.0367272727272727
OR2K2	0.988666666666667
LMAN1	-1.63354545454545
SUHW1	-3.3384
CHD8	0.387692307692308
SUMO1	-0.0355384615384615
GP1BA	0.383230769230769
DDB1	-0.16325
MYO9B	1.22728571428571
MMP7	1.6056
CRNKL1	0.486
C9orf45	-2.0885
XAB2	0.6118
RTN1	3.9287
KLHL14	-1.0657
TBX10	-1.95333333333333
CENPQ	-0.7556
UTY	0.815368421052631
ZBTB12	-0.068
DTNBP1	-0.4838
KBTBD8	-0.47775
ZEB1	4.24475
ZG16	-1.904
MIER1	0.884384615384615
ADAM5P	-0.029
CHD9	0.673238095238095
STK16	0.3938
KIAA1486	-0.0496666666666667
TOB2	1.806375
BANK1	3.5614
OR2V2	-0.6332
GRM2	-0.0895
PROSC	0.958
SPIN2B	-0.2254
PIR	-2.63290909090909
IPO9	0.348928571428571
EVC	-0.03375
CXCL13	0.932125
KIAA1199	-0.161538461538462
SORL1	1.8766
NAT10	-0.4104
CHD1	-1.0268
SYN3	0.3664
SLC22A2	-0.6564
SERPINF1	-2.103875
WDR34	-1.2948
OR7A17	0.4888
C9orf11	0.541333333333333
RNF216L	0.719833333333333
LHB	0.388
STK25	-0.1617
TAOK3	1.3656
LOC152573	-0.976
C3orf39	1.1962
C14orf108	-0.019
CDC25B	0.0626428571428572
BMP3	0.153333333333333
TMEM180	0.593666666666667
MAP1LC3C	1.7746
CRYGC	-1.41166666666667
POU3F1	0.825
C20orf32	-1.10166666666667
CCDC95	-0.4255
HIGD1B	5.4888
USP6NL	-0.5644
ABCD4	0.714
DIMT1L	-0.6354375
TEK	1.65272727272727
SLC25A46	-0.9318
LARP7	-0.419714285714286
CD160	0.0884285714285714
MT1JP	4.52785714285714
PHF20	0.130095238095238
CPNE4	6.5338
GTPBP1	0.29
RAB33B	1.198625
ALDOC	1.61890909090909
ZNF212	0.63
NUDT1	-0.681375
RFPL2	-2.06083333333333
ZNF83	-0.0985
GDPD5	-1.3043
PDCD4	-0.249307692307692
CEP350	0.402
OR10A2	0.0302
