Hybridization REF	TCGA-DB-5274-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.8185
CREB3L1	0.262
RPS11	0.4767
PNMA1	2.6394
MMP2	-1.469625
C10orf90	1.1734
ZHX3	1.253375
ERCC5	0.3646
GPR98	1.01090909090909
RXFP3	0.460666666666667
APBB2	1.5686
PRO0478	-0.545636363636364
KLHL13	1.8116
PRSSL1	-0.85725
PDCL3	0.319625
DECR1	0.6997
SALL1	1.041125
CADM4	1.511875
RPS18	0.585578947368421
HNRPD	0.1292
CFHR5	0.239
SLC10A7	0.376909090909091
OR2K2	0.671333333333333
LMAN1	-1.92345454545455
SUHW1	-3.0536
CHD8	-0.220846153846154
SUMO1	0.188615384615385
GP1BA	0.543692307692308
DDB1	-0.121125
MYO9B	0.116
MMP7	-0.6244
CRNKL1	0.1041
C9orf45	-0.240625
XAB2	0.6779
RTN1	3.89
KLHL14	-1.5367
TBX10	-1.497
CENPQ	0.0286
UTY	-1.46871428571429
ZBTB12	-0.286333333333333
DTNBP1	-1.0351
KBTBD8	0.44175
ZEB1	3.250625
ZG16	-1.7454
MIER1	-0.772384615384615
ADAM5P	-0.134
CHD9	1.31361904761905
STK16	-0.6826
KIAA1486	0.575666666666667
TOB2	1.12325
BANK1	1.3668
OR2V2	0.7782
GRM2	0.472571428571428
PROSC	0.7131
SPIN2B	0.437
PIR	-2.12509090909091
IPO9	-0.0720714285714286
EVC	-1.733375
CXCL13	2.6
KIAA1199	-0.298538461538462
SORL1	1.7218
NAT10	-0.5756
CHD1	-1.0658
SYN3	1.4626
SLC22A2	-0.2444
SERPINF1	-3.04625
WDR34	-1.5722
OR7A17	0.4404
C9orf11	0.052
RNF216L	-0.04575
LHB	-0.0793333333333333
STK25	0.3651
TAOK3	2.5508
LOC152573	-0.1892
C3orf39	1.8734
C14orf108	0.898230769230769
CDC25B	-0.797428571428571
BMP3	0.302333333333333
TMEM180	0.433666666666667
MAP1LC3C	0.194
CRYGC	-0.422333333333333
POU3F1	0.166846153846154
C20orf32	-0.974
CCDC95	-0.268
HIGD1B	5.5866
USP6NL	0.1787
ABCD4	0.5365
DIMT1L	0.649125
TEK	2.03745454545455
SLC25A46	0.2276
LARP7	-1.64871428571429
CD160	0.282625
MT1JP	1.24185714285714
PHF20	-0.219142857142857
CPNE4	2.517
GTPBP1	0.137947368421053
RAB33B	0.296
ALDOC	2.16736363636364
ZNF212	0.0536
NUDT1	-0.284
RFPL2	1.26416666666667
ZNF83	-0.534625
GDPD5	-1.5355
PDCD4	0.783076923076923
CEP350	0.2268
OR10A2	0.3866
CST7	-0.8134
CIAO1	-0.8918
SELL	3.02190909090909
OR8J3	-0.277333333333333
LTBP4	-0.732
SIRT6	0.3416
CCL19	3.9202
PPIL1	-0.126875
GBP7	0.66325
STK17A	0.364461538461538
ABR	1.7096
OR9G1	-0.2105
FOXE1	-0.5581
CNGA3	2.01666666666667
GML	0.306333333333333
CD38	-1.0814
ZDHHC6	-0.3085
NEFH	-2.0764
CTDSP2	0.6066875
PGBD5	2.40633333333333
CCNY	0.571833333333333
RMND5B	0.5884375
ZNF257	-0.255
FLJ22167	0.7708
EXOSC7	-0.434
ROR2	-1.0257
MAOA	1.96463636363636
TNNT3	-0.05925
GYPC	-1.717
C7orf33	0.232666666666667
PLIN	0.569
LOC90826	0.1756
RNF4	-0.0316153846153846
F8A1	0.6625
PLEKHG4	-3.6634
GRB2	-0.0575555555555556
HIST1H2AD	-2.9618
DUS3L	0.173
EIF1	-0.2035
RP5-1077B9.4	-1.08477777777778
FPGT	-0.2942
GDF10	1.363875
COQ9	0.2408
GCC2	-0.167055555555556
RARRES3	0.962272727272727
PLXNA1	0.130142857142857
KIAA0100	-0.133142857142857
PMF1	-0.3094
FNDC1	0.4824
HS2ST1	-0.3065
CRELD2	-0.4288
C8G	-1.74033333333333
CD82	2.2992
LIM2	-1.09033333333333
UNQ6490	0.373666666666667
MMP16	2.02433333333333
DRD3	0.130166666666667
C5orf26	1.431
C11orf73	0.3392
PTP4A2	-1.0862
OR4M2	1.03166666666667
HPCA	-1.279625
SEC14L1	0.90225
CHFR	-0.135818181818182
EMILIN1	0.1711
NDUFS4	0.0632
COL18A1	-1.1842
PDZD3	0.156
C9orf16	-0.34575
ERBB2IP	0.336571428571429
EMX2	5.05
FUS	-0.0416
TF	-0.0334615384615385
CLCN4	2.691375
CXorf56	-0.2006
C11orf72	-0.0506666666666667
ELAC2	-0.103
NPR1	-1.0212
ASS1	-3.411
USP42	-0.00329999999999999
POLR2J	-0.692
SEC23IP	-0.312125
UQCRC1	-0.0022
LOC729603	-0.4794
C1orf71	-0.1824
POLG	-1.468
ADAM23	-1.04666666666667
TFR2	-1.183
RICTOR	0.651769230769231
MGC39606	2.2648
C19orf55	-0.746909090909091
SNAPC1	-1.115875
GNA11	1.21354545454545
CCDC52	-1.29175
FSIP1	-0.402333333333333
