Hybridization REF	TCGA-DB-5273-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	1.735
CREB3L1	-1.35366666666667
RPS11	-0.0309
PNMA1	2.8152
MMP2	-0.655875
C10orf90	1.2716
ZHX3	1.56275
ERCC5	0.4186
GPR98	2.76927272727273
RXFP3	0.456
APBB2	0.8298
PRO0478	-0.720363636363636
KLHL13	0.9738
PRSSL1	-0.921875
PDCL3	-0.212875
DECR1	0.5902
SALL1	2.647625
CADM4	2.494125
RPS18	-0.876
HNRPD	-0.105
CFHR5	-0.823833333333333
SLC10A7	0.347090909090909
OR2K2	-0.176
LMAN1	-2.80609090909091
SUHW1	-2.8486
CHD8	0.227
SUMO1	-0.165846153846154
GP1BA	0.424153846153846
DDB1	0.3935
MYO9B	0.237
MMP7	3.6188
CRNKL1	0.192
C9orf45	-1.07825
XAB2	0.3821
RTN1	4.0325
KLHL14	-1.6875
TBX10	-1.38866666666667
CENPQ	-0.5464
UTY	1.48847058823529
ZBTB12	0.172333333333333
DTNBP1	-1.3432
KBTBD8	0.2475
ZEB1	3.599625
ZG16	-2.46
MIER1	0.241769230769231
ADAM5P	0.931
CHD9	0.309571428571429
STK16	-0.8394
KIAA1486	-0.00566666666666665
TOB2	1.4811875
BANK1	0.8672
OR2V2	0.9802
GRM2	0.484875
PROSC	1.1921
SPIN2B	-0.1318
PIR	-0.769636363636364
IPO9	0.323642857142857
EVC	-1.804875
CXCL13	0.209428571428571
KIAA1199	-1.46733333333333
SORL1	3.0056
NAT10	-0.195
CHD1	-1.597
SYN3	2.09775
SLC22A2	-0.8706
SERPINF1	-2.78125
WDR34	-0.5936
OR7A17	0.3038
C9orf11	1.03366666666667
RNF216L	-0.17725
LHB	0.098
STK25	0.812
TAOK3	2.2047
LOC152573	-2.0006
C3orf39	2.1622
C14orf108	0.742
CDC25B	-0.916285714285714
BMP3	-0.00599999999999998
TMEM180	0.304
MAP1LC3C	0.5144
CRYGC	-1.84433333333333
POU3F1	0.0756923076923077
C20orf32	-0.844666666666667
CCDC95	0.0485
HIGD1B	5.0186
USP6NL	0.029
ABCD4	0.913375
DIMT1L	0.213375
TEK	1.43754545454545
SLC25A46	-0.8316
LARP7	-1.19528571428571
CD160	0.260571428571429
MT1JP	0.561
PHF20	-0.30752380952381
CPNE4	-1.6112
GTPBP1	0.119315789473684
RAB33B	1.399
ALDOC	3.14572727272727
ZNF212	-0.1696
NUDT1	-0.821875
RFPL2	-0.172
ZNF83	-1.376375
GDPD5	-0.2316
PDCD4	0.848153846153846
CEP350	0.1116
OR10A2	0.745
CST7	-1.1754
CIAO1	-1.317
SELL	3.2304
OR8J3	1.146
LTBP4	0.61775
