Hybridization REF	TCGA-DB-5280-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	2.5738125
CREB3L1	-1.70383333333333
RPS11	0.1297
PNMA1	3.3446
MMP2	-1.066875
C10orf90	0.677
ZHX3	1.127375
ERCC5	0.2394
GPR98	0.908
RXFP3	0.283
APBB2	1.4006
PRO0478	-0.244090909090909
KLHL13	1.3118
PRSSL1	-1.10475
PDCL3	-0.229625
DECR1	0.1631
SALL1	2.511125
CADM4	2.89225
RPS18	-0.956736842105263
HNRPD	0.584466666666667
CFHR5	1.30425
SLC10A7	0.614
OR2K2	-0.0336666666666667
LMAN1	-2.446
SUHW1	-2.4048
CHD8	0.115153846153846
SUMO1	0.120846153846154
GP1BA	0.410846153846154
DDB1	0.70525
MYO9B	-0.180428571428571
MMP7	1.0872
CRNKL1	0.251
C9orf45	-0.339125
XAB2	0.4496
RTN1	5.28855555555556
KLHL14	-2.30911111111111
TBX10	-1.46366666666667
CENPQ	-0.0064
UTY	1.83566666666667
ZBTB12	-1.9345
DTNBP1	-0.5394
KBTBD8	-0.686875
ZEB1	3.639
ZG16	-3.0342
MIER1	-0.154615384615385
ADAM5P	-3.352
CHD9	0.517857142857143
STK16	-0.0976
KIAA1486	-1.041
TOB2	1.616375
BANK1	0.926
OR2V2	0.0464
GRM2	0.258375
PROSC	1.192
SPIN2B	0.4948
PIR	-0.848727272727272
IPO9	-0.0422857142857143
EVC	-3.21971428571429
CXCL13	0.419625
KIAA1199	-0.375153846153846
SORL1	3.8916
NAT10	-0.5828
CHD1	-1.6898
SYN3	0.404
SLC22A2	-0.863
SERPINF1	-3.836125
WDR34	-1.5682
OR7A17	0.2034
C9orf11	0.67
RNF216L	-0.37375
LHB	-0.0486666666666667
STK25	0.634
TAOK3	2.6701
LOC152573	-1.1778
C3orf39	2.1447
C14orf108	0.956769230769231
CDC25B	-1.56071428571429
BMP3	null
TMEM180	0.687666666666667
MAP1LC3C	0.153
CRYGC	-1.17266666666667
POU3F1	0.298230769230769
C20orf32	-1.34066666666667
CCDC95	-0.113
HIGD1B	5.687
USP6NL	-0.2173
ABCD4	0.543625
DIMT1L	0.7386875
TEK	1.18609090909091
SLC25A46	-0.4606
LARP7	-1.02257142857143
CD160	-0.587166666666667
MT1JP	0.503714285714286
PHF20	0.0303333333333333
CPNE4	-0.00379999999999996
GTPBP1	0.156578947368421
RAB33B	2.1
ALDOC	3.73009090909091
ZNF212	0.2374
NUDT1	-0.60225
RFPL2	-0.82
ZNF83	-0.26225
GDPD5	-1.4837
PDCD4	1.46928
CEP350	0.059
OR10A2	0.499
CST7	-2.6434
CIAO1	-1.4604
SELL	4.3745
OR8J3	0.5445
LTBP4	-0.40575
SIRT6	0.2432
CCL19	3.3304
PPIL1	0.155625
GBP7	4.24666666666667
STK17A	-0.507384615384615
ABR	2.6996
OR9G1	-0.433
FOXE1	-0.535
CNGA3	3.65633333333333
GML	0.258666666666667
CD38	-0.2552
ZDHHC6	0.020625
NEFH	-2.5426
CTDSP2	0.3763125
PGBD5	1.98388888888889
CCNY	0.427111111111111
RMND5B	0.3793125
ZNF257	-3.6956
FLJ22167	2.3284
EXOSC7	0.534875
ROR2	-0.9998
MAOA	1.223
TNNT3	-0.422571428571429
GYPC	-0.5225
C7orf33	-0.263
PLIN	3.897875
LOC90826	0.0458
RNF4	-0.104384615384615
F8A1	0.018125
PLEKHG4	-2.1796
GRB2	0.282296296296296
HIST1H2AD	-0.8782
DUS3L	-0.271125
EIF1	-0.52575
RP5-1077B9.4	0.544555555555556
FPGT	0.6842
GDF10	4.93575
COQ9	0.5876
GCC2	-0.0639444444444444
RARRES3	2.02190909090909
PLXNA1	-0.471142857142857
KIAA0100	-0.00914285714285714
PMF1	-0.1448
FNDC1	3.52125
HS2ST1	0.3691875
CRELD2	0.3694
C8G	-1.90533333333333
CD82	0.953
LIM2	-1.31133333333333
UNQ6490	-0.481
MMP16	2.23175
DRD3	-0.1155
C5orf26	-0.3612
C11orf73	0.3013
PTP4A2	-1.2318
OR4M2	1.28533333333333
HPCA	-1.307875
SEC14L1	0.194
CHFR	-0.3407
EMILIN1	-0.3354
NDUFS4	0.097
COL18A1	-1.9815
PDZD3	-0.386833333333333
C9orf16	-0.37625
ERBB2IP	0.682285714285714
EMX2	6.0338
FUS	-0.074
TF	-0.892923076923077
CLCN4	3.39925
CXorf56	1.5114
C11orf72	0.595
ELAC2	0.248133333333333
NPR1	-1.5038
ASS1	-4.19533333333333
USP42	0.049
POLR2J	0.0976666666666667
SEC23IP	-0.527375
UQCRC1	0.0986
LOC729603	-0.4352
C1orf71	-0.8327
POLG	-3.49
ADAM23	-2.93
TFR2	-1.3004
RICTOR	0.84425
MGC39606	2.8364
C19orf55	-0.590636363636364
SNAPC1	-1.380875
GNA11	1.06872727272727
CCDC52	-0.21475
FSIP1	0.500333333333333
UPF3A	1.8637
IGSF11	2.14725
LAGE3	-0.1594
CHST6	0.652
UNC13B	1.34881818181818
TTLL4	0.0179090909090909
ZNF687	0.4061
SDC2	-0.405428571428572
COX7A2	-0.2344
LAMB4	0.322
FAM24A	-0.814
LRRTM3	3.48771428571429
GPHB5	-0.416
OR4C13	0.340333333333333
EIF3EIP	0.625222222222222
HABP4	3.01066666666667
TMEM125	0.9608
CNTN2	4.03409090909091
ASNSD1	0.323
FUT4	-1.5902
ACF	-3.6514
LOC158381	1.1805
CDH8	1.47775
AGPS	-1.125375
C4orf18	3.51109090909091
PECI	0.0279285714285714
UNG	-0.290272727272727
GSTP1	-0.187
DCUN1D5	-1.389375
DKFZP564J0863	-3.4966
SLC9A3R1	-0.775363636363636
BCDO2	0.156818181818182
CHMP7	0.6275
REM2	-1.358
DNHD1	-0.0739
FKBP4	-1.32909090909091
ZNF350	1.8454
MGC11102	-0.761181818181818
BST1	-0.051
KISS1R	-0.631333333333333
NCR2	-2.7295
DEFB125	1.194
UBE2W	0.0983636363636363
KRT15	-4.504
C10orf99	-0.0676666666666667
SCN11A	0.0437777777777778
GFI1	-3.919
RDHE2	-0.719
FHL1	3.3715
OSGEP	0.16675
GATA1	-4.21625
SMC6	-1.4678
TTTY14	1.934
LPIN3	0.8062
RPL4	0.119214285714286
RBPMS	-3.04178571428571
PRPF3	-0.618875
EMR1	-3.0065
SPATA19	0.239
XCR1	0.0186666666666666
IRX3	0.460692307692308
RBM6	0.6592
KLF4	-1.514
UNC5CL	-0.5218
SEBOX	0.522666666666667
BTK	-0.9566
KRCC1	1.2382
