Hybridization REF	TCGA-DB-5278-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	1.804875
CREB3L1	0.911
RPS11	-0.6151
PNMA1	3.2588
MMP2	-0.879625
C10orf90	0.9012
ZHX3	0.98225
ERCC5	-0.0828
GPR98	2.57808333333333
RXFP3	0.519
APBB2	1.626
PRO0478	-0.615545454545455
KLHL13	1.2826
PRSSL1	-1.376125
PDCL3	-0.257375
DECR1	0.3971
SALL1	1.844625
CADM4	2.311625
RPS18	-1.16447368421053
HNRPD	0.2168
CFHR5	0.071
SLC10A7	0.240545454545455
OR2K2	0.762
LMAN1	-2.34209090909091
SUHW1	-3.0052
CHD8	-0.0756153846153846
SUMO1	0.217692307692308
GP1BA	0.210307692307692
DDB1	0.075375
MYO9B	0.0263571428571429
MMP7	-2.2944
CRNKL1	-0.082
C9orf45	0.2015
XAB2	0.4647
RTN1	4.4314
KLHL14	-0.2259
TBX10	-2.306
CENPQ	-0.6462
UTY	1.54126315789474
ZBTB12	-0.066
DTNBP1	-0.8052
KBTBD8	0.382125
ZEB1	3.111875
ZG16	-2.8686
MIER1	-0.802615384615385
ADAM5P	-0.725
CHD9	0.342190476190476
STK16	-0.4928
KIAA1486	1.10866666666667
TOB2	1.112625
BANK1	1.8418
OR2V2	-0.0012
GRM2	1.21625
PROSC	1.1994
SPIN2B	1.0106
PIR	-2.53227272727273
IPO9	-0.0763571428571428
EVC	-0.81975
CXCL13	-0.089375
KIAA1199	-1.292
SORL1	2.6026
NAT10	-0.749
CHD1	-1.552
SYN3	2.2202
SLC22A2	-0.8146
SERPINF1	-1.935375
WDR34	-1.5454
OR7A17	0.3312
C9orf11	0.881
RNF216L	-0.119083333333333
LHB	-0.101333333333333
STK25	0.5631
TAOK3	2.3279
LOC152573	-0.2068
C3orf39	2.6972
C14orf108	1.05530769230769
CDC25B	-1.08764285714286
BMP3	0.218
TMEM180	1.125
MAP1LC3C	-0.0396
CRYGC	-1.335
POU3F1	0.380307692307692
C20orf32	-1.852
CCDC95	-0.09
HIGD1B	5.6722
USP6NL	-0.2169
ABCD4	0.496625
DIMT1L	0.423875
TEK	1.04645454545455
SLC25A46	-0.2306
LARP7	-1.46
CD160	-0.29075
MT1JP	1.13928571428571
PHF20	-0.361952380952381
CPNE4	4.2068
GTPBP1	0.202
RAB33B	-0.04525
ALDOC	3.82636363636364
ZNF212	-0.166
NUDT1	-0.7915
RFPL2	2.42083333333333
ZNF83	-0.645375
GDPD5	-0.7889
PDCD4	0.687346153846154
CEP350	0.1362
OR10A2	0.3532
CST7	-1.526
CIAO1	-1.4454
SELL	3.06809090909091
OR8J3	0.303333333333333
LTBP4	-0.8775
SIRT6	0.2008
CCL19	3.0656
PPIL1	-0.148625
GBP7	1.803125
STK17A	0.00399999999999994
ABR	2.9768
OR9G1	0.089
FOXE1	-1.0619
CNGA3	3.78266666666667
GML	0.353333333333333
CD38	0.2818
ZDHHC6	-0.25175
NEFH	0.5626
CTDSP2	0.38975
PGBD5	3.02611111111111
CCNY	0.804277777777778
RMND5B	0.38175
ZNF257	-2.4476
FLJ22167	1.7794
EXOSC7	-0.364
ROR2	-1.4722
MAOA	1.315
TNNT3	-0.104
GYPC	-1.58083333333333
C7orf33	-0.0716666666666667
PLIN	1.19225
LOC90826	0.0154
RNF4	0.0106153846153846
F8A1	0.6245
PLEKHG4	-3.7928
GRB2	0.432259259259259
HIST1H2AD	-2.6806
DUS3L	0.54625
EIF1	-0.38475
RP5-1077B9.4	-0.832222222222222
FPGT	-0.0336
GDF10	1.882375
COQ9	0.3154
GCC2	-0.0657777777777778
RARRES3	1.37145454545455
PLXNA1	0.313928571428571
KIAA0100	-0.0715714285714286
PMF1	-0.1988
FNDC1	1.6872
HS2ST1	-0.2645625
CRELD2	0.1556
C8G	-2
CD82	2.2436
LIM2	-1.21733333333333
UNQ6490	0.145
MMP16	2.22683333333333
DRD3	0.139
C5orf26	0.58
C11orf73	0.603
PTP4A2	-1.315
OR4M2	2.19866666666667
HPCA	0.472625
SEC14L1	0.299125
CHFR	-0.0335454545454545
EMILIN1	0.2461
NDUFS4	0.0372
COL18A1	-1.6603
PDZD3	-0.2355
C9orf16	0.13325
ERBB2IP	0.392428571428571
EMX2	6.7218
FUS	-0.1946
TF	0.986230769230769
CLCN4	3.5255
CXorf56	0.9802
C11orf72	0.242833333333333
ELAC2	0.1354
NPR1	-1.653
ASS1	-3.165
USP42	-0.0473
POLR2J	-0.692666666666667
SEC23IP	-0.413
UQCRC1	0.3468
LOC729603	-0.5948
C1orf71	-0.6907
POLG	-3.124
ADAM23	-1.0765
TFR2	-1.2122
RICTOR	0.118153846153846
MGC39606	4.5058
C19orf55	-0.774363636363636
SNAPC1	-2.31625
GNA11	1.31172727272727
CCDC52	-0.9925
FSIP1	0.964333333333333
UPF3A	0.7809
IGSF11	2.34025
LAGE3	-0.0688
CHST6	1.525
UNC13B	0.753454545454545
TTLL4	-0.150909090909091
ZNF687	0.7377
SDC2	-0.845285714285714
COX7A2	-0.055
LAMB4	-0.9482
FAM24A	0.568666666666667
LRRTM3	3.982
GPHB5	-0.284
OR4C13	-0.054
EIF3EIP	0.628888888888889
HABP4	2.82066666666667
TMEM125	2.5804
CNTN2	4.36509090909091
ASNSD1	0.3182
FUT4	-1.3034
ACF	-3.5688
LOC158381	0.1065
CDH8	3.3704
AGPS	-0.87325
C4orf18	2.93618181818182
PECI	-0.311071428571429
UNG	-0.627454545454545
GSTP1	-0.014
DCUN1D5	-1.38525
DKFZP564J0863	-3.7114
SLC9A3R1	0.252545454545455
BCDO2	0.157454545454545
CHMP7	0.3118
REM2	1.16633333333333
DNHD1	-0.9668
FKBP4	-1.34309090909091
ZNF350	1.0784
MGC11102	-0.456272727272727
BST1	-0.033
KISS1R	-0.488
NCR2	0.421333333333333
DEFB125	-0.624
UBE2W	0.271181818181818
KRT15	-4.38309090909091
C10orf99	0.640666666666667
SCN11A	1.04136363636364
GFI1	-4.2906
RDHE2	1.2065
FHL1	3.190125
OSGEP	0.154625
GATA1	-3.76025
SMC6	-1.6846
TTTY14	2.06616666666667
LPIN3	-0.2054
RPL4	0.304142857142857
RBPMS	-2.892
PRPF3	-0.539875
EMR1	-3.4575
SPATA19	0.8608
XCR1	0.042
