Hybridization REF	TCGA-DB-5281-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	1.6325625
CREB3L1	-0.774833333333333
RPS11	0.2122
PNMA1	3.2552
MMP2	-1.648375
C10orf90	-0.1822
ZHX3	1.0895
ERCC5	0.0088
GPR98	1.27083333333333
RXFP3	0.438333333333333
APBB2	0.8812
PRO0478	-0.516909090909091
KLHL13	1.218
PRSSL1	-0.970625
PDCL3	-0.0425
DECR1	0.5764
SALL1	1.682375
CADM4	1.787
RPS18	-0.583684210526316
HNRPD	0.0810666666666667
CFHR5	0.415375
SLC10A7	0.425727272727273
OR2K2	0.765
LMAN1	-2.14272727272727
SUHW1	-2.4054
CHD8	0.0825384615384615
SUMO1	-0.0287692307692308
GP1BA	0.344461538461538
DDB1	0.371
MYO9B	-0.169785714285714
MMP7	-0.1936
CRNKL1	0.2079
C9orf45	0.0135
XAB2	0.3387
RTN1	3.9492
KLHL14	-0.535
TBX10	-0.732333333333333
CENPQ	-0.4386
UTY	1.58842105263158
ZBTB12	-0.202666666666667
DTNBP1	-0.858
KBTBD8	-0.07875
ZEB1	3.128
ZG16	-1.6038
MIER1	-0.211153846153846
ADAM5P	-0.0523333333333333
CHD9	0.228714285714286
STK16	-1.2532
KIAA1486	-0.0173333333333333
TOB2	1.488375
BANK1	1.4868
OR2V2	0.4508
GRM2	0.36125
PROSC	1.1837
SPIN2B	0.4456
PIR	-2.61172727272727
IPO9	-0.0207857142857143
EVC	-1.86675
CXCL13	0.4225
KIAA1199	-0.497307692307692
SORL1	3.002
NAT10	-0.627
CHD1	-1.5706
SYN3	1.359
SLC22A2	-0.336
SERPINF1	-2.253125
WDR34	-1.595
OR7A17	0.2394
C9orf11	0.246
RNF216L	-0.585083333333333
LHB	0.004
STK25	0.1533
TAOK3	2.1318
LOC152573	-0.5668
C3orf39	2.3863
C14orf108	1.00061538461538
CDC25B	-1.01107142857143
BMP3	0.428666666666667
TMEM180	0.492333333333333
MAP1LC3C	0.3798
CRYGC	-0.613
POU3F1	0.243153846153846
C20orf32	-0.784333333333333
CCDC95	-0.171
HIGD1B	4.8654
USP6NL	0.1687
ABCD4	0.204
DIMT1L	0.511625
TEK	1.19172727272727
SLC25A46	-0.5968
LARP7	-1.5485
CD160	-0.254875
MT1JP	0.890714285714286
PHF20	0.0183809523809524
CPNE4	2.9274
GTPBP1	0.175894736842105
RAB33B	0.216125
ALDOC	2.841
ZNF212	0.4442
NUDT1	-0.59
RFPL2	0.8775
ZNF83	-0.3845
GDPD5	-0.431
PDCD4	0.793653846153846
CEP350	0.3906
OR10A2	-0.0998
CST7	-0.8086
CIAO1	-1.319
SELL	0.452
OR8J3	0.356
LTBP4	0.674
SIRT6	-0.1378
CCL19	3.6892
PPIL1	-0.0225
GBP7	0.646125
STK17A	0.0553846153846154
ABR	2.785
OR9G1	-0.327
FOXE1	-0.2321
CNGA3	0.654333333333333
GML	0.214
CD38	-0.5214
ZDHHC6	-0.10925
NEFH	2.5876
CTDSP2	0.6815625
PGBD5	2.02488888888889
CCNY	0.739555555555556
RMND5B	0.0208125
ZNF257	-2.5706
FLJ22167	1.0061
EXOSC7	-0.087625
ROR2	-0.9599
MAOA	1.86345454545455
TNNT3	0.01025
GYPC	-1.06066666666667
C7orf33	-0.222
PLIN	0.909375
LOC90826	0.0992
RNF4	0.288
F8A1	0.335875
PLEKHG4	-2.2166
GRB2	0.409259259259259
HIST1H2AD	-2.4094
DUS3L	0.085
EIF1	-0.032125
RP5-1077B9.4	-0.174666666666667
FPGT	0.1272
GDF10	2.565
COQ9	0.035
GCC2	0.0307222222222222
RARRES3	1.03418181818182
PLXNA1	-0.2945
KIAA0100	0.00842857142857143
PMF1	-0.3568
FNDC1	0.8658
HS2ST1	0.2560625
CRELD2	-0.1336
C8G	-1.413
CD82	1.4764
LIM2	-0.786333333333333
UNQ6490	0.696333333333333
MMP16	1.74966666666667
DRD3	-0.288
C5orf26	0.19
C11orf73	0.1065
PTP4A2	-0.505
OR4M2	0.531333333333333
HPCA	-0.121125
SEC14L1	0.699875
CHFR	-0.214363636363636
EMILIN1	0.4243
NDUFS4	-0.2092
COL18A1	-1.0145
PDZD3	0.0241538461538462
C9orf16	0.17
ERBB2IP	0.672
EMX2	6.1324
FUS	-0.3572
TF	-1.93646153846154
CLCN4	2.337
CXorf56	0.096
C11orf72	-0.306666666666667
ELAC2	0.278933333333333
NPR1	-0.6332
ASS1	-2.54344444444444
USP42	0.1198
POLR2J	-0.152666666666667
SEC23IP	-0.138625
UQCRC1	0.2022
LOC729603	-0.1274
C1orf71	-0.1227
POLG	-2.9195
ADAM23	0.000166666666666667
TFR2	-0.6874
RICTOR	-0.0997692307692308
MGC39606	3.4308
C19orf55	-0.524090909090909
SNAPC1	-1.028125
GNA11	0.948454545454546
CCDC52	-1.656
FSIP1	0.00733333333333333
UPF3A	0.3638
IGSF11	1.146125
LAGE3	-0.0618
CHST6	1.22133333333333
UNC13B	0.411181818181818
TTLL4	-0.435181818181818
ZNF687	0.7125
SDC2	-0.477571428571429
COX7A2	0.1434
LAMB4	-0.20825
FAM24A	0.319333333333333
LRRTM3	3.209875
GPHB5	-0.2332
OR4C13	-0.0516666666666667
EIF3EIP	0.496111111111111
HABP4	2.73633333333333
TMEM125	0.6768
CNTN2	3.27209090909091
ASNSD1	0.547
FUT4	-0.6857
ACF	-3.0782
LOC158381	0.054
CDH8	2.034
AGPS	-0.991625
C4orf18	1.52509090909091
PECI	0.31
UNG	-0.619818181818182
GSTP1	-0.466454545454545
DCUN1D5	-1.09375
DKFZP564J0863	-2.8488
SLC9A3R1	-0.494363636363636
BCDO2	0.0450909090909091
CHMP7	0.2768
REM2	0.154666666666667
DNHD1	-0.3187
FKBP4	-1.26272727272727
ZNF350	1.3744
MGC11102	-0.170090909090909
BST1	0.1592
KISS1R	-0.17
NCR2	-0.0856666666666667
DEFB125	-0.138
UBE2W	0.700636363636364
KRT15	-4.19836363636364
C10orf99	-0.199666666666667
SCN11A	0.208636363636364
GFI1	-3.1448
RDHE2	0.8205
FHL1	2.648
OSGEP	-0.37325
GATA1	-3.894
SMC6	-1.4312
TTTY14	1.50816666666667
LPIN3	0.2042
RPL4	-0.000928571428571433
RBPMS	-2.34814285714286
PRPF3	-1.19325
EMR1	-2.2155
SPATA19	0.5802
XCR1	-0.307333333333333
IRX3	-1.79053846153846
RBM6	-0.2672
KLF4	-0.619538461538462
UNC5CL	-1.1332
SEBOX	0.190666666666667
BTK	-1.3732
KRCC1	1.2104
C6orf27	0.372666666666667
SYTL5	0.0493333333333333
PRND	0.4083
LOC653319	0.0283333333333333
PIGL	-1.82718181818182
HUS1	-1.284875
SFRS6	-1.3364375
C17orf77	0.384
UIMC1	-0.535375
FXYD2	-1.59023076923077
LOC283152	-1.0594
ZNF667	1.7844
ZCCHC12	2.1598
TFEC	1.51930769230769
ATP7B	-0.3885
POLD2	-0.697375
RG9MTD1	-0.363
ACOT2	-0.475
HIST1H4I	-1.48163636363636
PPARGC1A	1.30284615384615
ETFA	-0.834642857142857
POLRMT	-0.021
ZNF146	0.447272727272727
MIA2	-1.87533333333333
KLHL6	-1.690375
HOXB5	-2.03663636363636
NENF	0.3175
CUGBP1	-1.2738
PRSS22	-1.177
CASC4	1.54023076923077
CUL4B	-0.638230769230769
CENPJ	-1.32785714285714
PITX1	-2.33
FLJ31033	-0.440857142857143
CELSR3	0.08775
ZNF568	1.6316
ITSN1	0.3124
EHBP1L1	-1.956375
C19orf2	-0.196
DCTN1	0.833
LIN28B	-3.78042857142857
TNKS2	1.1692
C1QBP	-0.2185
CADPS2	-0.2836
SRMS	-0.3162
GJA9	0.508375
MGC24975	-0.92825
TRIM45	-1.795875
TSP50	0.3238
TCP1	-0.68
TMED7	0.0616666666666667
CMA1	0.690333333333333
CENPL	-1.03975
PTCRA	-0.235333333333333
FST	-5.0356
VWCE	-0.6856
PAWR	-3.5498
ABCC12	1.571375
LDLR	-2.278
ASTN2	2.37235714285714
LOC441212	0.612
GPATCH8	0.241833333333333
TANC2	0.0775
KIF4A	-3.024
C18orf18	0.5414
PGM1	-0.2714
KIAA0258	-0.712
CPD	-0.2376
SNCAIP	1.6926
DCT	-3.49177777777778
HLA-DOA	1.52870967741935
OR11L1	0.188666666666667
UPK1B	-0.151
DNAJB4	1.2625
UGT1A8	-0.1154
HIST1H4L	-1.142
PECR	-1.46775
HSPA2	2.4938
WFIKKN1	-0.545333333333333
SERP1	0.6316
SYDE2	-1.10633333333333
TACR2	-0.4
NUP85	-0.9748
CD177	-0.480555555555556
LGR5	-0.48475
PIGG	-0.5588125
PTHR1	0.45
RAB5A	1.80515384615385
FLJ13224	0.285333333333333
USP9Y	1.247875
C7orf53	-1.12
LRP1B	5.657
XAF1	0.521066666666667
ABCG8	-0.266
ANKDD1A	-0.080375
DAND5	0.146333333333333
SPAG6	0.64775
LINCR	1.1268
ZDHHC22	2.8612
CCDC60	-0.00766666666666667
THOC7	-1.344625
TCTA	1.01623076923077
OR8K3	-0.4998
NY-REN-7	0.2374
B2M	0.63175
C6orf141	-3.139
LPPR4	6.13616666666667
SQLE	-1.14181818181818
SEPHS1	-0.5486
BTBD14B	0.385722222222222
PLRG1	-0.7638
SPG7	0.0193333333333333
ZNF614	0.192555555555555
PARD6G	0.265125
INPP5B	-0.477846153846154
GRPEL2	-1.3417
PPID	-0.983923076923077
TRIM56	-1.4844
UBE2J1	-0.350181818181818
IL20RA	0.9386
LOC387856	3.1948
C1orf107	-0.2719375
UTS2R	0.1932
C19orf22	-0.3156
SAFB2	0.394
KIAA0652	0.6569
KLRG1	0.185375
MS4A8B	0.536625
FRAG1	-0.322
KIAA1546	0.898
E2F4	-1.20338461538462
CLEC4M	0.146777777777778
BTBD14A	-0.7928
KIAA0999	1.62523076923077
GYPA	-3.75975
TAC1	7.22085714285714
TRAIP	-1.54475
KIAA0232	1.67907692307692
ERCC8	-0.8324
