Hybridization REF	TCGA-DB-5270-01A-02R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	1.8169375
CREB3L1	-0.990166666666667
RPS11	-0.6999
PNMA1	3.1918
MMP2	-1.36525
C10orf90	1.4414
ZHX3	1.45775
ERCC5	0.2414
GPR98	2.50744444444444
RXFP3	0.222333333333333
APBB2	0.9004
PRO0478	-0.768181818181818
KLHL13	0.8938
PRSSL1	-1.422375
PDCL3	0.161875
DECR1	-0.321
SALL1	2.133375
CADM4	2.600125
RPS18	-1.22410526315789
HNRPD	-0.0240666666666667
CFHR5	1.686
SLC10A7	-0.7229
OR2K2	1.00533333333333
LMAN1	-2.95345454545455
SUHW1	-2.9546
CHD8	-0.143166666666667
SUMO1	0.189846153846154
GP1BA	0.551076923076923
DDB1	0.10075
MYO9B	-0.289714285714286
MMP7	2.7896
CRNKL1	-0.0643
C9orf45	1.460875
XAB2	0.1885
RTN1	6.02033333333333
KLHL14	-1.0342
TBX10	-1.41233333333333
CENPQ	-0.6886
UTY	-1.96633333333333
ZBTB12	0.794333333333333
DTNBP1	-0.403
KBTBD8	0.813125
ZEB1	2.695
ZG16	-2.9504
MIER1	-0.139076923076923
ADAM5P	0.880666666666667
CHD9	-0.0158571428571429
STK16	-0.531
KIAA1486	0.206
TOB2	1.0558125
BANK1	3.052
OR2V2	0.4432
GRM2	1.64885714285714
PROSC	1.0693
SPIN2B	0.8018
PIR	-1.40945454545455
IPO9	-0.0205
EVC	-1.442
CXCL13	0.194125
KIAA1199	0.463692307692308
SORL1	3.6128
NAT10	-0.6322
CHD1	-1.6448
SYN3	1.5528
SLC22A2	0.2682
SERPINF1	-1.08625
WDR34	-1.4962
OR7A17	0.1602
C9orf11	0.604333333333333
RNF216L	-0.19525
LHB	0.0746666666666667
STK25	0.3471
TAOK3	2.4668
LOC152573	-1.7626
C3orf39	2.1579
C14orf108	0.572769230769231
CDC25B	-1.35364285714286
BMP3	1.379
TMEM180	0.451
MAP1LC3C	0.4612
CRYGC	-1.1235
POU3F1	0.559
C20orf32	-1.46433333333333
CCDC95	-0.267
HIGD1B	5.8078
USP6NL	-0.4042
ABCD4	0.273375
DIMT1L	-0.013875
TEK	0.7899
SLC25A46	-0.6388
LARP7	-1.27714285714286
CD160	0.779
MT1JP	0.516142857142857
PHF20	-0.322952380952381
CPNE4	5.2076
GTPBP1	-0.288315789473684
RAB33B	0.460666666666667
ALDOC	3.221
ZNF212	0.176
NUDT1	-0.6135
RFPL2	3.1805
ZNF83	-0.77175
GDPD5	0.1245
PDCD4	0.934769230769231
CEP350	0.0752
OR10A2	0.553
CST7	-1.2516
CIAO1	-1.3804
SELL	2.12981818181818
OR8J3	0.164
LTBP4	-0.518125
SIRT6	0.072
CCL19	3.6986
PPIL1	-0.291
GBP7	2.76433333333333
STK17A	0.0950769230769233
ABR	3.2656
OR9G1	-0.559
FOXE1	-0.6198
CNGA3	4.44933333333333
GML	0.369333333333333
CD38	-0.3308
ZDHHC6	-0.273625
NEFH	3.6542
CTDSP2	0.6069375
PGBD5	3.536
CCNY	0.899111111111111
RMND5B	0.3105625
ZNF257	-2.1348
FLJ22167	1.4099
EXOSC7	-0.516875
ROR2	-1.187
MAOA	1.68772727272727
TNNT3	0.723571428571429
GYPC	-1.7795
C7orf33	-1.6055
PLIN	2.123125
LOC90826	-0.1362
RNF4	-0.0633076923076923
F8A1	0.715625
PLEKHG4	-4.0096
GRB2	0.486259259259259
HIST1H2AD	-2.24
DUS3L	-0.430125
EIF1	-0.3525
RP5-1077B9.4	-0.909222222222222
FPGT	0.715
GDF10	4.05675
COQ9	0.331
GCC2	0.339555555555555
RARRES3	2.62954545454545
PLXNA1	0.0437142857142857
KIAA0100	0.0320714285714286
PMF1	-0.4722
FNDC1	4.5295
HS2ST1	0.197375
CRELD2	-0.1138
C8G	-2.102
CD82	1.0174
LIM2	-1.07933333333333
UNQ6490	-0.232
MMP16	1.20366666666667
DRD3	0.1775
C5orf26	-0.0214
C11orf73	-0.0028
PTP4A2	-0.5507
OR4M2	0.57
HPCA	0.203375
SEC14L1	0.13025
CHFR	-0.748636363636364
EMILIN1	0.2868
NDUFS4	-0.0512
COL18A1	-2.0021
PDZD3	0.155666666666667
C9orf16	0.366375
ERBB2IP	0.736571428571429
EMX2	7.1672
FUS	-0.646
TF	0.504384615384615
CLCN4	4.54285714285714
CXorf56	-0.1466
C11orf72	-0.520333333333333
ELAC2	-0.0548
NPR1	-1.7176
ASS1	-2.38355555555556
USP42	0.2679
POLR2J	-0.621
SEC23IP	-0.542625
UQCRC1	0.4624
LOC729603	-0.6862
C1orf71	-0.3124
POLG	-3.28
ADAM23	0.0528333333333333
TFR2	-0.7502
RICTOR	0.148846153846154
MGC39606	4.9188
C19orf55	-0.777
SNAPC1	-2.0385
GNA11	1.23572727272727
CCDC52	-1.507875
FSIP1	0.942
UPF3A	0.7614
IGSF11	1.90785714285714
LAGE3	0.1682
CHST6	2.111
UNC13B	0.896727272727273
TTLL4	-0.581909090909091
ZNF687	0.8702
SDC2	-0.791071428571429
COX7A2	0.2344
LAMB4	-0.3175
FAM24A	0.8885
LRRTM3	3.982625
GPHB5	-0.581
OR4C13	-1.143
EIF3EIP	0.326388888888889
HABP4	3.278
TMEM125	3.2022
CNTN2	4.79309090909091
ASNSD1	0.3266
FUT4	-0.8677
ACF	-3.2098
LOC158381	0.4425
CDH8	4.384
AGPS	-1.1965
C4orf18	2.87136363636364
PECI	-0.422142857142857
UNG	-0.763454545454545
GSTP1	-0.685818181818182
DCUN1D5	-1.625
DKFZP564J0863	-3.19
SLC9A3R1	-0.244818181818182
BCDO2	2.04190909090909
CHMP7	0.4674
REM2	0.572333333333333
DNHD1	-0.743222222222222
FKBP4	-1.25490909090909
ZNF350	0.8424
MGC11102	-0.148
BST1	0.496
KISS1R	-0.421
NCR2	-0.439666666666667
DEFB125	-5.849
UBE2W	0.670272727272727
KRT15	-3.20381818181818
C10orf99	0.721
SCN11A	-0.1558
GFI1	-4.1874
RDHE2	2.339875
FHL1	3.173125
OSGEP	-0.407875
GATA1	-4.244625
SMC6	-1.5432
TTTY14	-1.94366666666667
LPIN3	0.073
RPL4	-0.309928571428571
RBPMS	-2.57107142857143
PRPF3	-0.942375
EMR1	-2.345
SPATA19	0.9282
XCR1	-0.233
IRX3	-2.32461538461538
RBM6	-0.3386
KLF4	-1.03161538461538
UNC5CL	-1.3384
SEBOX	-0.024
BTK	0.0086
KRCC1	0.8156
C6orf27	0.492666666666667
SYTL5	-0.760333333333333
PRND	0.850857142857143
LOC653319	-0.100666666666667
PIGL	-2.65854545454545
HUS1	-0.814625
SFRS6	-0.9088125
C17orf77	0.3985
UIMC1	-0.59875
FXYD2	-2.02007692307692
LOC283152	-0.7706
ZNF667	1.3428
ZCCHC12	4.1346
TFEC	3.44072727272727
ATP7B	-1.1015
POLD2	-0.579625
RG9MTD1	-0.2386
ACOT2	0.40325
HIST1H4I	-1.33209090909091
PPARGC1A	1.42184615384615
ETFA	-1.11621428571429
POLRMT	0.0182
ZNF146	0.0194545454545455
MIA2	-2.31133333333333
KLHL6	-1.07175
HOXB5	-2.85209090909091
NENF	0.2445
CUGBP1	-1.5154
PRSS22	-1.510125
CASC4	1.27846153846154
CUL4B	-0.607615384615385
CENPJ	-1.36957142857143
PITX1	-3.19025
FLJ31033	-0.201142857142857
