Hybridization REF	TCGA-E1-5304-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	0.94275
CREB3L1	-1.49116666666667
RPS11	0.9906
PNMA1	2.4422
MMP2	-1.0845
C10orf90	1.2712
ZHX3	1.42925
ERCC5	0.058
GPR98	0.157083333333333
RXFP3	0.445333333333333
APBB2	1.5448
PRO0478	-1.18154545454545
KLHL13	1.0798
PRSSL1	-0.691625
PDCL3	0.187875
DECR1	-1.1799
SALL1	2.881625
CADM4	1.978625
RPS18	0.205052631578947
HNRPD	0.683733333333333
CFHR5	0.244
SLC10A7	0.416545454545455
OR2K2	0.619
LMAN1	-2.01709090909091
SUHW1	-2.4362
CHD8	0.147230769230769
SUMO1	0.847769230769231
GP1BA	0.317615384615385
DDB1	0.617875
MYO9B	0.600214285714286
MMP7	1.2394
CRNKL1	0.7923
C9orf45	-0.492875
XAB2	1.0742
RTN1	3.37
KLHL14	-1.2071
TBX10	-0.617333333333333
CENPQ	0.5346
UTY	1.83436842105263
ZBTB12	0.143333333333333
DTNBP1	-0.8618
KBTBD8	-0.121125
ZEB1	4.1955
ZG16	-1.1862
MIER1	0.386769230769231
ADAM5P	-0.469666666666667
CHD9	0.845
STK16	-0.5268
KIAA1486	0.226
TOB2	0.391
BANK1	0.0922
OR2V2	0.2688
GRM2	0.28725
PROSC	0.364
SPIN2B	0.3632
PIR	-3.25436363636364
IPO9	0.273428571428571
EVC	-0.845375
CXCL13	0.086125
KIAA1199	-3.34776923076923
SORL1	1.5248
NAT10	-0.9342
CHD1	-0.6268
SYN3	0.4386
SLC22A2	-0.469
SERPINF1	-3.830125
WDR34	-1.2676
OR7A17	0.2976
C9orf11	0.081
RNF216L	-0.01725
LHB	0.113666666666667
STK25	0.045
TAOK3	1.4853
LOC152573	-2.492
C3orf39	1.7694
C14orf108	1.15223076923077
CDC25B	-0.2995
BMP3	0.314666666666667
TMEM180	0.068
MAP1LC3C	0.2034
CRYGC	-0.0963333333333333
POU3F1	0.760230769230769
C20orf32	-0.889333333333333
CCDC95	0.0125
HIGD1B	4.0964
USP6NL	0.2699
ABCD4	-0.25375
DIMT1L	0.2556875
TEK	-0.0890909090909091
SLC25A46	-1.0528
LARP7	-1.12121428571429
CD160	0.1935
MT1JP	-0.309428571428571
PHF20	-0.143761904761905
CPNE4	-0.3476
GTPBP1	-0.193578947368421
RAB33B	-0.77125
ALDOC	0.0701818181818182
ZNF212	0.4698
NUDT1	0.68775
RFPL2	1.1145
ZNF83	-0.090375
GDPD5	-1.8231
PDCD4	0.538384615384615
CEP350	0.2622
OR10A2	-0.2616
CST7	-1.16625
CIAO1	-0.6762
SELL	0.0895454545454545
OR8J3	0.717333333333333
LTBP4	0.064875
SIRT6	0.414
CCL19	3.0162
PPIL1	-0.02625
GBP7	0.15875
STK17A	0.628923076923077
ABR	1.8328
OR9G1	-0.2005
FOXE1	-0.1042
CNGA3	0.957666666666667
GML	0.354333333333333
CD38	-2.1904
ZDHHC6	-0.18
NEFH	-2.6824
CTDSP2	0.70875
PGBD5	0.473444444444444
CCNY	0.814111111111111
RMND5B	-0.144625
ZNF257	0.5022
FLJ22167	1.1562
EXOSC7	-0.360125
ROR2	-0.6693
MAOA	-0.731909090909091
TNNT3	-0.0775
GYPC	-2.28316666666667
C7orf33	-0.439333333333333
PLIN	0.700375
LOC90826	0.1024
RNF4	0.266769230769231
F8A1	0.927
PLEKHG4	-5.065
GRB2	0.196814814814815
HIST1H2AD	-1.8144
DUS3L	-0.015875
EIF1	-0.17675
RP5-1077B9.4	0.171111111111111
FPGT	1.4804
GDF10	-0.243875
COQ9	0.2726
GCC2	-0.0749444444444445
RARRES3	0.486545454545455
PLXNA1	0.244285714285714
KIAA0100	0.293071428571429
PMF1	0.5704
FNDC1	0.4508
HS2ST1	0.5145625
CRELD2	-0.9308
C8G	-1.87066666666667
CD82	0.7064
LIM2	-0.722
UNQ6490	0.143
MMP16	2.29033333333333
DRD3	-0.0771666666666667
C5orf26	0.2222
C11orf73	0.3561
PTP4A2	-0.0321
OR4M2	0.147666666666667
HPCA	-1.5695
SEC14L1	0.131125
CHFR	-0.580636363636364
EMILIN1	0.4509
NDUFS4	-1.6552
COL18A1	-2.4353
PDZD3	0.155615384615385
C9orf16	-0.165375
ERBB2IP	-0.349142857142857
EMX2	3.0046
FUS	-0.0828
TF	-1.49353846153846
CLCN4	0.729875
CXorf56	0.427
C11orf72	0.0566666666666667
ELAC2	0.0634
NPR1	-1.909
ASS1	-3.99388888888889
USP42	0.9718
POLR2J	0.474333333333333
SEC23IP	-0.877
UQCRC1	-1.2168
LOC729603	-0.5482
C1orf71	-0.4493
POLG	-0.4675
ADAM23	-1.5595
TFR2	-0.58
RICTOR	-1.59
MGC39606	1.6938
C19orf55	-0.414090909090909
SNAPC1	-0.444375
GNA11	1.35636363636364
CCDC52	-0.574625
FSIP1	0.457
UPF3A	-0.322
