Hybridization REF	TCGA-CS-5394-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	1.589125
CREB3L1	0.00433333333333334
RPS11	-0.6196
PNMA1	3.2088
MMP2	-1.52625
C10orf90	-0.4942
ZHX3	1.261375
ERCC5	-0.0726
GPR98	1.10990909090909
RXFP3	0.487333333333333
APBB2	1.8092
PRO0478	-0.458090909090909
KLHL13	1.4204
PRSSL1	-1.104
PDCL3	-0.05125
DECR1	0.936
SALL1	1.770375
CADM4	1.458625
RPS18	-0.939894736842105
HNRPD	0.414466666666667
CFHR5	0.431
SLC10A7	0.0891818181818182
OR2K2	0.446333333333333
LMAN1	-2.19363636363636
SUHW1	-2.3228
CHD8	-0.112230769230769
SUMO1	0.117615384615385
GP1BA	0.962538461538461
DDB1	0.092375
MYO9B	-0.273714285714286
MMP7	-1.9582
CRNKL1	0.3457
C9orf45	-0.234625
XAB2	0.4115
RTN1	4.5499
KLHL14	-0.5922
TBX10	-1.278
CENPQ	0.1714
UTY	-0.716529411764706
ZBTB12	-0.222333333333333
DTNBP1	-0.9279
KBTBD8	-0.952625
ZEB1	3.87575
ZG16	-1.4818
MIER1	-1.18223076923077
ADAM5P	-0.889666666666666
CHD9	0.810333333333333
STK16	0.3142
KIAA1486	0.371
TOB2	1.3585
BANK1	0.2384
OR2V2	0.7996
GRM2	1.0165
PROSC	0.9239
SPIN2B	1.108
PIR	-1.95072727272727
IPO9	-0.048
EVC	-2.45625
CXCL13	-0.060875
KIAA1199	-0.454230769230769
SORL1	2.8242
NAT10	-0.5192
CHD1	-1.6284
SYN3	1.8564
SLC22A2	-0.2232
SERPINF1	-4.4895
WDR34	-1.7402
OR7A17	0.471
C9orf11	0.227333333333333
RNF216L	0.426166666666667
LHB	0.111
STK25	0.5929
TAOK3	2.61
LOC152573	-1.1556
C3orf39	2.6399
C14orf108	1.25069230769231
CDC25B	-0.624714285714286
BMP3	-0.076
TMEM180	0.507
MAP1LC3C	-0.0832
CRYGC	-0.323666666666667
POU3F1	0.677230769230769
C20orf32	-1.09333333333333
CCDC95	-0.2045
HIGD1B	5.298
USP6NL	-0.4417
ABCD4	0.1945
DIMT1L	0.4361875
TEK	1.68918181818182
SLC25A46	0.2922
LARP7	-1.17878571428571
CD160	0.2135
MT1JP	0.779285714285714
PHF20	-0.247809523809524
CPNE4	2.8648
GTPBP1	0.334736842105263
RAB33B	0.483
ALDOC	3.81381818181818
ZNF212	-0.1522
NUDT1	-0.369375
RFPL2	-1.14666666666667
ZNF83	-1.116
GDPD5	-1.3827
PDCD4	1.19761538461538
CEP350	0.0582
OR10A2	0.2788
CST7	-1.3166
CIAO1	-1.253
SELL	2.652
OR8J3	1.17866666666667
LTBP4	-0.59125
SIRT6	0.2404
CCL19	2.6282
PPIL1	-0.255375
GBP7	0.182
STK17A	0.634461538461538
ABR	1.3304
OR9G1	-0.056
FOXE1	-0.6913
CNGA3	3.139
GML	0.647333333333333
CD38	-2.8146
ZDHHC6	0.0245
NEFH	-3.915
CTDSP2	-0.0455
PGBD5	3.04166666666667
CCNY	0.871388888888889
RMND5B	0.8291875
ZNF257	0.4414
FLJ22167	1.3431
EXOSC7	0.128625
ROR2	-1.3975
MAOA	2.91309090909091
TNNT3	0.028375
GYPC	-2.04383333333333
C7orf33	-0.4205
PLIN	0.855875
LOC90826	0.2312
RNF4	0.104
F8A1	0.23325
PLEKHG4	-4.8972
GRB2	0.151592592592593
HIST1H2AD	-3.3782
DUS3L	-0.28225
EIF1	-0.312
RP5-1077B9.4	-1.08733333333333
FPGT	-0.5524
GDF10	1.34825
COQ9	1.4044
GCC2	-0.298777777777778
RARRES3	0.172363636363636
PLXNA1	0.0152857142857143
KIAA0100	0.0488571428571429
PMF1	0.1162
FNDC1	0.1494
HS2ST1	-0.7973125
CRELD2	-0.1858
C8G	-2.06733333333333
CD82	1.413
LIM2	-0.904333333333333
UNQ6490	0.350333333333333
MMP16	2.0525
DRD3	0.0845
C5orf26	0.3618
C11orf73	0.5582
PTP4A2	-1.6832
OR4M2	1.827
HPCA	-0.3775
SEC14L1	0.691
CHFR	-0.0663636363636363
EMILIN1	-0.0669
NDUFS4	0.2774
COL18A1	-1.658
PDZD3	-0.103538461538461
C9orf16	-0.158
ERBB2IP	-0.0855714285714286
EMX2	4.307
FUS	0.1696
TF	-2.88776923076923
CLCN4	2.53025
CXorf56	0.9098
C11orf72	0.808166666666667
ELAC2	0.098
NPR1	-0.8966
ASS1	-4.40133333333333
USP42	0.1492
POLR2J	-0.171
SEC23IP	-0.429
UQCRC1	0.6322
LOC729603	-0.3486
C1orf71	-0.5223
POLG	-2.3825
ADAM23	-0.799
TFR2	-1.1898
RICTOR	0.0166923076923077
MGC39606	2.7272
C19orf55	-0.926727272727273
SNAPC1	-0.892
GNA11	1.18618181818182
CCDC52	-1.18625
FSIP1	0.804666666666667
UPF3A	0.6705
IGSF11	1.78975
LAGE3	-0.0838
CHST6	-1.54633333333333
UNC13B	1.00572727272727
TTLL4	0.346
ZNF687	0.5866
SDC2	-1.78614285714286
COX7A2	0.6272
LAMB4	0.3502
FAM24A	0.706666666666667
LRRTM3	4.264125
GPHB5	-0.1874
OR4C13	0.129333333333333
EIF3EIP	0.532222222222222
HABP4	2.52566666666667
TMEM125	-2.2474
CNTN2	2.03063636363636
ASNSD1	0.3384
FUT4	-2.0648
ACF	-1.6184
LOC158381	0.4595
CDH8	-0.0322
AGPS	-0.974125
C4orf18	-1.47827272727273
PECI	0.349214285714286
UNG	-0.521454545454545
GSTP1	-0.0711818181818182
DCUN1D5	-1.01575
DKFZP564J0863	-2.9798
SLC9A3R1	-0.997454545454546
BCDO2	0.951818181818182
CHMP7	0.6058
REM2	0.966
DNHD1	-0.2698
FKBP4	-1.44
ZNF350	0.9254
MGC11102	-0.354545454545454
BST1	-0.6802
KISS1R	0.283666666666667
NCR2	1.05333333333333
DEFB125	-0.94
UBE2W	0.416454545454545
KRT15	-4.62663636363636
C10orf99	0.866666666666667
SCN11A	0.837181818181818
GFI1	-3.8834
RDHE2	-1.389125
FHL1	3.26175
OSGEP	-0.3075
GATA1	-3.781125
SMC6	-1.5592
TTTY14	-1.04783333333333
LPIN3	0.3628
RPL4	0.307
RBPMS	-2.51364285714286
PRPF3	-0.411625
EMR1	-2.932
SPATA19	0.4916
XCR1	1.708
IRX3	-0.778461538461539
RBM6	0.1634
KLF4	-1.26538461538462
UNC5CL	-0.1518
SEBOX	-0.0403333333333334
BTK	-2.1346
KRCC1	1.001
C6orf27	0.560666666666667
SYTL5	0.199333333333333
PRND	1.69127272727273
LOC653319	0.534
PIGL	-2.10145454545455
HUS1	-1.118
SFRS6	-0.191875
C17orf77	0.701333333333333
UIMC1	-0.181125
FXYD2	-1.67146153846154
LOC283152	-1.797
ZNF667	1.0776
ZCCHC12	0.6146
TFEC	1.04346153846154
ATP7B	-0.036125
POLD2	-0.63225
RG9MTD1	0.4792
ACOT2	-0.053625
HIST1H4I	-1.62809090909091
PPARGC1A	2.45923076923077
ETFA	0.252571428571429
POLRMT	-0.148
ZNF146	-0.420545454545455
MIA2	-1.296
KLHL6	-2.648625
HOXB5	-2.36581818181818
NENF	-0.5335
CUGBP1	-1.4626
PRSS22	-1.2455
CASC4	1.56069230769231
CUL4B	-0.176153846153846
CENPJ	-0.718285714285714
PITX1	-1.409625
FLJ31033	-0.214142857142857
CELSR3	2.19375
ZNF568	0.7314
ITSN1	0.400933333333333
EHBP1L1	-3.10925
C19orf2	-0.2444
DCTN1	0.9996
LIN28B	-4.1315
TNKS2	2.001
C1QBP	-0.2822
CADPS2	-1.8992
SRMS	0.139
GJA9	0.587125
MGC24975	0.36275
TRIM45	-1.557375
TSP50	0.6268
TCP1	-0.4502
TMED7	0.2745
CMA1	0.193666666666667
CENPL	-1.330125
PTCRA	-0.565333333333333
FST	-5.2088
VWCE	-1.3014
PAWR	-4.2512
ABCC12	-0.104875
LDLR	-2.39992307692308
ASTN2	3.62064285714286
LOC441212	0.473181818181818
GPATCH8	0.3185
TANC2	0.5668125
KIF4A	-3.2622
C18orf18	0.7476
PGM1	-0.666
KIAA0258	0.0216
CPD	-0.2698
SNCAIP	3.8898
DCT	-4.094
HLA-DOA	1.65377419354839
OR11L1	0.521666666666667
UPK1B	-0.81525
DNAJB4	0.7449
UGT1A8	0.4164
HIST1H4L	-0.349
PECR	-0.499
HSPA2	0.0766
WFIKKN1	0.255
SERP1	1.1122
SYDE2	-1.4875
TACR2	1.77333333333333
NUP85	-1.3876
CD177	0.00988888888888881
LGR5	-0.612
PIGG	-0.8920625
PTHR1	0.42625
RAB5A	1.92223076923077
FLJ13224	0.917333333333333
USP9Y	-1.54275
C7orf53	-1.44
LRP1B	5.391
XAF1	0.2008
ABCG8	0.306333333333333
ANKDD1A	0.36725
DAND5	1.44533333333333
SPAG6	0.2635
LINCR	2.4392
ZDHHC22	4.0304
CCDC60	-0.6605
THOC7	-1.538375
TCTA	1.485
OR8K3	0.3078
NY-REN-7	0.3824
B2M	0.6435
C6orf141	-3.5028
LPPR4	5.81883333333333
SQLE	-1.48272727272727
SEPHS1	0.0644
BTBD14B	0.789277777777778
PLRG1	-0.1608
SPG7	0.55047619047619
ZNF614	-0.350444444444444
PARD6G	0.1315
INPP5B	-0.785538461538462
GRPEL2	-0.3845
PPID	-0.270153846153846
TRIM56	-1.0142
UBE2J1	-0.541090909090909
IL20RA	-0.3248
LOC387856	2.7072
C1orf107	0.1605625
UTS2R	0.076
C19orf22	-0.3042
SAFB2	0.4978
KIAA0652	1.0438
KLRG1	0.10475
MS4A8B	0.00112499999999998
FRAG1	-0.213
KIAA1546	1.387
E2F4	-1.10538461538462
CLEC4M	1.146
BTBD14A	-0.0202
KIAA0999	1.00438461538462
GYPA	-4.076375
TAC1	2.07428571428571
TRAIP	-1.441625
KIAA0232	1.71707692307692
ERCC8	-0.0842
GPX4	0.484363636363636
KIAA0368	0.0219
GPR157	-1.986875
CTAGE4	-1.369
C9orf30	-0.304
OR52A1	0.321666666666667
HSP90B3P	-0.85
ALG9	-0.117076923076923
BTBD10	1.1658
SDK2	0.699
BAIAP3	-1.2142
RABGGTB	-0.9856
ANKRD40	0.393875
KRT74	1.64633333333333
CALCOCO2	0.661055555555556
SNCA	-2.4398
TMSL8	-0.380181818181818
C2orf53	0.384666666666667
ESRRB	-0.2126
ARHGAP26	0.2302
TDRD9	0.4762
HRAS	0.31775
KLRC4	0.513
JAGN1	-0.35675
BSDC1	-0.0394
RNF43	-2.94815384615385
NDUFAF1	1.5944
PHF12	0.471333333333333
OR1L3	0.2468
FOLR2	2.0542
LYZL6	0.262857142857143
tcag7.1260	-0.211333333333333
WSB1	-0.739625
PROS1	-0.283846153846154
OSTN	0.722666666666667
PSMB8	-0.7642
SOCS4	1.15909090909091
DDIT4L	-1.2382
MAS1	-0.182666666666667
MGC34796	0.578
CSHL1	0.452625
TBCCD1	0.15125
ZBTB7C	0.785333333333333
AP2S1	-1.74490909090909
P15RS	1.85923076923077
VAT1	-0.682846153846154
SHANK3	1.368375
TUFM	0.234
THEG	0.5006
KRT34	-2.1124
SGSM3	-0.128
TOMM22	-0.3351
SOCS3	-1.836875
CPO	-0.382
POP4	0.0664
BHLHB3	1.2078
MALL	-1.20266666666667
OR1B1	0.259
PARK2	1.53455555555556
GPR124	-0.0287
LCE1E	-0.082
RUVBL2	-1.2326
CGRRF1	1.51053846153846
ACPL2	1.947
WNT10B	-1.08854545454545
BAIAP2L2	-2.13190909090909
ISCA1	1.1055
C1orf125	-0.328181818181818
RPAP1	0.1512
RAI16	0.198
RPL27	-0.835909090909091
NLRP9	1.29133333333333
EPN1	-0.003
LOC388610	1.2591
SLC35A1	0.335307692307692
GAL	-5.417
SLC14A2	0.646333333333333
RDH11	0.49475
FAM138F	-0.266666666666667
AUH	-0.0474
FLJ40243	0.2954
C14orf129	0.232875
MBD2	-1.642
ABHD14B	-1.0627
PIGT	-1.14218181818182
ALS2CR4	0.0864545454545454
ALAS1	0.588846153846154
FOXO1	0.758375
CRLF3	-1.51618181818182
C20orf107	0.3175
FARS2	0.5632
CCDC28A	-0.6296
NPHP3	-2.2952
OR13F1	0.934666666666667
TSEN54	-1.1024
DEFB106B	-0.14075
OR8B4	0.352
STH	2.2802
ZC3H14	-0.2623
CBX2	-0.0256666666666667
TMEM49	-1.3538
C6orf21	0.335666666666667
FLJ20920	-1.47190909090909
CRTAP	0.287
DDX50	-0.2158
STYXL1	0.2658
BLVRB	-2.30975
LOC147650	-2.122375
MMP24	0.612166666666667
GRID1	4.900375
BANF1	0.225875
CTAGEP	-1.2458
HMBS	-1.1962
SLC25A24	-3.858
C14orf50	-0.3748
MRO	4.46725
SLC25A15	-0.0388
FAM84B	1.154
TDP1	-1.455
C16orf78	0.374875
C11orf57	0.0709
RFK	-0.2749
ZFYVE9	-0.583272727272727
STCH	1.05807692307692
WIBG	-0.1648
LOC283871	-0.240125
GBA2	0.857071428571429
NDUFB3	0.3208
HSD17B13	-0.0703333333333333
GRIN3A	5.24325
FMNL1	-2.226875
SEPT7	0.716
GNLY	2.15133333333333
GRAMD1C	-0.841
ZNF165	-2.2928
USP38	1.1528
FAM83A	-3.472
C14orf24	1.1804375
ARMCX3	1.9764
ARHGDIB	-1.968625
AK1	1.384
KIAA1045	2.248
DNAJB13	0.31275
NEU2	0.298333333333333
HIST1H4B	-1.265375
FAM20B	-1.08361538461538
HES2	-0.634421052631579
FAM73B	0.0765384615384615
LOC388381	0.5068
INTS7	-0.967428571428571
AMPH	3.24966666666667
ZNF775	0.868
UCKL1	-1.000875
C10orf97	0.6606
C1orf161	-0.3245
ALDH1L1	4.1056
FLJ39378	1.22636363636364
SLC23A1	-1.85633333333333
RBM4B	1.5024
THAP4	-0.14325
OGFRL1	-0.8812
KIAA0831	0.291181818181818
PPP1R15A	-1.995875
C1orf96	0.921631578947368
C12orf11	-1.2252
BMF	-0.612545454545455
MAN1A1	-2.14990909090909
KIAA1600	0.834625
NLGN4X	3.5608
ALOX12	-1.1955
RB1CC1	0.422357142857143
NEIL2	2.12476923076923
EIF4E	0.621862068965517
ABHD5	-0.589
EXOC4	0.44675
CIP29	0.281625
BATF2	1.3412
SLC29A4	1.47490909090909
HTR4	0.6585
EMB	-3.746
TRAF6	0.2036
LMNB1	-4.05
FAM19A5	2.28963636363636
SHE	1.8666
PIK3C2B	0.6152
C15orf15	0.293357142857143
USP15	-0.0618461538461539
TCEAL2	5.651
C5orf39	-0.906857142857143
PTGER2	-3.8852
SLC31A1	-0.444380952380952
IFT172	0.4706
ADAM29	1.0664
GFOD1	0.7162
ST7L	0.2085
C15orf26	-3.2476
PKN3	-1.7534
CNTD1	3.060875
COMMD1	-0.4335
NTRK2	5.7675
FOXN3	1.71345454545455
MFGE8	0.105153846153846
PFKFB2	1.32775
TAS2R4	0.3158
ENTHD1	-0.7555
PRMT5	0.3542
MGC16384	-1.53581818181818
LOC442229	-0.9594
TSKU	-0.241
KRTCAP3	-3.44790909090909
PDLIM1	-2.34461538461538
KCNS2	0.356166666666667
RNF126	-0.01825
CEP63	0.2568
CLIC4	-0.4625
hCG_1990170	1.3762
ACR	0.83
KLK7	-0.3824
ALOX5AP	0.222181818181818
RIPK3	0.9028
TAS2R9	-0.188
C19orf18	-0.0326666666666667
BIRC6	0.390105263157895
ZNF16	1.28133333333333
RFT1	-1.1646
SLC8A2	1.694
TACC1	1.04709090909091
ITGAD	1.10233333333333
SAMHD1	0.583833333333333
SH3PXD2B	0.580230769230769
EPC2	1.8316
C20orf85	0.872
ATP13A2	0.1255
KRT4	0.363181818181818
CAPNS1	-1.105
MDM2	-0.6913125
PCDH20	6.5142
KCNK9	0.279
OR2C1	3.00166666666667
KLHDC3	0.48525
IPPK	0.475666666666667
EFHD2	-0.8494
GALR3	0.0336
NBEA	2.021625
ABCA6	0.723076923076923
CLDN3	-3.69975
AKT2	-1.33752631578947
EGFR	3.31728571428571
RBM16	0.2188
ZDHHC3	-0.575538461538462
SLC25A4	1.839
CYB5B	0.126375
CPXM1	2.0646
NDRG1	-2.679
FLJ43826	0.1228
OR5L2	0.723625
FARP2	-0.085
MRPL46	0.593875
LDHAL6B	0.781375
MAPKAPK3	-0.840125
NCAM2	3.3976
PRKD2	-0.97575
ZFP36L1	0.427153846153846
CYSLTR1	-1.651
OR4C3	0.1238
HIST1H2AJ	-2.764
CCNB2	-3.79636363636364
ZNF10	0.6454
TMEM175	0.916
FAM134A	2.0565
TIGD4	0.99
PCNP	0.4928
MGC39715	1.70866666666667
LQK1	-2.466
CREB1	0.733461538461538
TMPRSS3	-3.22583333333333
C4orf32	-3.0156
LAT	-2.82646666666667
KCNA3	-1.21933333333333
SKIV2L2	-0.385
ROPN1B	-3.8122
tcag7.23	-1.2825
CDT1	-3.0834
ZHX2	1.91072727272727
CD28	-4.8654
ZNF624	1.767
SEPT2	1.71593333333333
SOHLH2	2.34918181818182
MCOLN3	-1.5717
UNQ1945	0.448
MASP2	0.166
ZNRF3	0.343
GPATCH3	-0.3398
AGL	-0.284727272727273
QRICH2	0.167
PSD4	-2.863625
CCNB1IP1	-0.0414
ENPP7	0.346
OBFC1	-1.5702
KCNG3	-1.54683333333333
C14orf79	0.0238
ENPEP	2.0195
SCT	0.09
SKI	0.436909090909091
SEC61G	-1.7776
CAPN11	-0.2258
ATXN7L3	-0.1758
DBNDD1	-0.534875
FAIM	-3.0456
ANKRD36	-2.11366666666667
GABRP	-0.456111111111111
TACSTD2	-4.577375
EIF3J	-0.062
PPP2R2A	-0.1912
TEKT4	0.7645
PVALB	-1.362875
F10	-3.60325
FAM134C	0.516076923076923
COMP	1.0041
EFCBP1	-2.04872727272727
SCLT1	-0.1339
TAL1	-0.405230769230769
ACSL1	-1.2124
ABCC5	-0.511266666666667
ABL1	-0.12788
RBBP7	0.5573125
PTPRG	-0.0598
NCOR1	0.0432307692307692
SPINK4	-2.578875
TXNRD1	-0.414230769230769
TNRC15	0.7376
C9orf138	0.687818181818182
UBE2H	0.126875
BRDT	0.271285714285714
C8orf31	1.3622
CCNE2	-2.1285
SLC6A8	-0.0626
CALCR	-4.4212
PPP1CB	1.74106666666667
ABHD8	1.1176
ARF5	0.145
SLC24A4	4.9566
CCT3	-0.0936
ZNF121	-0.269
SLC3A2	0.386928571428571
OR13A1	0.437666666666667
SLC5A10	-0.0722
RAD50	-0.8387
IER5	0.3518
MTHFD1L	-1.66145454545455
MBTPS2	-0.0878
MVK	-0.153272727272727
NCL	-0.0930769230769231
PSMD10	0.9406
MOBP	1.78963636363636
FLJ32894	-0.269
HRH1	-0.470625
C5orf30	0.6106
NUDT16L1	1.08415384615385
RASGRP3	4.2195
PRKRIP1	-0.00176923076923077
CCDC75	1.1574
LOC253970	0.2784
KIAA1239	0.4812
MED21	-0.9894
SYT11	4.269
NTSR2	3.72666666666667
EGFL11	-0.024
CXorf59	-0.641333333333333
OR2A25	0.0125
SPTBN2	0.886
LRMP	-1.064125
RNF111	0.7038
PTH	-0.578333333333333
LOC619208	2.06925
KIAA0895	-0.3484
RANBP5	-0.543
P2RY10	-0.645375
NME5	3.215
DDX21	-0.854833333333333
LRSAM1	0.465333333333333
HDAC11	0.82025
VMO1	1.4548
NOLA2	0.03425
ADAR	0.5696
MTO1	-1.00675
SF4	0.564125
P2RX1	1.29025
HBM	1.1722
EN2	0.0866666666666667
C14orf172	-0.0888333333333333
TM9SF2	-0.134307692307692
INHBE	-0.81225
TCTE3	0.584266666666667
TOX2	-1.118
CTAGE3	-0.3937
HBB	5.55361538461538
MED15	-0.722
CASR	-0.197
C6orf66	-0.712375
MTPN	0.1333
UNC50	1.1856
C21orf33	1.1582
IRF2	0.7624
PGR	-2.81275
GPR84	-0.1306
CROCCL1	-0.7574
SRPX	0.6126
BRE	0.634875
FGF10	0.2715
SDC3	1.681875
ZRSR1	1.290125
DKFZP434P211	0.2147
SOX6	2.75333333333333
RPUSD2	0.2104
C14orf173	-1.1478
MAPK11	0.465
TBC1D22A	-0.373333333333333
FAM123A	5.66733333333333
COL4A6	-4.209125
TOMM70A	0.4826
NAB1	0.5848
MGC16385	0.813727272727273
TSPAN18	-0.900625
MED31	-0.3964
PLG	0.242
CAPSL	-0.0826666666666667
ZNF532	2.42338461538462
ASB14	0.118
CA8	-1.0238
NUDT16P	-1.19025
SLFN11	-2.544
LRRIQ2	-0.0871
