Hybridization REF	TCGA-CS-4942-01A-01R-1470-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
ELMO2	2.083875
CREB3L1	-1.27916666666667
RPS11	-0.0445
PNMA1	2.2578
MMP2	-0.455
C10orf90	0.7996
ZHX3	1.26775
ERCC5	-0.0728
GPR98	1.59881818181818
RXFP3	-0.292333333333333
APBB2	1.4036
PRO0478	-1.136
KLHL13	1.2608
PRSSL1	-1.27475
PDCL3	0.2915
DECR1	0.0479
SALL1	2.5515
CADM4	1.68025
RPS18	-0.813894736842105
HNRPD	0.362
CFHR5	-0.248833333333333
SLC10A7	0.377818181818182
OR2K2	-0.371333333333333
LMAN1	-2.07818181818182
SUHW1	-3.111
CHD8	-0.302615384615385
SUMO1	-0.174923076923077
GP1BA	0.827692307692308
DDB1	-0.075125
MYO9B	0.250071428571429
MMP7	2.162
CRNKL1	0.0551
C9orf45	-0.377
XAB2	0.3364
RTN1	5.23
KLHL14	-2.708125
TBX10	-1.82966666666667
CENPQ	-0.4746
UTY	-1.83426666666667
ZBTB12	-0.204
DTNBP1	0.2085
KBTBD8	0.84625
ZEB1	3.73275
ZG16	-4.2558
MIER1	-0.0372307692307692
ADAM5P	0.204
CHD9	0.039047619047619
STK16	-0.912
KIAA1486	-1.04566666666667
TOB2	0.9695625
BANK1	1.43866666666667
OR2V2	0.37075
GRM2	0.067
PROSC	1.311
SPIN2B	0.4006
PIR	-1.70181818181818
IPO9	0.00235714285714284
EVC	-2.170125
CXCL13	1.08485714285714
KIAA1199	-1.09291666666667
SORL1	3.9382
NAT10	-0.7024
CHD1	-1.6972
SYN3	1.6322
SLC22A2	-0.79625
SERPINF1	-2.0665
WDR34	-1.1318
OR7A17	0.065
C9orf11	1.13533333333333
RNF216L	0.0653333333333333
LHB	-0.0523333333333333
STK25	0.4934
TAOK3	2.4965
LOC152573	-1.1414
C3orf39	2.2469
C14orf108	0.0951538461538462
CDC25B	-0.937714285714286
BMP3	-1.119
TMEM180	1.02466666666667
MAP1LC3C	0.5068
CRYGC	-0.836333333333333
POU3F1	0.493846153846154
C20orf32	-1.459
CCDC95	-0.123
HIGD1B	5.3762
USP6NL	-0.2056
ABCD4	-0.30225
DIMT1L	0.5944375
TEK	0.5596
SLC25A46	-0.5876
LARP7	-1.14264285714286
CD160	0.0754285714285714
MT1JP	-0.0225714285714285
PHF20	-0.0920476190476191
CPNE4	1.1952
GTPBP1	0.230263157894737
RAB33B	-0.536142857142857
ALDOC	2.37363636363636
ZNF212	0.3088
NUDT1	-0.026875
RFPL2	1.5295
ZNF83	-0.922375
GDPD5	-0.564
PDCD4	1.11792
CEP350	-0.0932
OR10A2	0.1174
CST7	-1.7626
CIAO1	-1.307
SELL	4.1437
OR8J3	-0.372333333333333
LTBP4	1.347625
SIRT6	0.0734
CCL19	3.5096
PPIL1	-0.103
GBP7	2.645125
STK17A	0.240615384615385
ABR	2.7164
OR9G1	1.738
FOXE1	-1.3436
CNGA3	4.32666666666667
GML	-0.318333333333333
CD38	0.2006
ZDHHC6	-0.282125
NEFH	-0.331
CTDSP2	0.7848125
PGBD5	2.168
CCNY	0.805833333333334
RMND5B	0.396625
ZNF257	-1.126
FLJ22167	2.4031
EXOSC7	-0.25425
ROR2	-0.9644
MAOA	1.45954545454545
TNNT3	-1.54425
GYPC	-0.499833333333333
C7orf33	0.4315
PLIN	2.059
LOC90826	-0.1716
RNF4	-0.168461538461538
F8A1	0.711875
PLEKHG4	-4.0184
GRB2	0.838703703703704
HIST1H2AD	-1.436
DUS3L	0.412625
EIF1	-0.237875
RP5-1077B9.4	-0.956111111111111
FPGT	0.9178
GDF10	0.687428571428571
COQ9	0.589
GCC2	-0.446444444444444
RARRES3	2.86872727272727
PLXNA1	-0.0577857142857143
KIAA0100	0.234142857142857
PMF1	-0.0554
FNDC1	0.6376
HS2ST1	0.018625
CRELD2	0.2754
C8G	-3.03
CD82	1.8178
LIM2	-1.20166666666667
UNQ6490	-0.3675
MMP16	2.6195
DRD3	0.663166666666667
C5orf26	-0.1202
C11orf73	0.412
PTP4A2	-0.4566
OR4M2	1.034
HPCA	0.038375
SEC14L1	0.378625
CHFR	-0.189272727272727
EMILIN1	0.5037
NDUFS4	-0.4756
COL18A1	-2.9593
PDZD3	0.033
C9orf16	-0.299375
ERBB2IP	1.01085714285714
EMX2	5.18325
FUS	-0.2496
TF	-0.432769230769231
