Hybridization REF	TCGA-06-0138-01A-01R-0229-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
15E1.2	-0.4744
2'-PDE	-0.2438
7A5	-1.24066666666667
A1BG	1.392875
A2BP1	1.547
A2M	1.1904
A2ML1	0.855
A3GALT2	0.0542
A4GALT	-0.30975
A4GNT	0.316666666666667
AAAS	-1.2834
AACS	-1.6008
AADAC	-1.2526
AADACL1	0.0814
AADACL2	-0.0478
AADACL3	0.353
AADACL4	-0.0553333333333333
AADAT	0.427
AAK1	0.0201764705882353
AAMP	-1.1888
AANAT	0.532333333333333
AARS	-1.252875
AARS2	-0.682125
AARSD1	-1.0258
AASDH	1.03345454545455
AASDHPPT	0.691
AASS	-0.0368
AATF	-1.8607
AATK	0.361076923076923
ABAT	2.28376923076923
ABBA-1	-0.0938
ABCA1	2.866
ABCA10	0.361
ABCA11	1.245
ABCA12	-2.825
ABCA13	0.332272727272727
ABCA2	-0.7202
ABCA3	0.0493636363636364
ABCA4	-0.508555555555556
ABCA5	0.3098
ABCA6	1.80769230769231
ABCA7	-1.8306
ABCA8	1.5862
ABCA9	1.08784615384615
ABCB1	1.49536363636364
ABCB10	-1.09683333333333
ABCB11	0.204333333333333
ABCB4	-0.4038
ABCB5	0.123666666666667
ABCB6	-1.01423076923077
ABCB7	-0.2242
ABCB8	-0.624125
ABCB9	-0.282125
ABCC1	-2.85125
ABCC10	-1.0724
ABCC11	0.631
ABCC12	0.219375
ABCC13	0.131818181818182
ABCC2	-3.30766666666667
ABCC3	0.693
ABCC4	-0.8030625
ABCC5	-0.809866666666667
ABCC6	-0.751277777777778
ABCC8	1.6326
ABCC9	2.83736363636364
ABCD1	-0.977666666666667
ABCD2	2.70483333333333
ABCD3	0.621785714285714
ABCD4	0.398125
ABCE1	0.3212
ABCF1	-1.17107692307692
ABCF2	-0.928090909090909
ABCF3	-1.343875
ABCG1	1.161
ABCG2	1.8054
ABCG4	0.215
ABCG5	-3.026
ABCG8	-0.414666666666667
ABHD1	0.9424
ABHD10	0.918230769230769
ABHD11	-0.415923076923077
ABHD12	0.863923076923077
ABHD12B	-0.9092
ABHD13	1.28
ABHD14A	0.7868
ABHD14B	-0.4827
ABHD2	-0.445178571428571
ABHD3	0.1526
ABHD4	0.3466
ABHD5	0.4644
ABHD6	1.449
ABHD7	1.5138
ABHD8	0.1414
ABHD9	0.013
ABI1	0.237375
ABI2	0.111625
ABI3	3.04
ABI3BP	0.0154
ABL1	-0.6266
ABL2	-0.985733333333333
ABLIM1	0.212625
ABLIM2	0.678
ABLIM3	-0.79
ABO	0.166875
