Hybridization REF	TCGA-02-0024-01B-01R-0179-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
15E1.2	-1.5302
2'-PDE	0.1817
7A5	-1.47633333333333
A1BG	1.2
A2BP1	2.445
A2M	2.2232
A2ML1	0.323
A3GALT2	-0.0406
A4GALT	0.35625
A4GNT	0.197
AAAS	0.9454
AACS	-0.767
AADAC	-0.4288
AADACL1	-1.2512
AADACL2	-0.1276
AADACL3	0.198
AADACL4	-0.617
AADAT	0.2163
AAK1	0.238058823529412
AAMP	0.0836
AANAT	0.0656666666666667
AARS	-0.422875
AARS2	-0.084625
AARSD1	-0.2369
AASDH	0.108636363636364
AASDHPPT	0.104923076923077
AASS	-1.0876
AATF	0.5802
AATK	1.03384615384615
ABAT	2.27576923076923
ABBA-1	0.643066666666667
ABCA1	1.440875
ABCA10	-0.0736666666666667
ABCA11	0.222666666666667
ABCA12	-3.284
ABCA13	0.159181818181818
ABCA2	0.8366
ABCA3	1.398
ABCA4	-0.698222222222222
ABCA5	-0.722
ABCA6	0.583923076923077
ABCA7	-2.1222
ABCA8	0.6004
ABCA9	0.860076923076923
ABCB1	0.197818181818182
ABCB10	-1.25808333333333
ABCB11	0.0133333333333333
ABCB4	0.3628
ABCB5	-0.0536666666666667
ABCB6	-0.213076923076923
ABCB7	-0.6398
ABCB8	-0.0475
ABCB9	0.237625
ABCC1	-1.795875
ABCC10	-0.6816
ABCC11	-0.436875
ABCC12	0.131
ABCC13	-0.00045454545454545
ABCC2	-3.09655555555556
ABCC3	-2.07218181818182
ABCC4	-0.7433125
ABCC5	0.02
ABCC6	-1.21455555555556
ABCC8	1.7546
ABCC9	0.136363636363636
ABCD1	-0.437
ABCD2	0.240333333333333
ABCD3	-0.184928571428572
ABCD4	-0.415375
ABCE1	-0.2828
ABCF1	-0.528769230769231
ABCF2	-0.881818181818182
ABCF3	0.293375
ABCG1	0.443333333333333
ABCG2	-0.859
ABCG4	0.472166666666667
ABCG5	-2.1952
ABCG8	-0.261666666666667
ABHD1	-0.3276
ABHD10	-0.388923076923077
ABHD11	-1.10861538461538
ABHD12	0.0993076923076923
ABHD12B	-1.5966
ABHD13	0.119461538461538
ABHD14A	0.8554
ABHD14B	-0.54
ABHD2	-0.0442142857142857
ABHD3	-1.5402
ABHD4	0.1136
ABHD5	-0.8698
ABHD6	0.9414
ABHD7	0.7016
ABHD8	-0.2086
ABHD9	0.441666666666667
ABI1	-0.20425
ABI2	0.38075
ABI3	1.2184
ABI3BP	-0.935
ABL1	-0.0390400000000001
ABL2	-0.419266666666667
ABLIM1	0.619875
ABLIM2	1.2716
ABLIM3	-0.720076923076923
ABO	0.11575
ABP1	0.117272727272727
ABR	1.8352
ABRA	-0.0482
ABT1	-0.2724
ABTB1	0.20975
ABTB2	0.0026
ACAA1	-0.245615384615385
ACAA2	0.00954545454545455
ACACA	-0.52
ACACB	-0.2542
ACAD10	-0.3145
ACAD11	-0.176714285714286
ACAD8	0.2758
ACAD9	-0.4204
ACADL	0.166125
ACADM	-0.967909090909091
ACADS	-0.729928571428571
ACADSB	-1.60704166666667
ACADVL	-1.373875
ACAN	3.32766666666667
ACAT1	-1.425
ACBD3	-0.0804615384615385
ACBD4	-0.164454545454545
ACBD5	0.1986
ACBD6	0.586
ACCN1	0.8205
ACCN2	3.1142
ACCN3	-0.041
ACCN4	0.15525
ACCN5	-0.156333333333333
ACD	-0.126125
ACE	-0.0385
ACE2	-0.051
ACF	-2.0008
ACHE	-0.09625
ACIN1	-0.111375
ACLY	0.313909090909091
ACMSD	-0.5768
ACN9	-0.6282
ACO1	-1.567875
ACOT11	-0.0297894736842105
ACOT12	0.1364
ACOT2	-1.111
ACOT4	-0.5302
ACOT6	0.2186
ACOT7	-0.291363636363636
ACOT8	0.2962
ACOT9	-0.77
ACOX1	-0.220357142857143
ACOX2	-0.320375
ACOX3	-0.215272727272727
