Hybridization REF	TCGA-06-0139-01A-01R-0213-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
15E1.2	-0.4484
2'-PDE	-0.2972
7A5	-1.37
A1BG	0.0585
A2BP1	0.360375
A2M	3.2292
A2ML1	1.244
A3GALT2	0.0208
A4GALT	-0.354375
A4GNT	0.086
AAAS	-0.9444
AACS	-1.2892
AADAC	-0.4548
AADACL1	1.4044
AADACL2	-0.5394
AADACL3	0.539
AADACL4	-0.512666666666667
AADAT	-0.1105
AAK1	0.327705882352941
AAMP	-0.7124
AANAT	0.748666666666667
AARS	-1.498125
AARS2	-0.429125
AARSD1	-1.6716
AASDH	0.623636363636364
AASDHPPT	0.0525384615384616
AASS	-0.1846
AATF	-1.49
AATK	1.222
ABAT	0.213
ABBA-1	0.195333333333333
ABCA1	3.80875
ABCA10	0.15
ABCA11	-0.61
ABCA12	-4.139
ABCA13	1.87218181818182
ABCA2	-0.3788
ABCA3	-0.367090909090909
ABCA4	-0.374333333333333
ABCA5	-0.9998
ABCA6	3.86346153846154
ABCA7	-1.6728
ABCA8	2.949
ABCA9	2.96861538461539
ABCB1	1.398
ABCB10	-1.21725
ABCB11	-0.276666666666667
ABCB4	-0.5226
ABCB5	-0.0153333333333333
ABCB6	-1.02976923076923
ABCB7	-0.1922
ABCB8	-1.079625
ABCB9	-0.401375
ABCC1	-1.87175
ABCC10	-0.4736
ABCC11	-0.89075
ABCC12	0.132625
ABCC13	2.13677777777778
ABCC2	-3.58122222222222
ABCC3	2.51536363636364
ABCC4	-0.6620625
ABCC5	0.3272
ABCC6	-1.00361111111111
ABCC8	0.0114
ABCC9	1.25145454545455
ABCD1	0.366
ABCD2	1.17616666666667
ABCD3	-0.390142857142857
ABCD4	0.955
ABCE1	0.0438
ABCF1	-0.648923076923077
ABCF2	-1.04109090909091
ABCF3	-0.314625
ABCG1	3.226
ABCG2	0.2632
ABCG4	0.219166666666667
ABCG5	-3.6374
ABCG8	-1.05166666666667
ABHD1	0.5578
ABHD10	0.0436923076923077
ABHD11	-0.799230769230769
ABHD12	0.786615384615384
ABHD12B	-1.0656
ABHD13	0.941384615384615
ABHD14A	-0.0596
ABHD14B	0.0217
ABHD2	-0.0443571428571429
ABHD3	0.4222
ABHD4	0.4046
ABHD5	0.571
ABHD6	1.5828
ABHD7	0.3852
ABHD8	-0.1806
ABHD9	0.957
ABI1	1.065375
ABI2	-0.189625
ABI3	4.4972
ABI3BP	1.7324
ABL1	-0.29508
ABL2	-0.0381333333333334
ABLIM1	-0.28775
ABLIM2	0.4528
ABLIM3	0.142538461538462
ABO	0.251375
ABP1	0.116090909090909
ABR	1.0702
ABRA	0.058
ABT1	-0.0076
ABTB1	0.88525
ABTB2	-0.6964
ACAA1	-0.210538461538462
ACAA2	0.435090909090909
ACACA	-1.3356875
ACACB	-0.4198
ACAD10	-0.684875
ACAD11	-0.147571428571429
ACAD8	0.736
ACAD9	-0.6644
ACADL	0.4745
ACADM	-0.665
ACADS	-0.0731428571428571
ACADSB	-0.61975
ACADVL	-0.2515
ACAN	1.131
ACAT1	-1.02283333333333
ACBD3	0.632384615384615
ACBD4	0.368909090909091
ACBD5	0.8871
ACBD6	-1.0696
ACCN1	0.624875
ACCN2	-0.5262
ACCN3	-0.874
ACCN4	-0.430375
ACCN5	0.190666666666667
ACD	-1.332
ACE	0.0983333333333333
ACE2	-0.9018
ACF	-3.017
ACHE	-0.35575
ACIN1	-0.28875
ACLY	-0.815363636363636
ACMSD	-0.7434
ACN9	0.286
ACO1	-0.64075
ACOT11	0.128210526315789
ACOT12	0.4534
ACOT2	0.394125
ACOT4	0.5344
ACOT6	1.955
ACOT7	-2.41063636363636
ACOT8	-0.0334
ACOT9	0.4005
ACOX1	0.697928571428571
ACOX2	0.212875
ACOX3	0.0836363636363636
ACP1	-0.57925
ACP2	0.0768333333333333
ACP5	3.295625
ACP6	-0.645
ACPL2	0.546
ACPP	1.29192307692308
ACPT	0.25275
ACR	0.486230769230769
ACRBP	-0.428
ACRC	0.4614
ACRV1	-0.20225
ACSBG1	0.6128
ACSBG2	0.4048
ACSL1	3.5558
ACSL3	-0.4531
ACSL4	0.5336
ACSL5	0.554
ACSL6	0.948454545454545
ACSM1	-1.894
ACSM2A	-1.0606
ACSM2B	-1.64
ACSM3	-4.14933333333333
ACSS1	-0.94
ACSS2	-0.298625
ACTA1	-1.890375
ACTA2	3.530625
ACTB	1.5332380952381
ACTBL1	-2.9428
ACTC1	0.708538461538461
ACTG1	0.688714285714286
ACTG2	0.691230769230769
ACTL6A	-0.79375
ACTL6B	0.09825
ACTL7A	-0.103
ACTL7B	-0.4018
ACTL8	-3.236125
ACTN1	0.679076923076923
ACTN2	3.846
ACTN3	0.0493333333333333
ACTN4	-0.755666666666667
ACTR10	0.6305
ACTR1A	0.166777777777778
ACTR1B	-0.6238
ACTR2	0.370923076923077
ACTR3	-0.00359999999999999
ACTR3B	-0.8649
ACTR5	-1.3256
ACTR6	0.744
ACTR8	0.1455
ACTRT1	0.0316666666666667
ACTRT2	1.29733333333333
ACVR1	0.878375
ACVR1B	0.812875
ACVR1C	-0.64775
ACVR2A	0.57
ACVR2B	-1.86338888888889
ACVRL1	2.75930769230769
ACY1	-1.0246
ACY1L2	0.0806666666666667
ACY3	-0.6134
ACYP1	-1.4316
ACYP2	1.51572727272727
ADA	-1.4134
ADAD1	-0.00739999999999998
ADAD2	1.0772
ADAL	0.0756
ADAM10	0.2052
ADAM11	-0.90875
ADAM12	1.72875
ADAM15	-1.1176875
ADAM17	1.9398
ADAM18	-0.281
ADAM19	0.571846153846154
ADAM2	-2.003625
ADAM20	0.2574
ADAM21	0.912666666666667
ADAM22	0.553545454545455
ADAM23	-1.63916666666667
ADAM28	4.89883333333333
ADAM29	0.00680000000000001
ADAM30	0.7896
ADAM32	0.791
ADAM33	-0.157666666666667
ADAM5P	0.5845
ADAM7	0.485333333333333
ADAM8	2.97936363636364
ADAM9	0.987125
ADAMDEC1	6.6184
ADAMTS1	-1.505
ADAMTS10	0.93575
ADAMTS12	0.14
ADAMTS13	-0.362272727272727
ADAMTS14	0.0766
ADAMTS15	1.04033333333333
ADAMTS16	0.274818181818182
ADAMTS17	-0.174666666666667
ADAMTS18	0.75625
ADAMTS19	-2.7886
ADAMTS2	0.933733333333333
ADAMTS20	-0.628
ADAMTS3	-0.467461538461538
ADAMTS4	1.50188888888889
ADAMTS5	2.659
ADAMTS6	-0.1755
ADAMTS7	0.428692307692308
ADAMTS8	-0.7472
ADAMTS9	1.41792307692308
ADAMTSL1	-0.291333333333333
ADAMTSL2	1.307875
ADAMTSL3	1.12376923076923
ADAMTSL4	-1.350125
ADAMTSL5	-0.54
ADAR	-0.753266666666667
ADARB1	-1.5517
ADARB2	1.88428571428571
ADAT1	-1.13184615384615
ADAT2	-0.532375
ADAT3	0.29425
ADC	1.141375
ADCK1	-1.2506
ADCK2	-0.263
ADCK4	-0.3865
ADCK5	-0.629
ADCY1	0.11125
ADCY2	1.562875
ADCY3	-0.314
ADCY4	3.81975
ADCY5	-0.482
ADCY6	-0.9475
ADCY7	0.774923076923077
ADCY8	-0.298375
ADCY9	-0.771090909090909
ADCYAP1	1.218125
ADCYAP1R1	0.0983333333333333
ADD1	0.415888888888889
ADD2	-1.77825
ADD3	1.1833
ADFP	0.906125
ADH1A	0.294
ADH1B	0.221777777777778
ADH1C	0.347
ADH4	-3.8978
ADH5	-0.178933333333333
ADH6	-3.11771428571429
ADH7	0.6872
ADHFE1	1.1202
ADI1	1.3532
ADIG	-0.0406666666666667
ADIPOQ	0.541625
ADIPOR1	0.29425
ADIPOR2	-0.2837
ADK	-0.606818181818182
ADM	1.02781818181818
ADM2	-0.446125
ADMR	0.482
ADNP	-0.8172
ADNP2	-0.1906
ADORA1	0.7194
ADORA2A	-0.901
ADORA2B	-0.589375
ADORA3	6.916125
ADPGK	0.903
ADPRH	2.389375
ADPRHL1	-1.96425
ADPRHL2	-0.2542
ADRA1A	0.2424
ADRA1B	0.1424
ADRA1D	0.804333333333333
ADRA2A	3.19175
ADRA2B	-0.03825
ADRA2C	-3.107375
ADRB1	-0.0437142857142857
ADRB2	2.4486
ADRB3	0.0606666666666667
ADRBK1	0.1478
ADRBK2	1.087375
ADRM1	-1.3965
ADSL	-0.610428571428572
ADSS	-0.678125
ADSSL1	-0.385875
AEBP1	0.272
AEBP2	-0.789066666666667
AES	-0.389277777777778
