Hybridization REF	TCGA-06-0195-01B-01R-0229-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
15E1.2	-1.446
2'-PDE	-0.1215
7A5	-0.958333333333333
A1BG	-0.305125
A2BP1	3.306875
A2M	1.1902
A2ML1	0.463666666666667
A3GALT2	0.1316
A4GALT	-0.578875
A4GNT	0.236666666666667
AAAS	-0.6744
AACS	-0.783
AADAC	-0.2506
AADACL1	0.7842
AADACL2	-0.0096
AADACL3	0.392333333333333
AADACL4	-0.864333333333333
AADAT	0.2703
AAK1	0.220529411764706
AAMP	-0.518
AANAT	0.252666666666667
AARS	-0.786375
AARS2	-0.752375
AARSD1	-0.4941
AASDH	0.329636363636364
AASDHPPT	0.0905384615384615
AASS	1.129
AATF	-0.6651
AATK	0.784
ABAT	1.50046153846154
ABBA-1	0.4234
ABCA1	1.504375
ABCA10	0.180666666666667
ABCA11	0.795333333333333
ABCA12	-2.607
ABCA13	0.826545454545454
ABCA2	-0.0696
ABCA3	0.978272727272727
ABCA4	-0.532222222222222
ABCA5	0.536
ABCA6	0.448615384615385
ABCA7	-2.1902
ABCA8	0.5786
ABCA9	0.462153846153846
ABCB1	0.583
ABCB10	-0.505083333333333
ABCB11	-0.0106666666666667
ABCB4	-0.2442
ABCB5	0.174333333333333
ABCB6	-0.505307692307692
ABCB7	-0.1422
ABCB8	-0.273125
ABCB9	0.1695
ABCC1	-2.181625
ABCC10	-0.677
ABCC11	-0.160125
ABCC12	1.317625
ABCC13	0.312909090909091
ABCC2	-2.92544444444444
ABCC3	-2.47263636363636
ABCC4	-0.787375
ABCC5	-0.160666666666667
ABCC6	-0.974444444444444
ABCC8	2.022
ABCC9	0.451818181818182
ABCD1	-0.357
ABCD2	0.866
ABCD3	0.613428571428572
ABCD4	0.714625
ABCE1	0.035
ABCF1	-0.628846153846154
ABCF2	-0.602090909090909
ABCF3	-0.467375
ABCG1	0.154666666666667
ABCG2	0.5796
ABCG4	0.932666666666667
ABCG5	-1.5468
ABCG8	-0.0916666666666667
ABHD1	-0.0596
ABHD10	0.295230769230769
ABHD11	-0.358615384615385
ABHD12	1.04792307692308
ABHD12B	1.0514
ABHD13	0.321076923076923
ABHD14A	1.0986
ABHD14B	-0.5517
ABHD2	-0.637642857142857
ABHD3	0.018
ABHD4	0.00980000000000001
ABHD5	-0.5326
ABHD6	0.7576
ABHD7	1.573
ABHD8	0.7804
ABHD9	0.341666666666667
ABI1	0.523125
ABI2	0.381875
ABI3	2.0236
ABI3BP	-0.0924
ABL1	-0.4554
ABL2	-0.857933333333333
ABLIM1	0.18925
ABLIM2	1.9316
ABLIM3	-0.972615384615385
ABO	0.08725
ABP1	-0.161090909090909
ABR	1.5614
ABRA	0.1566
ABT1	-0.657
ABTB1	0.1835
ABTB2	-0.8476
ACAA1	-0.0843076923076923
