Hybridization REF	TCGA-06-0211-01B-01R-0229-07
Composite Element REF	log2 lowess normalized (cy5/cy3) collapsed by gene symbol
15E1.2	-0.993
2'-PDE	0.4676
7A5	-1.229
A1BG	1.39825
A2BP1	1.247625
A2M	2.3178
A2ML1	0.263
A3GALT2	-0.124
A4GALT	-0.041125
A4GNT	0.155666666666667
AAAS	-0.367
AACS	-1.3456
AADAC	-0.7104
AADACL1	-0.4084
AADACL2	-0.0372
AADACL3	0.325
AADACL4	-0.285
AADAT	0.3411
AAK1	0.222235294117647
AAMP	-0.2244
AANAT	0.277666666666667
AARS	-0.987375
AARS2	-0.5095
AARSD1	-0.5175
AASDH	0.157181818181818
AASDHPPT	0.340461538461538
AASS	0.9306
AATF	-0.627
AATK	0.459384615384615
ABAT	1.55092307692308
ABBA-1	0.246133333333333
ABCA1	1.71375
ABCA10	0.376666666666667
ABCA11	1.23266666666667
ABCA12	-2.6958
ABCA13	-0.234454545454545
ABCA2	-0.092
ABCA3	1.09309090909091
ABCA4	-0.208777777777778
ABCA5	-3.0164
ABCA6	0.578846153846154
ABCA7	-2.0278
ABCA8	1.7844
ABCA9	0.695307692307692
ABCB1	1.87409090909091
ABCB10	-0.82225
ABCB11	0.0976666666666667
ABCB4	0.2362
ABCB5	0.556
ABCB6	-0.835538461538462
ABCB7	-0.3456
ABCB8	-0.12625
ABCB9	0.25825
ABCC1	-2.2765
ABCC10	-0.7154
ABCC11	-0.743
ABCC12	0.1815
ABCC13	-0.195272727272727
ABCC2	-3.36922222222222
ABCC3	-1.50290909090909
ABCC4	-0.5898125
ABCC5	-0.587933333333333
ABCC6	-0.954611111111111
ABCC8	0.2874
ABCC9	0.676454545454545
ABCD1	-0.771666666666667
ABCD2	2.34266666666667
ABCD3	1.35492857142857
ABCD4	0.73025
ABCE1	0.3594
ABCF1	-0.702846153846154
ABCF2	-0.408454545454545
ABCF3	0.180875
ABCG1	0.321666666666667
ABCG2	2.1012
ABCG4	0.110833333333333
ABCG5	-2.3058
ABCG8	-0.392333333333333
ABHD1	0.0296
ABHD10	0.405923076923077
ABHD11	-0.158230769230769
ABHD12	1.16938461538462
ABHD12B	-1.7952
ABHD13	0.541307692307692
ABHD14A	1.2368
ABHD14B	-0.7129
ABHD2	0.0385714285714286
ABHD3	-0.2366
ABHD4	0.8634
ABHD5	-0.089
ABHD6	1.1486
ABHD7	0.7856
ABHD8	0.139
ABHD9	0.13
ABI1	-0.0415
ABI2	0.75925
ABI3	1.9788
ABI3BP	-1.0236
ABL1	-0.35604
ABL2	-0.624733333333333
ABLIM1	0.60875
ABLIM2	0.7716
ABLIM3	-1.03646153846154
ABO	-0.021875
ABP1	-0.250090909090909
ABR	0.7648
ABRA	0.323
ABT1	-0.8738
ABTB1	0.09475
ABTB2	-1.0854
ACAA1	0.617692307692308
ACAA2	-0.405090909090909
ACACA	-0.56
ACACB	-0.0524
ACAD10	-0.5438125
ACAD11	-0.0452142857142857
ACAD8	1.3006
ACAD9	-0.2793
ACADL	0.109
ACADM	0.112272727272727
ACADS	-0.666857142857143
ACADSB	-1.628125
ACADVL	-1.2755
ACAN	0.275833333333333
ACAT1	-0.595333333333333
ACBD3	-0.218769230769231
ACBD4	-0.0946363636363636
ACBD5	0.0762
ACBD6	-0.0246
ACCN1	0.380375
ACCN2	1.9284
ACCN3	0.408666666666667
ACCN4	1.50825
ACCN5	-0.331666666666667
ACD	-0.30475
ACE	-0.0411666666666667
ACE2	-0.9744
ACF	-2.388
ACHE	-0.062875
ACIN1	-0.451125
ACLY	0.0121818181818182
ACMSD	-0.07
ACN9	0.9586
ACO1	-0.611
ACOT11	-0.356894736842105
ACOT12	0.176
ACOT2	0.219125
ACOT4	-1.101
ACOT6	1.0576
ACOT7	-1.64472727272727
ACOT8	1.057
ACOT9	-0.224375
ACOX1	0.260642857142857
ACOX2	0.624875
ACOX3	0.563545454545454
ACP1	-0.07125
ACP2	-0.163
ACP5	-1.816875
ACP6	-0.499875
ACPL2	1.548
ACPP	-0.315461538461538
ACPT	0.304875
ACR	0.180461538461538
ACRBP	-1.5482
ACRC	-0.125
ACRV1	0.090625
ACSBG1	4.304
ACSBG2	0.2654
ACSL1	-0.0408
ACSL3	0.7957
ACSL4	-1.4554
ACSL5	-0.873875
ACSL6	1.853
ACSM1	-1.32833333333333
ACSM2A	-0.9034
ACSM2B	-1.1546
ACSM3	-3.18233333333333
ACSS1	0.1706
ACSS2	-0.41
ACTA1	-1.77625
ACTA2	1.698125
ACTB	1.24552380952381
ACTBL1	-0.2486
ACTC1	0.0142307692307692
ACTG1	0.530285714285714
ACTG2	-0.147230769230769
ACTL6A	0.1515
ACTL6B	0.993
ACTL7A	0.0864
ACTL7B	-0.256
ACTL8	-2.868875
ACTN1	0.107461538461538
ACTN2	3.9242
ACTN3	0.0416666666666667
ACTN4	0.376888888888889
ACTR10	0.72525
ACTR1A	0.160444444444444
ACTR1B	-0.6598
ACTR2	-0.328230769230769
ACTR3	-0.0132
ACTR3B	0.2129
ACTR5	-0.6512
ACTR6	0.315
ACTR8	0.7328
ACTRT1	-0.0276666666666667
ACTRT2	0.2485
ACVR1	0.174875
ACVR1B	0.189625
ACVR1C	0.1505
ACVR2A	0.527375
ACVR2B	-1.29522222222222
ACVRL1	1.57992307692308
ACY1	-1.332
ACY1L2	0.669
ACY3	-0.1608
ACYP1	-0.6126
